    0.344063315391540527E+02    0.545016503334045410E+01    0.854041171073913530E+00   -0.136067207658316347E+05   -0.690775511231546968E+01    1
    0.344875662326812744E+02    0.545813775062561035E+01    0.717887043952941895E+00   -0.133842348128158665E+05   -0.690875511231548245E+01    1
    0.344165824651718140E+02    0.545221674442291260E+01    0.771496558189392112E+00   -0.129186600829004674E+05   -0.690975511231547301E+01    1
    0.344119163751602173E+02    0.540085828304290771E+01    0.855851936340332076E+00   -0.128318372378244367E+05   -0.691075511231547601E+01    1
    0.343793772459030151E+02    0.544980978965759277E+01    0.763288354873657315E+00   -0.122945403698433838E+05   -0.691175511231546658E+01    1
    0.344584047794342041E+02    0.544125127792358398E+01    0.673924183845519997E+00   -0.121841352253166315E+05   -0.691275511231547579E+01    1
    0.344584504365921021E+02    0.539075529575347900E+01    0.749023914337158203E+00   -0.121730537697670952E+05   -0.691375511231547435E+01    1
    0.342807376384735107E+02    0.548366725444793701E+01    0.801397109031677268E+00   -0.119781492192068326E+05   -0.691475511231548357E+01    1
    0.341884721517562866E+02    0.549950724840164185E+01    0.874500060081481956E+00   -0.117641639186267221E+05   -0.691575511231552209E+01    1
    0.342903525829315186E+02    0.548121380805969238E+01    0.738427019119262673E+00   -0.114126893228887493E+05   -0.691675511231554463E+01    1
    0.325594953298568726E+02    0.450349724292755127E+01    0.645123505592346214E+00   -0.113961102902135208E+05   -0.691775511231549967E+01    1
    0.344306569099426270E+02    0.536903947591781616E+01    0.742713451385498047E+00   -0.113795566615079770E+05   -0.691875511231549378E+01    1
    0.343995428085327148E+02    0.532015621662139893E+01    0.862304615974426314E+00   -0.113517776364160381E+05   -0.691975511231551454E+01    1
    0.344385284185409546E+02    0.543001377582550049E+01    0.641041994094848633E+00   -0.113507165910316508E+05   -0.692075511231548113E+01    1
    0.325346130132675171E+02    0.457099509239196777E+01    0.571178627014160112E+00   -0.112145669919323591E+05   -0.692175511231547080E+01    1
    0.344522614479064941E+02    0.537755519151687622E+01    0.678427672386169411E+00   -0.110934323628696111E+05   -0.692275511231549334E+01    1
