    0.207357585430145264E+02    0.604703426361083984E+00    0.932752817869186401E+00   -0.392756851009284705E+07   -0.570378062280500497E+01    1
    0.210539317131042480E+02    0.700616240501403809E+00    0.797914296388626099E+00   -0.368181343057540432E+07   -0.570711395613835482E+01    1
    0.209121036529541016E+02    0.789278745651245117E+00    0.920171558856964111E+00   -0.354956530540141277E+07   -0.571044728947168334E+01    1
    0.211099243164062500E+02    0.903328657150268555E+00    0.687976688146591187E+00   -0.335823371032991819E+07   -0.571378062280501098E+01    1
    0.205803942680358887E+02    0.123370826244354248E+01    0.608382105827331543E+00   -0.302407798889512010E+07   -0.571711395613834394E+01    1
    0.237254118919372559E+02    0.677947998046875000E+00    0.674814939498901367E+00   -0.276864057627512235E+07   -0.572044728947168135E+01    1
    0.226100027561187744E+02    0.989196300506591797E+00    0.834029972553253174E+00   -0.266398062095517013E+07   -0.572378062280502586E+01    1
    0.246435987949371338E+02    0.553380250930786133E+00    0.897557199001312256E+00   -0.254182347822367912E+07   -0.572711395613835883E+01    1
    0.262306070327758789E+02    0.813013315200805664E-01    0.677779078483581543E+00   -0.249763452021945454E+07   -0.573044728947169002E+01    1
    0.227348411083221436E+02    0.112375974655151367E+01    0.831481575965881348E+00   -0.244089152607248677E+07   -0.573378062280501766E+01    1
    0.205734682083129883E+02    0.166581213474273682E+01    0.545000016689300537E+00   -0.241155873397205863E+07   -0.573711395613834529E+01    1
    0.264851486682891846E+02    0.238935947418212891E+00    0.534784734249114990E+00   -0.235571180704824673E+07   -0.574044728947167915E+01    1
    0.230439889430999756E+02    0.114825248718261719E+01    0.767487704753875732E+00   -0.233288590749017475E+07   -0.574378062280501744E+01    1
    0.254064810276031494E+02    0.702454447746276855E+00    0.735881626605987549E+00   -0.217391573827024736E+07   -0.574711395613836196E+01    1
    0.236052799224853516E+02    0.118766248226165771E+01    0.854126334190368652E+00   -0.210372021227154043E+07   -0.575044728947169581E+01    1
    0.218660235404968262E+02    0.168339729309082031E+01    0.565515905618667603E+00   -0.204766533784657274E+07   -0.575378062280501634E+01    1
    0.239048099517822266E+02    0.116620898246765137E+01    0.925521820783615112E+00   -0.203175784641789296E+07   -0.575711395613834398E+01    1
    0.234979045391082764E+02    0.145044267177581787E+01    0.689691662788391113E+00   -0.187029202487654984E+07   -0.576044728947168139E+01    1
    0.276801586151123047E+02    0.319914221763610840E+00    0.788185536861419678E+00   -0.183387173693023482E+07   -0.576378062280501613E+01    1
    0.270218086242675781E+02    0.580372810363769531E+00    0.773525029420852661E+00   -0.181151581350422977E+07   -0.576711395613835531E+01    1
    0.281852388381958008E+02    0.318312644958496094E+00    0.719004034996032715E+00   -0.170891816890606401E+07   -0.577044728947169805E+01    1
    0.289909195899963379E+02    0.601059198379516602E-01    0.543817996978759766E+00   -0.169163398156141746E+07   -0.577378062280503279E+01    1
    0.206097972393035889E+02    0.248334407806396484E+01    0.840432822704315186E+00   -0.149350147111997847E+07   -0.577711395613835421E+01    1
    0.226091384887695312E+02    0.209020435810089111E+01    0.896854400634765625E+00   -0.142451886852924642E+07   -0.578044728947167474E+01    1
    0.296209824085235596E+02    0.259874463081359863E+00    0.632163584232330322E+00   -0.138575696822594781E+07   -0.578378062280501393E+01    1
    0.249574112892150879E+02    0.164893150329589844E+01    0.787583053112030029E+00   -0.133541525264847442E+07   -0.578711395613835577E+01    1
    0.214030516147613525E+02    0.254950702190399170E+01    0.618682563304901123E+00   -0.133496108588323928E+07   -0.579044728947169407E+01    1
    0.236534464359283447E+02    0.201390683650970459E+01    0.797442883253097534E+00   -0.130018715023693768E+07   -0.579378062280503325E+01    1
    0.273004460334777832E+02    0.117253720760345459E+01    0.575811237096786499E+00   -0.127491485000601062E+07   -0.579711395613835734E+01    1
    0.289620125293731689E+02    0.680327415466308594E+00    0.737929761409759521E+00   -0.124211240958508849E+07   -0.580044728947169297E+01    1
    0.295591604709625244E+02    0.565190911293029785E+00    0.579831659793853760E+00   -0.122294251372427843E+07   -0.580378062280502593E+01    1
    0.304077291488647461E+02    0.210014581680297852E+00    0.794126063585281372E+00   -0.117931405329222092E+07   -0.580711395613834647E+01    1
    0.260123801231384277E+02    0.170910537242889404E+01    0.572747439146041870E+00   -0.112619972914798418E+07   -0.581044728947168032E+01    1
    0.287702727317810059E+02    0.992072224617004395E+00    0.853439122438430786E+00   -0.104456382826890529E+07   -0.581378062280502572E+01    1
    0.268089830875396729E+02    0.164840996265411377E+01    0.829127222299575806E+00   -0.981800405264700530E+06   -0.581711395613836935E+01    1
    0.213986277580261230E+02    0.317558646202087402E+01    0.689726233482360840E+00   -0.952985071588738356E+06   -0.582044728947169965E+01    1
    0.236840820312500000E+02    0.254939615726470947E+01    0.976278513669967651E+00   -0.932160372133798781E+06   -0.582378062280502462E+01    1
    0.230427706241607666E+02    0.294932544231414795E+01    0.602596551179885864E+00   -0.857720779822822893E+06   -0.582711395613835315E+01    1
    0.320042562484741211E+02    0.176032185554504395E+00    0.945276200771331787E+00   -0.821850698253711453E+06   -0.583044728947169411E+01    1
    0.212232148647308350E+02    0.351809382438659668E+01    0.827606260776519775E+00   -0.809156864759834483E+06   -0.583378062280502441E+01    1
    0.269953787326812744E+02    0.191072583198547363E+01    0.791033118963241577E+00   -0.804762017652537441E+06   -0.583711395613834316E+01    1
    0.317288827896118164E+02    0.446624159812927246E+00    0.734558403491973877E+00   -0.795910409425512655E+06   -0.584044728947168412E+01    1
    0.300082540512084961E+02    0.116544365882873535E+01    0.641773343086242676E+00   -0.749797872883146862E+06   -0.584378062280502064E+01    1
    0.310585975646972656E+02    0.787743330001831055E+00    0.787147581577301025E+00   -0.742927897482135566E+06   -0.584711395613835627E+01    1
