Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.17097,1.21082,1.33492,1.14742,1.2160325
3401.0,0.0,1.15519,1.19375,1.31941,1.12924,1.1993975
3402.0,0.0,1.13953,1.17645,1.30335,1.1113,1.1826575
3403.0,0.0,1.12578,1.16123,1.28858,1.09591,1.167875
3404.0,0.0,1.11491,1.1491,1.2758,1.08406,1.1559675
3405.0,0.0,1.10631,1.13883,1.26461,1.07436,1.1460275000000002
3406.0,0.0,1.09914,1.12951,1.25536,1.06562,1.1374075000000001
3407.0,0.0,1.09431,1.12305,1.25001,1.0596,1.1317425
3408.0,0.0,1.09379,1.12234,1.25013,1.05919,1.1313624999999998
3409.0,0.0,1.09729,1.12712,1.25406,1.06423,1.135675
3410.0,0.0,1.10098,1.1319,1.25634,1.06931,1.1396324999999998
3411.0,0.0,1.10017,1.12988,1.25187,1.06756,1.1373700000000002
3412.0,0.0,1.09374,1.11974,1.24089,1.05762,1.1279975
3413.0,0.0,1.08563,1.10733,1.22939,1.0452,1.1168875
3414.0,0.0,1.08152,1.1012,1.22523,1.03873,1.11167
3415.0,0.0,1.08508,1.10642,1.23265,1.04319,1.116835
3416.0,0.0,1.09617,1.12223,1.25055,1.05791,1.131715
3417.0,0.0,1.11238,1.14425,1.27393,1.07893,1.1523725
3418.0,0.0,1.13066,1.16735,1.29652,1.10191,1.17411
3419.0,0.0,1.14773,1.18659,1.31259,1.12262,1.1923825
3420.0,0.0,1.16004,1.1972,1.31824,1.13641,1.2029725
3421.0,0.0,1.16494,1.19687,1.3134,1.14006,1.2038175
3422.0,0.0,1.16258,1.18833,1.30265,1.13474,1.197075
3423.0,0.0,1.15626,1.17792,1.29244,1.12555,1.1880425
3424.0,0.0,1.15033,1.17112,1.28701,1.11822,1.18167
3425.0,0.0,1.14828,1.17017,1.28766,1.11622,1.1805825
3426.0,0.0,1.15197,1.17571,1.29439,1.12115,1.185805
3427.0,0.0,1.16181,1.18817,1.30658,1.13364,1.19755
3428.0,0.0,1.17525,1.20504,1.32077,1.1511,1.21304
3429.0,0.0,1.18623,1.21805,1.32969,1.16505,1.224755
3430.0,0.0,1.18811,1.21827,1.32723,1.16645,1.225015
3431.0,0.0,1.17923,1.20457,1.31426,1.15358,1.21291
3432.0,0.0,1.16442,1.18525,1.29874,1.13397,1.195595
3433.0,0.0,1.15158,1.17144,1.28934,1.11858,1.1827349999999999
3434.0,0.0,1.14575,1.16821,1.28763,1.11354,1.1787825
3435.0,0.0,1.14531,1.17055,1.28717,1.1152,1.1795574999999998
3436.0,0.0,1.14313,1.16779,1.2789,1.11295,1.1756925000000003
3437.0,0.0,1.13166,1.15176,1.25741,1.09787,1.159675
3438.0,0.0,1.10798,1.12096,1.22384,1.06755,1.1300824999999999
3439.0,0.0,1.07493,1.08074,1.18509,1.02711,1.0919675
3440.0,0.0,1.04065,1.0413,1.15091,0.98676,1.054905
3441.0,0.0,1.01476,1.01415,1.12996,0.95839,1.029315
3442.0,0.0,1.00355,1.00556,1.1256,0.94844,1.0207875
3443.0,0.0,1.00624,1.013,1.13473,0.95438,1.0270875
3444.0,0.0,1.01781,1.02922,1.15129,0.96939,1.0419275000000001
3445.0,0.0,1.03462,1.04951,1.17121,0.98943,1.0611925000000002
3446.0,0.0,1.05628,1.07396,1.19369,1.01513,1.084765
3447.0,0.0,1.08212,1.10262,1.21814,1.04619,1.1122675
3448.0,0.0,1.10706,1.13039,1.24042,1.07635,1.138555
3449.0,0.0,1.12306,1.1478,1.25317,1.09551,1.154885
3450.0,0.0,1.12478,1.14838,1.2522,1.09721,1.1556425
3451.0,0.0,1.11394,1.13501,1.24109,1.08428,1.1435799999999998
3452.0,0.0,1.09864,1.11828,1.22888,1.06691,1.1281775
3453.0,0.0,1.08774,1.10869,1.22276,1.05624,1.1188575
3454.0,0.0,1.08533,1.10877,1.22253,1.05595,1.118145
3455.0,0.0,1.0879,1.11201,1.22189,1.06011,1.1204775
3456.0,0.0,1.08796,1.10922,1.21454,1.05904,1.11769
3457.0,0.0,1.08043,1.09621,1.19903,1.04733,1.10575
3458.0,0.0,1.06605,1.07659,1.17987,1.02808,1.0876475
3459.0,0.0,1.05048,1.05807,1.16419,1.00909,1.0704575
3460.0,0.0,1.04056,1.04813,1.15831,0.9982,1.0613
3461.0,0.0,1.04136,1.05203,1.16509,1.00111,1.0648975
3462.0,0.0,1.053,1.06895,1.18158,1.01738,1.0802275000000001
3463.0,0.0,1.0693,1.08968,1.19938,1.03794,1.0990749999999998
