Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.22319,1.10671,1.10741,1.05541,1.12318
3401.0,0.0,1.2129,1.0934,1.09566,1.04201,1.1109925
3402.0,0.0,1.20057,1.07727,1.08155,1.02567,1.096265
3403.0,0.0,1.18767,1.06064,1.06697,1.00879,1.0810175
3404.0,0.0,1.17555,1.04531,1.05335,0.99311,1.06683
3405.0,0.0,1.16525,1.03257,1.04184,0.97998,1.05491
3406.0,0.0,1.15743,1.02338,1.03321,0.9705,1.04613
3407.0,0.0,1.15215,1.0179,1.0277,0.96512,1.0407175
3408.0,0.0,1.14867,1.01505,1.02455,0.96286,1.0377825
3409.0,0.0,1.14562,1.01242,1.022,0.96106,1.035275
3410.0,0.0,1.14167,1.00753,1.01807,0.95685,1.0310300000000001
3411.0,0.0,1.13649,0.99944,1.01185,0.9488,1.024145
3412.0,0.0,1.13129,0.99026,1.00456,0.93888,1.0162475
3413.0,0.0,1.12845,0.98455,0.99927,0.93187,1.0110350000000001
3414.0,0.0,1.13046,0.98661,0.99967,0.93273,1.0123675
3415.0,0.0,1.13849,0.99851,1.008,0.94397,1.0222425
3416.0,0.0,1.15166,1.0182,1.02378,0.96393,1.0393925
3417.0,0.0,1.16725,1.04102,1.04373,0.98768,1.05992
3418.0,0.0,1.18166,1.06094,1.06295,1.0089,1.0786125
3419.0,0.0,1.19178,1.07359,1.07689,1.02241,1.0911674999999998
3420.0,0.0,1.19611,1.07692,1.08315,1.02622,1.0956000000000001
3421.0,0.0,1.19514,1.0725,1.08225,1.02175,1.09291
3422.0,0.0,1.19104,1.06425,1.07695,1.01298,1.086305
3423.0,0.0,1.18666,1.05718,1.07095,1.00514,1.0799825
3424.0,0.0,1.18444,1.05451,1.06751,1.00188,1.077085
3425.0,0.0,1.18564,1.05751,1.06847,1.00463,1.0790625
3426.0,0.0,1.19001,1.06524,1.07393,1.01284,1.085505
3427.0,0.0,1.19591,1.07508,1.08183,1.02353,1.0940875
3428.0,0.0,1.20098,1.08323,1.08899,1.03268,1.10147
3429.0,0.0,1.20304,1.08616,1.09215,1.03646,1.1044525
3430.0,0.0,1.2011,1.08208,1.08959,1.03287,1.10141
3431.0,0.0,1.19566,1.0728,1.08207,1.02373,1.093565
3432.0,0.0,1.18814,1.06163,1.07194,1.01263,1.0835849999999998
3433.0,0.0,1.17963,1.05106,1.06148,1.00236,1.0736325
3434.0,0.0,1.16987,1.04038,1.0511,0.99256,1.0634775
3435.0,0.0,1.15733,1.02615,1.0389,0.97947,1.0504624999999999
3436.0,0.0,1.14031,1.00515,1.02212,0.9591,1.03167
3437.0,0.0,1.1184,0.97664,0.9994,0.93045,1.0062225
3438.0,0.0,1.09327,0.94349,0.9721,0.89619,0.9762625
3439.0,0.0,1.0684,0.91117,0.94436,0.86228,0.9465525
3440.0,0.0,1.04788,0.8859,0.92125,0.83544,0.9226175000000001
3441.0,0.0,1.03503,0.87198,0.90681,0.82035,0.9085424999999999
