Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.60489,1.65167,1.60811,1.59074,1.6138525000000001
3401.0,0.0,1.59284,1.64068,1.59733,1.57955,1.6026
3402.0,0.0,1.5848,1.63288,1.58969,1.57212,1.5948725000000001
3403.0,0.0,1.57934,1.6271,1.58413,1.5671,1.5894175
3404.0,0.0,1.57513,1.6224,1.5798,1.56327,1.58515
3405.0,0.0,1.57152,1.61857,1.57639,1.56006,1.581635
3406.0,0.0,1.56903,1.61643,1.57447,1.5579,1.5794575
3407.0,0.0,1.56871,1.61673,1.57476,1.55772,1.5794799999999998
3408.0,0.0,1.57061,1.61884,1.57679,1.55951,1.5814374999999998
3409.0,0.0,1.57306,1.62058,1.57861,1.56171,1.5834899999999998
3410.0,0.0,1.57391,1.62004,1.5784,1.5624,1.5836875000000001
3411.0,0.0,1.57258,1.61747,1.57629,1.56115,1.5818725000000002
3412.0,0.0,1.57057,1.61508,1.57431,1.55946,1.5798549999999998
3413.0,0.0,1.57007,1.61521,1.57465,1.55936,1.5798225000000001
3414.0,0.0,1.57234,1.61887,1.57823,1.56189,1.5828324999999999
3415.0,0.0,1.57728,1.62557,1.58461,1.56682,1.5885699999999998
3416.0,0.0,1.58409,1.63407,1.59263,1.57333,1.5960299999999998
3417.0,0.0,1.59183,1.64291,1.60104,1.58048,1.6040650000000003
3418.0,0.0,1.59951,1.65068,1.60856,1.58739,1.611535
3419.0,0.0,1.60607,1.65615,1.61411,1.59314,1.6173675
3420.0,0.0,1.61051,1.65868,1.61702,1.59696,1.6207925
3421.0,0.0,1.61241,1.65848,1.61736,1.59851,1.6216899999999999
3422.0,0.0,1.61206,1.65654,1.6159,1.59812,1.620655
3423.0,0.0,1.6104,1.6542,1.61382,1.5966,1.6187550000000002
3424.0,0.0,1.60873,1.65285,1.61252,1.59509,1.6172975
3425.0,0.0,1.60849,1.65373,1.61331,1.5949,1.6176075
3426.0,0.0,1.61063,1.65726,1.61674,1.5969,1.6203824999999998
3427.0,0.0,1.61467,1.66213,1.62165,1.60065,1.624775
3428.0,0.0,1.61841,1.66545,1.62532,1.60407,1.6283125
3429.0,0.0,1.61916,1.66475,1.62516,1.60471,1.628445
3430.0,0.0,1.61596,1.66,1.62092,1.60173,1.6246524999999998
3431.0,0.0,1.61051,1.65388,1.61503,1.59677,1.6190475
3432.0,0.0,1.60586,1.64965,1.61074,1.59266,1.6147274999999999
3433.0,0.0,1.60395,1.6484,1.6094,1.59114,1.6132225
3434.0,0.0,1.60373,1.64782,1.60914,1.59116,1.6129625
3435.0,0.0,1.60147,1.64354,1.60584,1.58926,1.6100274999999997
3436.0,0.0,1.5933,1.63213,1.59592,1.5818,1.6007875000000003
3437.0,0.0,1.57787,1.61344,1.57874,1.56751,1.58439
3438.0,0.0,1.55747,1.59093,1.55723,1.54846,1.5635225
3439.0,0.0,1.53692,1.57009,1.53659,1.52914,1.5431849999999998
3440.0,0.0,1.52128,1.55585,1.52186,1.51437,1.52834
3441.0,0.0,1.51334,1.55018,1.5155,1.50689,1.5214775
3442.0,0.0,1.51241,1.55143,1.5163,1.5061,1.52156
3443.0,0.0,1.51545,1.55615,1.52089,1.50909,1.525395
3444.0,0.0,1.52001,1.56216,1.52683,1.51333,1.5305825
3445.0,0.0,1.52588,1.56957,1.534,1.51852,1.5369924999999998
3446.0,0.0,1.53378,1.5787,1.54291,1.52544,1.5452074999999998
3447.0,0.0,1.5424,1.58734,1.5517,1.53306,1.553625
3448.0,0.0,1.54764,1.591,1.55599,1.53766,1.5580725
3449.0,0.0,1.54556,1.58658,1.55239,1.53546,1.5549975000000003
3450.0,0.0,1.53611,1.57557,1.54184,1.52631,1.5449575000000002
3451.0,0.0,1.52351,1.56309,1.52934,1.51419,1.5325325
3452.0,0.0,1.51297,1.554,1.51991,1.50405,1.5227325
3453.0,0.0,1.50718,1.54972,1.51537,1.49848,1.5176874999999999
3454.0,0.0,1.5053,1.54823,1.51398,1.49665,1.51604
3455.0,0.0,1.50428,1.5461,1.51239,1.49567,1.5146100000000002
3456.0,0.0,1.50128,1.54111,1.50815,1.4929,1.5108599999999999
3457.0,0.0,1.49551,1.53363,1.50126,1.48757,1.5044925
3458.0,0.0,1.48873,1.5264,1.49419,1.48131,1.4976574999999999
3459.0,0.0,1.48422,1.52302,1.49052,1.47718,1.493735
3460.0,0.0,1.48489,1.52588,1.49282,1.47793,1.49538
3461.0,0.0,1.49141,1.53446,1.50094,1.48422,1.5027575
3462.0,0.0,1.50131,1.54526,1.51169,1.49377,1.5130075
3463.0,0.0,1.51055,1.55413,1.52091,1.50275,1.522085
3464.0,0.0,1.51645,1.55924,1.52633,1.50855,1.5276424999999998
3465.0,0.0,1.51911,1.5615,1.52871,1.51119,1.5301275
3466.0,0.0,1.52019,1.5627,1.52985,1.51216,1.5312249999999998
3467.0,0.0,1.52092,1.56367,1.53068,1.51269,1.53199
3468.0,0.0,1.52121,1.5637,1.53078,1.51272,1.5321025
3469.0,0.0,1.51982,1.56126,1.52878,1.51122,1.53027
3470.0,0.0,1.51551,1.55529,1.52357,1.50713,1.5253750000000001
3471.0,0.0,1.5081,1.5461,1.51519,1.50032,1.5174275000000002
3472.0,0.0,1.4985,1.53502,1.50484,1.49162,1.507495
3473.0,0.0,1.48802,1.52363,1.49395,1.48211,1.4969275
3474.0,0.0,1.47801,1.51351,1.48391,1.47284,1.4870675
3475.0,0.0,1.46984,1.50597,1.47606,1.46484,1.4791774999999998
3476.0,0.0,1.46455,1.50178,1.47132,1.45908,1.4741825
3477.0,0.0,1.46256,1.50094,1.46985,1.45615,1.472375
3478.0,0.0,1.46351,1.50265,1.47108,1.45605,1.4733225
3479.0,0.0,1.46615,1.50528,1.4736,1.45787,1.475725
3480.0,0.0,1.46872,1.50715,1.47567,1.46001,1.4778875
3481.0,0.0,1.47025,1.50796,1.47665,1.46139,1.4790625
3482.0,0.0,1.47175,1.50959,1.47814,1.46282,1.480575
3483.0,0.0,1.47562,1.51468,1.48284,1.46657,1.4849275
3484.0,0.0,1.48326,1.52384,1.49179,1.47409,1.493245
3485.0,0.0,1.49335,1.53454,1.50276,1.48415,1.5037000000000003
3486.0,0.0,1.50235,1.54261,1.51157,1.49338,1.5124775000000001
3487.0,0.0,1.50681,1.54496,1.51494,1.4984,1.5162775000000002
3488.0,0.0,1.5056,1.54169,1.5126,1.49801,1.514475
3489.0,0.0,1.50082,1.5361,1.50745,1.49408,1.5096125000000002
3490.0,0.0,1.49643,1.53237,1.50365,1.4903,1.5056875
3491.0,0.0,1.49515,1.53226,1.50328,1.48928,1.5049925
3492.0,0.0,1.49625,1.53388,1.50479,1.49048,1.5063499999999999
3493.0,0.0,1.49673,1.53396,1.50492,1.49107,1.50667
3494.0,0.0,1.49442,1.53117,1.50226,1.48899,1.50421
3495.0,0.0,1.49007,1.52722,1.49838,1.4849,1.5001425
3496.0,0.0,1.48608,1.52467,1.49585,1.48112,1.4969299999999999
3497.0,0.0,1.48372,1.52407,1.49537,1.47888,1.4955100000000001
3498.0,0.0,1.48205,1.52375,1.49525,1.47723,1.49457
3499.0,0.0,1.47961,1.52223,1.49377,1.47471,1.49258
3500.0,0.0,1.47643,1.51974,1.49111,1.47128,1.48964
3501.0,0.0,1.47348,1.51706,1.4883,1.46796,1.4867
3502.0,0.0,1.47072,1.51381,1.48515,1.46487,1.4836375
3503.0,0.0,1.46691,1.50885,1.4805,1.46092,1.479295
3504.0,0.0,1.46136,1.50224,1.47415,1.45543,1.473295
3505.0,0.0,1.45505,1.49549,1.46763,1.44933,1.466875
3506.0,0.0,1.44944,1.48985,1.46239,1.44407,1.4614375
3507.0,0.0,1.44481,1.485,1.45816,1.43995,1.4569799999999997
3508.0,0.0,1.44009,1.47953,1.4535,1.43584,1.45224
3509.0,0.0,1.4342,1.47262,1.4474,1.43062,1.44621
3510.0,0.0,1.42729,1.46496,1.44037,1.42433,1.4392375
3511.0,0.0,1.42088,1.45856,1.43425,1.41839,1.43302
3512.0,0.0,1.41723,1.45592,1.43143,1.41495,1.4298825
3513.0,0.0,1.41826,1.45876,1.43371,1.41585,1.4316449999999998
3514.0,0.0,1.42439,1.46681,1.44108,1.42146,1.438435
3515.0,0.0,1.4339,1.47746,1.45123,1.43017,1.4481899999999999
3516.0,0.0,1.44344,1.48681,1.46045,1.4389,1.4574
3517.0,0.0,1.44951,1.49135,1.46532,1.4445,1.46267
3518.0,0.0,1.44995,1.48946,1.4641,1.44501,1.46213
3519.0,0.0,1.44466,1.48176,1.45721,1.44033,1.4559900000000001
3520.0,0.0,1.43539,1.47058,1.44673,1.43198,1.4461700000000002
3521.0,0.0,1.42468,1.4587,1.43539,1.42224,1.4352524999999998
3522.0,0.0,1.41479,1.44846,1.42548,1.41323,1.42549
3523.0,0.0,1.40734,1.44156,1.41863,1.40645,1.418495
3524.0,0.0,1.40353,1.43926,1.41606,1.40298,1.4154575
3525.0,0.0,1.4043,1.4423,1.41851,1.40363,1.417185
3526.0,0.0,1.40978,1.45018,1.42578,1.40857,1.4235775000000002
3527.0,0.0,1.41875,1.46092,1.43609,1.41676,1.43313
3528.0,0.0,1.42893,1.47173,1.44678,1.42617,1.4434025000000001
3529.0,0.0,1.43797,1.48037,1.4556,1.43462,1.4521399999999998
3530.0,0.0,1.44448,1.48597,1.46153,1.44078,1.45819
3531.0,0.0,1.44832,1.48901,1.46482,1.44441,1.46164
3532.0,0.0,1.45024,1.49056,1.46645,1.44612,1.4633425
3533.0,0.0,1.45127,1.49162,1.46741,1.44683,1.4642825000000002
3534.0,0.0,1.45211,1.49262,1.46831,1.44729,1.4650824999999998
3535.0,0.0,1.45295,1.49355,1.46925,1.44775,1.465875
3536.0,0.0,1.45378,1.49437,1.47012,1.44823,1.4666249999999998
3537.0,0.0,1.45462,1.49509,1.47096,1.44876,1.4673575
3538.0,0.0,1.45543,1.49564,1.4718,1.44937,1.46806
3539.0,0.0,1.45609,1.49601,1.47246,1.45001,1.4686425
3540.0,0.0,1.45675,1.49654,1.47315,1.45074,1.4692949999999998
3541.0,0.0,1.45796,1.49789,1.47444,1.45197,1.470565
3542.0,0.0,1.46005,1.50017,1.47661,1.45398,1.4727025
3543.0,0.0,1.46244,1.50248,1.47894,1.45628,1.475035
3544.0,0.0,1.46397,1.50363,1.48028,1.45783,1.4764274999999998
3545.0,0.0,1.46401,1.50329,1.48016,1.45807,1.4763825
3546.0,0.0,1.46294,1.50204,1.47913,1.45729,1.4753500000000002
3547.0,0.0,1.46133,1.50029,1.47771,1.45603,1.47384
3548.0,0.0,1.45918,1.49772,1.47558,1.45421,1.4716725
3549.0,0.0,1.45603,1.49378,1.47218,1.45134,1.4683325
3550.0,0.0,1.45164,1.48843,1.46744,1.44724,1.4636875
3551.0,0.0,1.44628,1.48225,1.46191,1.44226,1.458175
3552.0,0.0,1.44048,1.47607,1.45627,1.43694,1.45244
3553.0,0.0,1.43495,1.47076,1.45125,1.43191,1.4472175
3554.0,0.0,1.43062,1.46709,1.44762,1.42789,1.443305
3555.0,0.0,1.42821,1.46545,1.44589,1.42558,1.4412824999999998
3556.0,0.0,1.42779,1.46558,1.4459,1.42515,1.4411049999999999
3557.0,0.0,1.42877,1.46682,1.44704,1.42608,1.4421775000000001
3558.0,0.0,1.43046,1.46866,1.44874,1.4277,1.44389
3559.0,0.0,1.43249,1.47067,1.45067,1.42957,1.4458499999999999
