Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.24857,1.13956,1.19266,1.13147,1.178065
3401.0,0.0,1.23302,1.13306,1.18544,1.11467,1.1665475
3402.0,0.0,1.21768,1.12762,1.17934,1.09741,1.1555125
3403.0,0.0,1.20422,1.1236,1.17508,1.08207,1.1462425
3404.0,0.0,1.19312,1.1213,1.17253,1.0695,1.1391125
3405.0,0.0,1.18404,1.12027,1.17125,1.0593,1.133715
3406.0,0.0,1.17693,1.12026,1.17113,1.05119,1.1298775
3407.0,0.0,1.17255,1.12123,1.17204,1.04604,1.127965
3408.0,0.0,1.17165,1.12277,1.17346,1.04507,1.1282375
3409.0,0.0,1.17342,1.12469,1.17526,1.04757,1.1302349999999999
3410.0,0.0,1.17504,1.12692,1.17745,1.05003,1.1323600000000003
3411.0,0.0,1.17362,1.12927,1.17964,1.04853,1.132765
3412.0,0.0,1.16877,1.1316,1.18187,1.04221,1.1311125
3413.0,0.0,1.16322,1.1339,1.18407,1.03454,1.1289325
3414.0,0.0,1.16109,1.13615,1.18612,1.03095,1.1285775
3415.0,0.0,1.16525,1.13829,1.18812,1.03524,1.1317249999999999
3416.0,0.0,1.17603,1.14034,1.19001,1.04777,1.1385375
3417.0,0.0,1.19155,1.14243,1.19191,1.06611,1.1480000000000001
3418.0,0.0,1.20876,1.14455,1.19388,1.08646,1.1584125
3419.0,0.0,1.22421,1.14669,1.19585,1.10465,1.16785
3420.0,0.0,1.23476,1.14888,1.19794,1.11683,1.1746025
3421.0,0.0,1.23877,1.15109,1.20001,1.12096,1.1777075
3422.0,0.0,1.23694,1.15317,1.20194,1.11807,1.17753
3423.0,0.0,1.2321,1.15507,1.20372,1.11183,1.17568
3424.0,0.0,1.22781,1.15671,1.20518,1.10666,1.17409
3425.0,0.0,1.22699,1.15809,1.20633,1.10592,1.1743325
3426.0,0.0,1.23116,1.15916,1.2072,1.11131,1.1772075000000002
3427.0,0.0,1.24006,1.15996,1.20775,1.12248,1.1825625
3428.0,0.0,1.25085,1.16064,1.20818,1.13612,1.1889474999999998
3429.0,0.0,1.25855,1.16124,1.20854,1.14614,1.1936175
3430.0,0.0,1.25883,1.16167,1.20874,1.14689,1.1940324999999998
3431.0,0.0,1.25114,1.16207,1.20895,1.13744,1.1899
3432.0,0.0,1.2393,1.16237,1.20904,1.12269,1.18335
3433.0,0.0,1.22879,1.16234,1.20877,1.1099,1.1774499999999999
3434.0,0.0,1.22273,1.16188,1.20811,1.1032,1.17398
3435.0,0.0,1.21926,1.16091,1.20688,1.10042,1.1718675
3436.0,0.0,1.2129,1.15941,1.20498,1.09474,1.1680075
3437.0,0.0,1.19837,1.1573,1.20252,1.07946,1.1594125
3438.0,0.0,1.17398,1.15482,1.19961,1.05233,1.1451850000000001
3439.0,0.0,1.14291,1.1522,1.19656,1.01698,1.1271625
3440.0,0.0,1.11203,1.14961,1.19358,0.98164,1.1092149999999998
3441.0,0.0,1.08895,1.14721,1.1908,0.95543,1.0955975
3442.0,0.0,1.07818,1.14504,1.18836,0.94385,1.0888575
3443.0,0.0,1.07966,1.14318,1.18624,0.94673,1.0889525
3444.0,0.0,1.09037,1.14132,1.18415,0.96032,1.0940400000000001
3445.0,0.0,1.10742,1.1395,1.18202,0.98108,1.102505
3446.0,0.0,1.12896,1.13751,1.17977,1.007,1.11331
3447.0,0.0,1.15256,1.13486,1.17684,1.03543,1.1249225
