Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.60454,1.42206,1.43469,1.56792,1.5073025
3401.0,0.0,1.59467,1.40877,1.42527,1.55555,1.4960650000000002
3402.0,0.0,1.58572,1.40241,1.4213,1.54698,1.4891025
3403.0,0.0,1.57862,1.4008,1.42035,1.54117,1.485235
3404.0,0.0,1.57296,1.40121,1.42035,1.53692,1.48286
3405.0,0.0,1.56908,1.40168,1.42024,1.53345,1.4811125
3406.0,0.0,1.56654,1.40173,1.42026,1.53105,1.479895
3407.0,0.0,1.56512,1.40223,1.42135,1.53067,1.4798425
3408.0,0.0,1.56484,1.40424,1.42386,1.53249,1.4813574999999999
3409.0,0.0,1.56488,1.40769,1.42697,1.53505,1.4836475
3410.0,0.0,1.56574,1.41138,1.42953,1.53636,1.4857525
3411.0,0.0,1.56701,1.41429,1.43137,1.53581,1.48712
3412.0,0.0,1.56878,1.41654,1.43336,1.53471,1.4883475000000002
3413.0,0.0,1.57134,1.41884,1.43619,1.53498,1.4903375
3414.0,0.0,1.57433,1.42142,1.4395,1.53769,1.4932349999999999
3415.0,0.0,1.5782,1.42379,1.44242,1.54273,1.496785
3416.0,0.0,1.58252,1.42552,1.44454,1.54945,1.5005074999999999
3417.0,0.0,1.58717,1.42685,1.44622,1.55711,1.5043374999999999
3418.0,0.0,1.59189,1.42849,1.4481,1.56489,1.5083425000000001
3419.0,0.0,1.59618,1.43103,1.45066,1.57175,1.512405
3420.0,0.0,1.59998,1.43463,1.45392,1.57663,1.51629
3421.0,0.0,1.60307,1.4389,1.45742,1.57893,1.51958
3422.0,0.0,1.60544,1.44301,1.46037,1.57877,1.5218975000000001
3423.0,0.0,1.60724,1.44599,1.46199,1.57707,1.5230725
3424.0,0.0,1.60863,1.44724,1.46218,1.57537,1.523355
3425.0,0.0,1.60967,1.44707,1.46165,1.57536,1.5234375
3426.0,0.0,1.61057,1.44658,1.46146,1.5781,1.5241775
3427.0,0.0,1.61112,1.44672,1.46199,1.58292,1.5256875
3428.0,0.0,1.61115,1.44745,1.46259,1.5873,1.5271225000000002
3429.0,0.0,1.61063,1.44783,1.46229,1.5884,1.5272875000000001
3430.0,0.0,1.60928,1.44719,1.461,1.58524,1.5256775
3431.0,0.0,1.60701,1.44593,1.45967,1.57958,1.5230475
3432.0,0.0,1.60376,1.44537,1.45959,1.57457,1.5208225
3433.0,0.0,1.59933,1.44658,1.46122,1.57228,1.5198525
3434.0,0.0,1.59347,1.44925,1.46349,1.57191,1.51953
3435.0,0.0,1.58629,1.45125,1.46402,1.56996,1.51788
3436.0,0.0,1.57753,1.44973,1.46047,1.56252,1.5125625
3437.0,0.0,1.56793,1.4431,1.45224,1.5479,1.5027925
3438.0,0.0,1.55767,1.43243,1.44105,1.52792,1.4897675
3439.0,0.0,1.54786,1.42096,1.43013,1.50713,1.47652
3440.0,0.0,1.53938,1.41217,1.4225,1.49071,1.46619
3441.0,0.0,1.53268,1.40791,1.41935,1.48186,1.46045
3442.0,0.0,1.52857,1.40747,1.41942,1.48034,1.45895
3443.0,0.0,1.52637,1.40834,1.42011,1.48342,1.45956
3444.0,0.0,1.52645,1.40817,1.41959,1.48874,1.4607375
3445.0,0.0,1.52757,1.40666,1.41831,1.49598,1.4621300000000002
3446.0,0.0,1.52906,1.40541,1.41798,1.50551,1.46449
3447.0,0.0,1.53029,1.40561,1.41883,1.51549,1.467555
3448.0,0.0,1.52974,1.40589,1.41833,1.52143,1.4688475000000003
3449.0,0.0,1.52823,1.40298,1.41334,1.51932,1.4659675
3450.0,0.0,1.52498,1.39504,1.40342,1.50933,1.4581925
3451.0,0.0,1.52053,1.38377,1.39155,1.49589,1.447935
3452.0,0.0,1.51578,1.37293,1.3816,1.48453,1.43871
3453.0,0.0,1.51047,1.36548,1.37566,1.47832,1.4324825
3454.0,0.0,1.50585,1.36201,1.37355,1.47664,1.4295125
3455.0,0.0,1.50168,1.3614,1.3737,1.47635,1.4282825
3456.0,0.0,1.49821,1.36191,1.37421,1.4742,1.4271325
3457.0,0.0,1.49583,1.36208,1.37387,1.46898,1.42519
3458.0,0.0,1.49447,1.3615,1.37275,1.46227,1.4227475
3459.0,0.0,1.49422,1.36099,1.37214,1.45746,1.4212025
3460.0,0.0,1.49529,1.36207,1.37371,1.45777,1.42221
3461.0,0.0,1.49774,1.36584,1.37827,1.46409,1.4264849999999998
3462.0,0.0,1.50041,1.37197,1.38476,1.47404,1.432795
3463.0,0.0,1.50389,1.37865,1.39107,1.48349,1.4392749999999999
3464.0,0.0,1.50711,1.38389,1.39547,1.48964,1.4440274999999998
3465.0,0.0,1.50958,1.38684,1.39755,1.49247,1.44661
3466.0,0.0,1.51131,1.38776,1.3977,1.49362,1.4475975
3467.0,0.0,1.51151,1.38719,1.39651,1.49437,1.447395
3468.0,0.0,1.51066,1.38563,1.39455,1.49473,1.4463924999999997
3469.0,0.0,1.50812,1.38348,1.39218,1.49358,1.44434
3470.0,0.0,1.50431,1.38105,1.38965,1.48966,1.4411675
3471.0,0.0,1.49968,1.37867,1.38729,1.48266,1.437075
3472.0,0.0,1.49393,1.3767,1.38526,1.47321,1.432275
