Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.32877,1.33137,1.33669,1.41635,1.3532950000000001
3401.0,0.0,1.32246,1.32519,1.3301,1.40127,1.3447550000000001
3402.0,0.0,1.31718,1.32033,1.32473,1.38727,1.3373774999999999
3403.0,0.0,1.31341,1.31682,1.32084,1.37555,1.331655
3404.0,0.0,1.31101,1.31463,1.31831,1.36636,1.3275775
3405.0,0.0,1.30977,1.31365,1.31693,1.35929,1.32491
3406.0,0.0,1.30953,1.31351,1.31655,1.35414,1.3234325
3407.0,0.0,1.31017,1.31416,1.31701,1.35132,1.3231650000000001
3408.0,0.0,1.31144,1.31552,1.31809,1.35072,1.3239425
3409.0,0.0,1.31312,1.31735,1.31964,1.35177,1.32547
3410.0,0.0,1.31513,1.3195,1.32153,1.35303,1.3272974999999998
3411.0,0.0,1.31736,1.32174,1.32364,1.35297,1.3289275
3412.0,0.0,1.31972,1.3239,1.32584,1.35167,1.3302825
3413.0,0.0,1.3221,1.32609,1.32801,1.35034,1.331635
3414.0,0.0,1.3244,1.32835,1.33014,1.35097,1.3334650000000001
3415.0,0.0,1.32672,1.33064,1.33228,1.35502,1.3361649999999998
3416.0,0.0,1.32906,1.3329,1.33442,1.36272,1.339775
3417.0,0.0,1.3314,1.33505,1.33652,1.37321,1.3440450000000002
3418.0,0.0,1.33367,1.3372,1.33853,1.38471,1.3485274999999999
3419.0,0.0,1.33584,1.33928,1.34044,1.39526,1.3527049999999998
3420.0,0.0,1.33794,1.34129,1.34225,1.40313,1.3561525
3421.0,0.0,1.33994,1.34319,1.34394,1.40732,1.3585975000000001
3422.0,0.0,1.3418,1.34495,1.3455,1.40817,1.360105
3423.0,0.0,1.34347,1.34651,1.34686,1.40694,1.360945
3424.0,0.0,1.34488,1.34779,1.34796,1.40554,1.3615425
3425.0,0.0,1.34605,1.34875,1.34882,1.40591,1.3623824999999998
3426.0,0.0,1.34698,1.34943,1.34943,1.40897,1.3637025
3427.0,0.0,1.34767,1.34991,1.3498,1.41433,1.3654275
3428.0,0.0,1.34816,1.35028,1.35,1.42036,1.3672
3429.0,0.0,1.34846,1.35058,1.35007,1.4242,1.3683275000000001
3430.0,0.0,1.34854,1.35064,1.34994,1.42385,1.3682425
3431.0,0.0,1.34832,1.35031,1.34952,1.41941,1.36689
3432.0,0.0,1.34769,1.3496,1.34865,1.41282,1.36469
3433.0,0.0,1.34662,1.34845,1.34737,1.40639,1.3622075
3434.0,0.0,1.34511,1.34687,1.34565,1.40121,1.35971
3435.0,0.0,1.3432,1.34491,1.34353,1.39596,1.3569
3436.0,0.0,1.34091,1.3426,1.34104,1.38753,1.35302
3437.0,0.0,1.33833,1.33986,1.33827,1.37352,1.347495
3438.0,0.0,1.33551,1.33683,1.33524,1.35361,1.3402975
3439.0,0.0,1.33251,1.33355,1.33198,1.33057,1.3321524999999999
3440.0,0.0,1.32949,1.33041,1.32871,1.30853,1.3242850000000002
3441.0,0.0,1.32656,1.32746,1.32553,1.29203,1.317895
3442.0,0.0,1.32384,1.32489,1.32263,1.28366,1.313755
3443.0,0.0,1.32115,1.32248,1.31981,1.28351,1.3117375
3444.0,0.0,1.31846,1.3199,1.31692,1.29025,1.3113825000000001
3445.0,0.0,1.31568,1.31703,1.31392,1.3019,1.3121325
3446.0,0.0,1.3127,1.31377,1.31068,1.31669,1.31346
3447.0,0.0,1.30943,1.31036,1.30713,1.33194,1.314715
3448.0,0.0,1.30585,1.30676,1.30326,1.3444,1.3150675
3449.0,0.0,1.30213,1.30312,1.29928,1.35074,1.3138174999999999
3450.0,0.0,1.29841,1.29938,1.29532,1.34937,1.3106200000000001
3451.0,0.0,1.29486,1.29543,1.29154,1.34217,1.306
3452.0,0.0,1.29159,1.29184,1.28794,1.33249,1.300965
3453.0,0.0,1.28864,1.28886,1.28466,1.32409,1.2965624999999998
3454.0,0.0,1.28632,1.28668,1.28211,1.31861,1.2934299999999999
3455.0,0.0,1.28482,1.2853,1.28037,1.31502,1.2913775
3456.0,0.0,1.2842,1.28471,1.2795,1.31127,1.28992
3457.0,0.0,1.28428,1.285,1.27941,1.30541,1.288525
3458.0,0.0,1.28504,1.28578,1.27992,1.29794,1.2871700000000001
3459.0,0.0,1.28638,1.28709,1.28104,1.29128,1.2864475
3460.0,0.0,1.28811,1.28884,1.28252,1.28806,1.2868825
3461.0,0.0,1.29003,1.29083,1.28418,1.28992,1.28874
3462.0,0.0,1.29202,1.29282,1.2859,1.29673,1.2918675
3463.0,0.0,1.29392,1.29472,1.28755,1.30594,1.2955325
3464.0,0.0,1.29554,1.29648,1.28895,1.31435,1.29883
3465.0,0.0,1.29681,1.29746,1.28998,1.32092,1.3012925
3466.0,0.0,1.2977,1.29805,1.29066,1.3256,1.3030024999999998
3467.0,0.0,1.29802,1.29823,1.29067,1.32914,1.304015
3468.0,0.0,1.2978,1.29787,1.29028,1.33167,1.304405
3469.0,0.0,1.29716,1.297,1.28944,1.33241,1.3040025
3470.0,0.0,1.2961,1.29577,1.28815,1.32987,1.3024725
3471.0,0.0,1.29467,1.29423,1.28648,1.32272,1.299525
3472.0,0.0,1.29298,1.29225,1.28456,1.31138,1.2952925
3473.0,0.0,1.29117,1.29018,1.2825,1.29758,1.2903575
3474.0,0.0,1.28929,1.28816,1.28031,1.28376,1.28538
3475.0,0.0,1.28744,1.28615,1.2782,1.27312,1.2812275
3476.0,0.0,1.28586,1.28427,1.27631,1.26796,1.2786
3477.0,0.0,1.28469,1.28275,1.27475,1.26862,1.2777025000000002
3478.0,0.0,1.28402,1.28183,1.27374,1.27366,1.2783125000000002
3479.0,0.0,1.284,1.28162,1.27338,1.2806,1.2799
3480.0,0.0,1.28475,1.28226,1.27378,1.28691,1.281925
3481.0,0.0,1.28626,1.28386,1.27499,1.29132,1.2841075
3482.0,0.0,1.2885,1.28627,1.27699,1.29419,1.2864875
3483.0,0.0,1.29137,1.28923,1.27963,1.2972,1.2893575
3484.0,0.0,1.29473,1.29257,1.28274,1.30197,1.2930025
3485.0,0.0,1.29832,1.29624,1.28612,1.30844,1.29728
3486.0,0.0,1.30187,1.30001,1.28948,1.31459,1.3014875000000001
3487.0,0.0,1.30518,1.30343,1.29264,1.31764,1.3047225
3488.0,0.0,1.30804,1.30633,1.29535,1.31605,1.3064425
