Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.36634,1.38092,1.37777,1.41064,1.3839175
3401.0,0.0,1.34998,1.36521,1.36289,1.39419,1.3680675
3402.0,0.0,1.33525,1.35032,1.34772,1.37917,1.353115
3403.0,0.0,1.32311,1.3373,1.3337,1.36635,1.340115
3404.0,0.0,1.31341,1.32615,1.32143,1.35554,1.3291325
3405.0,0.0,1.30549,1.31674,1.31128,1.34638,1.3199725
3406.0,0.0,1.29937,1.30966,1.30377,1.33927,1.3130175
3407.0,0.0,1.29611,1.30586,1.2994,1.33543,1.3092
3408.0,0.0,1.2965,1.30561,1.298,1.33553,1.30891
3409.0,0.0,1.29922,1.30738,1.29831,1.33809,1.31075
3410.0,0.0,1.30106,1.30801,1.29799,1.33965,1.3116775
3411.0,0.0,1.29933,1.30542,1.29542,1.33734,1.3093775
3412.0,0.0,1.29444,1.30035,1.2911,1.3315,1.3043475
3413.0,0.0,1.28974,1.29615,1.28747,1.32572,1.29977
3414.0,0.0,1.2892,1.29688,1.28798,1.32461,1.2996675
3415.0,0.0,1.29489,1.30454,1.2947,1.3308,1.3062325
3416.0,0.0,1.30633,1.31844,1.30747,1.34379,1.3190074999999999
3417.0,0.0,1.32126,1.33542,1.32374,1.36063,1.3352625
3418.0,0.0,1.33662,1.35132,1.3397,1.3772,1.35121
3419.0,0.0,1.34928,1.36234,1.3518,1.38965,1.3632675
3420.0,0.0,1.3568,1.36637,1.35782,1.39553,1.36913
3421.0,0.0,1.35844,1.36396,1.35777,1.39485,1.3687550000000002
3422.0,0.0,1.35563,1.35814,1.35389,1.39003,1.3644225
3423.0,0.0,1.35118,1.3525,1.34924,1.3846,1.35938
3424.0,0.0,1.34801,1.34982,1.34657,1.38147,1.3564675
3425.0,0.0,1.3483,1.35153,1.34772,1.38229,1.35746
3426.0,0.0,1.35316,1.3576,1.35283,1.38747,1.362765
3427.0,0.0,1.36192,1.36658,1.36057,1.39604,1.3712775
3428.0,0.0,1.3714,1.37509,1.36818,1.40501,1.3799199999999998
3429.0,0.0,1.37685,1.37881,1.37218,1.40998,1.384455
3430.0,0.0,1.37492,1.37561,1.37076,1.40789,1.382295
3431.0,0.0,1.36644,1.36704,1.36462,1.39964,1.374435
3432.0,0.0,1.356,1.35752,1.35643,1.38982,1.3649425000000002
3433.0,0.0,1.34845,1.35096,1.34907,1.383,1.35787
3434.0,0.0,1.34499,1.34722,1.34273,1.37976,1.3536750000000002
3435.0,0.0,1.34208,1.34214,1.33482,1.37594,1.3487449999999999
3436.0,0.0,1.33394,1.33063,1.32174,1.36567,1.3379949999999998
3437.0,0.0,1.31656,1.30985,1.30124,1.34552,1.3182925
3438.0,0.0,1.29033,1.28144,1.27441,1.31689,1.2907674999999998
3439.0,0.0,1.26012,1.25088,1.24553,1.28553,1.260515
3440.0,0.0,1.23316,1.22501,1.22025,1.25878,1.2343
3441.0,0.0,1.21567,1.20937,1.20351,1.24235,1.2177250000000002
3442.0,0.0,1.21003,1.20572,1.19754,1.238,1.2128225000000001
3443.0,0.0,1.21453,1.2123,1.20165,1.24372,1.2180499999999999
3444.0,0.0,1.22576,1.22575,1.2135,1.25586,1.2302175
3445.0,0.0,1.24143,1.24331,1.23046,1.27175,1.2467375
3446.0,0.0,1.26044,1.26282,1.24977,1.29003,1.265765
3447.0,0.0,1.28052,1.28171,1.26862,1.30877,1.284905
3448.0,0.0,1.29694,1.29614,1.28372,1.32403,1.3002075
3449.0,0.0,1.30438,1.30198,1.29182,1.33126,1.30736
3450.0,0.0,1.30091,1.29854,1.29213,1.32863,1.3050525
3451.0,0.0,1.28986,1.28908,1.28663,1.31901,1.296145
3452.0,0.0,1.27773,1.27885,1.27887,1.30833,1.2859450000000001
3453.0,0.0,1.26983,1.27188,1.27202,1.30121,1.278735
3454.0,0.0,1.26702,1.26798,1.26668,1.29798,1.274915
3455.0,0.0,1.26589,1.26405,1.26124,1.29527,1.2716124999999998
3456.0,0.0,1.26189,1.25691,1.2536,1.2892,1.2653999999999999
3457.0,0.0,1.25292,1.24575,1.2431,1.27849,1.2550649999999999
3458.0,0.0,1.24084,1.23332,1.23177,1.26553,1.242865
3459.0,0.0,1.23034,1.22401,1.223,1.25506,1.2331025
3460.0,0.0,1.22629,1.22176,1.21985,1.25167,1.2298925
3461.0,0.0,1.23092,1.22775,1.22371,1.25694,1.2348299999999999
3462.0,0.0,1.24222,1.23961,1.23317,1.2685,1.2458750000000003
3463.0,0.0,1.255,1.25232,1.24448,1.28144,1.25831
3464.0,0.0,1.26467,1.26249,1.25496,1.29157,1.2684225
3465.0,0.0,1.27031,1.26957,1.26355,1.29798,1.2753525
3466.0,0.0,1.27418,1.27495,1.27052,1.30284,1.2806225
3467.0,0.0,1.27857,1.28038,1.27656,1.30825,1.28594
3468.0,0.0,1.28337,1.28502,1.28115,1.31367,1.2908025
3469.0,0.0,1.28602,1.28637,1.28238,1.31627,1.2927600000000001
3470.0,0.0,1.28332,1.28149,1.27789,1.31281,1.2888775
3471.0,0.0,1.27356,1.26935,1.2668,1.3018,1.2778775
3472.0,0.0,1.25753,1.25147,1.25034,1.28443,1.2609425
3473.0,0.0,1.23831,1.23141,1.23164,1.26439,1.2414375
3474.0,0.0,1.22043,1.21399,1.21497,1.24658,1.2239925
3475.0,0.0,1.20854,1.20357,1.20445,1.23545,1.2130025
3476.0,0.0,1.2055,1.20204,1.20195,1.23335,1.21071
3477.0,0.0,1.21088,1.2082,1.20667,1.23945,1.2163
3478.0,0.0,1.22133,1.21839,1.21568,1.25,1.22635
3479.0,0.0,1.23221,1.22802,1.22515,1.26032,1.236425
3480.0,0.0,1.23972,1.23395,1.23217,1.26691,1.2431875000000001
3481.0,0.0,1.24251,1.23567,1.2359,1.26898,1.245765
3482.0,0.0,1.24245,1.23559,1.23779,1.26878,1.2461525
3483.0,0.0,1.2435,1.23741,1.24042,1.27013,1.247865
3484.0,0.0,1.24888,1.24332,1.2454,1.27574,1.253335
3485.0,0.0,1.25811,1.25185,1.25176,1.28474,1.261615
3486.0,0.0,1.26679,1.25864,1.25663,1.29265,1.2686775
3487.0,0.0,1.26948,1.25929,1.25687,1.29433,1.2699924999999999
3488.0,0.0,1.26385,1.25267,1.25141,1.2879,1.2639575
3489.0,0.0,1.25267,1.24205,1.24225,1.27631,1.25332
