Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.38923,1.36582,1.33362,1.36825,1.3642299999999998
3401.0,0.0,1.38139,1.3586,1.32699,1.35793,1.3562274999999997
3402.0,0.0,1.3734,1.35077,1.31976,1.34776,1.3479225
3403.0,0.0,1.36543,1.34269,1.31243,1.33897,1.33988
3404.0,0.0,1.35858,1.33533,1.30578,1.33192,1.3329024999999999
3405.0,0.0,1.35295,1.32913,1.30021,1.3265,1.3271975
3406.0,0.0,1.3484,1.32394,1.29555,1.3227,1.3226475
3407.0,0.0,1.34505,1.31971,1.29175,1.32047,1.319245
3408.0,0.0,1.34287,1.31668,1.28904,1.31938,1.3169925
3409.0,0.0,1.34158,1.31483,1.28747,1.31905,1.3157325
3410.0,0.0,1.34105,1.31402,1.2869,1.3192,1.3152925
3411.0,0.0,1.34133,1.31401,1.28699,1.31944,1.3154425
3412.0,0.0,1.34221,1.31489,1.28792,1.32005,1.3162675
3413.0,0.0,1.34394,1.31682,1.28983,1.32135,1.317985
3414.0,0.0,1.34662,1.31991,1.29283,1.32367,1.3207575
3415.0,0.0,1.35007,1.32404,1.29678,1.32746,1.3245875
3416.0,0.0,1.35438,1.32906,1.30148,1.3327,1.329405
3417.0,0.0,1.35931,1.33466,1.30669,1.33906,1.33493
3418.0,0.0,1.36454,1.34055,1.31215,1.34585,1.3407725
3419.0,0.0,1.3697,1.34634,1.31755,1.35229,1.34647
3420.0,0.0,1.37445,1.35176,1.32259,1.3577,1.3516249999999999
3421.0,0.0,1.37859,1.35644,1.32693,1.36164,1.3559
3422.0,0.0,1.38201,1.36029,1.33052,1.36419,1.3592525
3423.0,0.0,1.38476,1.36339,1.33346,1.36568,1.3618225
3424.0,0.0,1.3869,1.36609,1.33603,1.36677,1.3639474999999999
3425.0,0.0,1.38873,1.36838,1.33816,1.36808,1.3658375
3426.0,0.0,1.39027,1.37012,1.33976,1.36979,1.367485
3427.0,0.0,1.39129,1.3713,1.34081,1.37183,1.3688075
3428.0,0.0,1.39184,1.37198,1.34146,1.37381,1.3697725
3429.0,0.0,1.39189,1.3719,1.34136,1.37484,1.3699975
3430.0,0.0,1.39087,1.3706,1.34017,1.37444,1.36902
3431.0,0.0,1.38866,1.36798,1.3377,1.37268,1.366755
3432.0,0.0,1.38543,1.36381,1.33381,1.36957,1.363155
3433.0,0.0,1.38079,1.35812,1.32855,1.36526,1.35818
3434.0,0.0,1.37458,1.35075,1.32181,1.35991,1.3517625
3435.0,0.0,1.36697,1.34199,1.31376,1.35311,1.3439575000000001
3436.0,0.0,1.35819,1.33162,1.30423,1.34423,1.3345675
3437.0,0.0,1.34808,1.32021,1.29384,1.33307,1.3238
3438.0,0.0,1.33738,1.30839,1.28307,1.32005,1.3122224999999998
3439.0,0.0,1.32688,1.2971,1.27278,1.30626,1.300755
3440.0,0.0,1.31729,1.28684,1.2634,1.29326,1.2901975
3441.0,0.0,1.30929,1.2784,1.25573,1.2829,1.28158
3442.0,0.0,1.3036,1.27278,1.2507,1.27648,1.2758900000000002
3443.0,0.0,1.30076,1.27034,1.24851,1.27439,1.2734999999999999
3444.0,0.0,1.30039,1.27082,1.24893,1.27643,1.2741425
3445.0,0.0,1.30223,1.27337,1.2511,1.28163,1.2770825
3446.0,0.0,1.30541,1.27728,1.25458,1.28858,1.2814625
3447.0,0.0,1.30891,1.28198,1.25881,1.29556,1.286315
3448.0,0.0,1.31211,1.28643,1.26285,1.30111,1.290625
3449.0,0.0,1.31418,1.28977,1.26589,1.30396,1.29345
3450.0,0.0,1.31473,1.29132,1.26718,1.30364,1.2942174999999998
3451.0,0.0,1.31358,1.29115,1.26696,1.30076,1.2931124999999999
3452.0,0.0,1.31123,1.2895,1.26532,1.29606,1.2905275
3453.0,0.0,1.30791,1.28654,1.26263,1.29069,1.2869424999999999
3454.0,0.0,1.30377,1.28278,1.25927,1.2855,1.28283
3455.0,0.0,1.29954,1.27865,1.25545,1.28068,1.27858
3456.0,0.0,1.29563,1.27453,1.25172,1.27635,1.2745575
3457.0,0.0,1.29224,1.27066,1.24824,1.27224,1.270845
3458.0,0.0,1.28935,1.26771,1.24564,1.26866,1.2678399999999999
3459.0,0.0,1.28769,1.26602,1.24412,1.26639,1.2660549999999997
3460.0,0.0,1.28752,1.26527,1.24353,1.26574,1.265515
3461.0,0.0,1.28805,1.26573,1.24408,1.26706,1.26623
3462.0,0.0,1.2897,1.26747,1.24583,1.27061,1.2684025
3463.0,0.0,1.29254,1.27044,1.24866,1.27544,1.27177
3464.0,0.0,1.29578,1.27365,1.25162,1.28044,1.2753725
3465.0,0.0,1.29851,1.27668,1.25442,1.2853,1.2787275
3466.0,0.0,1.30104,1.27921,1.25669,1.28919,1.2815325
3467.0,0.0,1.30281,1.28086,1.25819,1.29162,1.2833700000000001
3468.0,0.0,1.30292,1.2812,1.25856,1.29246,1.283785
3469.0,0.0,1.30162,1.27989,1.2573,1.29153,1.2825849999999999
3470.0,0.0,1.29912,1.27696,1.25459,1.28854,1.2798025000000002
3471.0,0.0,1.29515,1.27252,1.25049,1.28326,1.275355
3472.0,0.0,1.28994,1.26719,1.24559,1.27635,1.2697675
3473.0,0.0,1.28451,1.26153,1.24038,1.26853,1.2637375
3474.0,0.0,1.27929,1.25596,1.23523,1.26055,1.2577575
3475.0,0.0,1.27441,1.25109,1.23077,1.25385,1.25253
3476.0,0.0,1.27068,1.24755,1.22749,1.24927,1.2487475
3477.0,0.0,1.26859,1.24569,1.2257,1.247,1.246745
3478.0,0.0,1.26794,1.24533,1.2253,1.24702,1.2463975
3479.0,0.0,1.26847,1.24623,1.22614,1.24881,1.2474125
3480.0,0.0,1.27016,1.24837,1.22815,1.25166,1.2495850000000002
3481.0,0.0,1.27285,1.25146,1.23108,1.25514,1.2526324999999998
3482.0,0.0,1.27606,1.25496,1.23435,1.25899,1.25609
3483.0,0.0,1.2794,1.25832,1.23753,1.26317,1.259605
3484.0,0.0,1.28263,1.26143,1.24051,1.26768,1.2630625
