Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.60709,1.59528,1.57328,1.57847,1.5885300000000002
3401.0,0.0,1.5995,1.58587,1.56304,1.56933,1.579435
3402.0,0.0,1.59205,1.57627,1.55336,1.56054,1.5705550000000001
3403.0,0.0,1.58499,1.56743,1.54454,1.55273,1.5624225000000003
3404.0,0.0,1.57862,1.55983,1.53723,1.54622,1.555475
3405.0,0.0,1.57319,1.55349,1.53143,1.5411,1.5498025000000002
3406.0,0.0,1.56871,1.54844,1.52716,1.53717,1.54537
3407.0,0.0,1.56515,1.54493,1.52422,1.53461,1.5422274999999999
3408.0,0.0,1.56262,1.54232,1.52235,1.53282,1.5400275
3409.0,0.0,1.56107,1.54066,1.52122,1.5319,1.5387125
3410.0,0.0,1.56046,1.53996,1.52073,1.53178,1.5382325
3411.0,0.0,1.56067,1.53967,1.52069,1.53193,1.53824
3412.0,0.0,1.56151,1.54036,1.52142,1.53297,1.539065
3413.0,0.0,1.56307,1.54199,1.52301,1.53471,1.540695
3414.0,0.0,1.56535,1.54467,1.52589,1.5373,1.5433025
3415.0,0.0,1.5683,1.54863,1.53009,1.5409,1.5469799999999998
3416.0,0.0,1.57181,1.55351,1.53547,1.54511,1.551475
3417.0,0.0,1.57563,1.5592,1.54172,1.54995,1.556625
3418.0,0.0,1.57962,1.56507,1.54805,1.55483,1.5618925
3419.0,0.0,1.58352,1.57066,1.55404,1.55942,1.5669100000000002
3420.0,0.0,1.58717,1.57566,1.55897,1.5635,1.5713249999999999
3421.0,0.0,1.59041,1.57965,1.56281,1.56673,1.5749
3422.0,0.0,1.59314,1.5827,1.56542,1.56919,1.5776125
3423.0,0.0,1.59534,1.58505,1.56729,1.57107,1.5796875
3424.0,0.0,1.59708,1.58673,1.56866,1.57243,1.581225
3425.0,0.0,1.59836,1.58822,1.56999,1.57361,1.582545
3426.0,0.0,1.59917,1.58953,1.57134,1.57463,1.5836675
3427.0,0.0,1.5995,1.59035,1.5726,1.57525,1.584425
3428.0,0.0,1.59927,1.59091,1.57348,1.57567,1.5848324999999999
3429.0,0.0,1.59844,1.59072,1.57356,1.57548,1.58455
3430.0,0.0,1.59677,1.58924,1.57256,1.57429,1.583215
3431.0,0.0,1.59402,1.58673,1.57029,1.57231,1.5808375
3432.0,0.0,1.59017,1.58281,1.56664,1.56918,1.5772000000000002
3433.0,0.0,1.58518,1.57716,1.56158,1.56469,1.5721524999999998
3434.0,0.0,1.57913,1.57001,1.55484,1.55895,1.5657325
3435.0,0.0,1.57216,1.5611,1.54636,1.55166,1.55782
3436.0,0.0,1.56438,1.55049,1.53583,1.5429,1.5484
3437.0,0.0,1.55595,1.53855,1.52379,1.53292,1.5378025
3438.0,0.0,1.54723,1.52586,1.51049,1.52221,1.5264475000000002
3439.0,0.0,1.53865,1.51351,1.49751,1.51174,1.5153525
3440.0,0.0,1.53081,1.50231,1.48563,1.50217,1.50523
3441.0,0.0,1.5241,1.49339,1.47663,1.49453,1.4971625000000002
3442.0,0.0,1.51894,1.48746,1.47085,1.48926,1.4916274999999999
3443.0,0.0,1.51545,1.48478,1.4689,1.48669,1.488955
3444.0,0.0,1.51348,1.48501,1.47024,1.48645,1.488795
3445.0,0.0,1.51266,1.48756,1.474,1.48788,1.4905249999999999
3446.0,0.0,1.51253,1.49162,1.47912,1.4905,1.4934425
3447.0,0.0,1.51277,1.49557,1.48405,1.49276,1.4962875000000002
3448.0,0.0,1.51298,1.49903,1.4879,1.49452,1.4986074999999999
3449.0,0.0,1.51281,1.50108,1.48972,1.49503,1.49966
3450.0,0.0,1.51189,1.50093,1.48926,1.49358,1.498915
3451.0,0.0,1.50995,1.49936,1.48689,1.49112,1.49683
3452.0,0.0,1.50726,1.49613,1.48283,1.48735,1.4933925000000001
3453.0,0.0,1.50405,1.4918,1.47809,1.48289,1.4892075
3454.0,0.0,1.50065,1.48708,1.47286,1.47841,1.48475
3455.0,0.0,1.49733,1.48196,1.46778,1.47377,1.48021
3456.0,0.0,1.49426,1.47738,1.46306,1.46982,1.47613
3457.0,0.0,1.49167,1.47343,1.45889,1.46659,1.472645
3458.0,0.0,1.48969,1.47005,1.45584,1.46403,1.4699025000000001
3459.0,0.0,1.48846,1.46841,1.45408,1.46296,1.4684774999999999
3460.0,0.0,1.48814,1.46838,1.45409,1.46342,1.4685075
3461.0,0.0,1.48867,1.46924,1.45594,1.46462,1.4696175
3462.0,0.0,1.48993,1.47195,1.45917,1.46733,1.472095
3463.0,0.0,1.49174,1.47585,1.46374,1.47104,1.4755925000000003
3464.0,0.0,1.4938,1.47941,1.46821,1.47429,1.4789275
3465.0,0.0,1.49546,1.48311,1.47284,1.47758,1.4822475
3466.0,0.0,1.49659,1.48625,1.47592,1.48016,1.4847299999999999
3467.0,0.0,1.49696,1.48775,1.47808,1.48135,1.486035
3468.0,0.0,1.49639,1.4876,1.47801,1.48106,1.4857650000000002
3469.0,0.0,1.4948,1.48582,1.47622,1.47928,1.48403
3470.0,0.0,1.4922,1.48232,1.47233,1.47614,1.4807474999999999
3471.0,0.0,1.48873,1.47685,1.46663,1.47126,1.4758675
3472.0,0.0,1.48449,1.47041,1.4597,1.46554,1.470035
3473.0,0.0,1.4799,1.46378,1.45207,1.45957,1.46383
3474.0,0.0,1.47534,1.45693,1.44481,1.45328,1.4575899999999997
3475.0,0.0,1.47109,1.45105,1.43854,1.44772,1.4520999999999997
3476.0,0.0,1.46748,1.44688,1.43398,1.44339,1.4479325
3477.0,0.0,1.4648,1.44415,1.43137,1.44022,1.445135
3478.0,0.0,1.46317,1.44319,1.43069,1.4386,1.4439125000000002
3479.0,0.0,1.46259,1.4439,1.43164,1.43842,1.4441374999999999
3480.0,0.0,1.463,1.44575,1.43387,1.43938,1.4455
3481.0,0.0,1.46428,1.44863,1.43704,1.44156,1.4478775
3482.0,0.0,1.4662,1.45214,1.44084,1.4446,1.450945
3483.0,0.0,1.46851,1.45581,1.44507,1.44805,1.45436
3484.0,0.0,1.47098,1.45958,1.44937,1.45192,1.4579625
3485.0,0.0,1.47349,1.46308,1.45346,1.45582,1.4614624999999999
3486.0,0.0,1.47587,1.46573,1.45679,1.45913,1.46438
3487.0,0.0,1.47785,1.46746,1.45913,1.4617,1.466535
3488.0,0.0,1.47927,1.46832,1.46015,1.46351,1.4678125000000002
3489.0,0.0,1.48005,1.46812,1.46001,1.46436,1.468135
3490.0,0.0,1.48018,1.46695,1.45898,1.46415,1.467565
3491.0,0.0,1.47978,1.46551,1.45739,1.46351,1.4665475000000001
3492.0,0.0,1.47903,1.464,1.45578,1.4626,1.4653525
3493.0,0.0,1.47811,1.4622,1.45417,1.4611,1.463895
3494.0,0.0,1.47701,1.46084,1.45299,1.45974,1.462645
3495.0,0.0,1.47571,1.46002,1.45199,1.45851,1.4615575
3496.0,0.0,1.47423,1.45912,1.45133,1.45697,1.4604125
3497.0,0.0,1.47258,1.45861,1.4509,1.45557,1.459415
3498.0,0.0,1.47084,1.45842,1.45052,1.45418,1.45849
3499.0,0.0,1.469,1.45796,1.45019,1.4525,1.4574125
3500.0,0.0,1.46689,1.45721,1.4495,1.4506,1.4560499999999998
3501.0,0.0,1.46436,1.45599,1.44832,1.44825,1.45423
3502.0,0.0,1.46142,1.45405,1.44627,1.44543,1.4517925
3503.0,0.0,1.45812,1.45127,1.44337,1.44212,1.44872
3504.0,0.0,1.45449,1.44747,1.43949,1.43811,1.44489
3505.0,0.0,1.4505,1.44285,1.43484,1.43367,1.4404649999999999
3506.0,0.0,1.44623,1.43766,1.42942,1.42897,1.4355699999999998
3507.0,0.0,1.44191,1.43194,1.42361,1.42397,1.4303575
3508.0,0.0,1.43778,1.42612,1.41765,1.41908,1.4251575
3509.0,0.0,1.43401,1.42068,1.41203,1.41461,1.4203324999999998
3510.0,0.0,1.43071,1.41586,1.40714,1.4107,1.4161025
3511.0,0.0,1.42802,1.41227,1.4035,1.40788,1.4129174999999998
3512.0,0.0,1.426,1.4102,1.40154,1.40631,1.4110125
3513.0,0.0,1.42465,1.40944,1.40133,1.40586,1.41032
3514.0,0.0,1.42385,1.41009,1.40289,1.40659,1.4108550000000002
3515.0,0.0,1.42341,1.41164,1.40531,1.40804,1.4121
3516.0,0.0,1.4231,1.41312,1.40797,1.40944,1.4134075
3517.0,0.0,1.42264,1.41389,1.40965,1.41026,1.41411
