Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.88761,1.37779,1.81873,1.84897,1.733275
3401.0,0.0,1.87538,1.36479,1.80224,1.83208,1.7186225
3402.0,0.0,1.86379,1.35778,1.78772,1.81781,1.706775
3403.0,0.0,1.8536,1.35568,1.77594,1.8067,1.69798
3404.0,0.0,1.84552,1.35603,1.76688,1.79847,1.691725
3405.0,0.0,1.83931,1.35713,1.76015,1.79253,1.6872800000000001
3406.0,0.0,1.83474,1.35815,1.75548,1.78854,1.6842275000000002
3407.0,0.0,1.83189,1.35943,1.75275,1.78634,1.6826025
3408.0,0.0,1.83031,1.3616,1.75178,1.78575,1.68236
3409.0,0.0,1.82957,1.36463,1.75203,1.78626,1.6831225
3410.0,0.0,1.82973,1.36806,1.75269,1.78704,1.6843800000000002
3411.0,0.0,1.83048,1.37127,1.75306,1.78744,1.6855625
3412.0,0.0,1.8317,1.37415,1.75303,1.78735,1.6865575
3413.0,0.0,1.83358,1.37697,1.7532,1.78739,1.687785
3414.0,0.0,1.83611,1.37962,1.75462,1.78854,1.6897225
3415.0,0.0,1.8393,1.3818,1.75817,1.79161,1.69272
3416.0,0.0,1.84308,1.38322,1.76411,1.79683,1.6968100000000002
3417.0,0.0,1.84734,1.38406,1.77187,1.80372,1.7017475
3418.0,0.0,1.85181,1.38505,1.78028,1.81129,1.7071075000000002
3419.0,0.0,1.85607,1.38678,1.78799,1.81839,1.7123074999999999
3420.0,0.0,1.85998,1.38967,1.79388,1.82405,1.7168949999999998
3421.0,0.0,1.86331,1.39348,1.79743,1.82773,1.7204875
3422.0,0.0,1.86591,1.39754,1.79885,1.82949,1.7229474999999999
3423.0,0.0,1.8679,1.4009,1.79891,1.82988,1.7243975
3424.0,0.0,1.86935,1.40291,1.79868,1.82974,1.72517
3425.0,0.0,1.87037,1.40352,1.79908,1.82992,1.7257224999999998
3426.0,0.0,1.87112,1.40335,1.80062,1.83093,1.726505
3427.0,0.0,1.87143,1.40308,1.80306,1.83269,1.7275650000000002
3428.0,0.0,1.87134,1.40297,1.80554,1.8345,1.7285875
3429.0,0.0,1.87081,1.40282,1.80691,1.83539,1.7289825
3430.0,0.0,1.86943,1.40241,1.80635,1.83463,1.728205
3431.0,0.0,1.86716,1.40206,1.80385,1.83223,1.7263249999999999
3432.0,0.0,1.86397,1.40247,1.80008,1.82882,1.7238350000000002
3433.0,0.0,1.85943,1.40411,1.79576,1.825,1.7210750000000001
3434.0,0.0,1.8534,1.40651,1.79084,1.82062,1.7178425
3435.0,0.0,1.84588,1.40812,1.78422,1.81452,1.713185
3436.0,0.0,1.8368,1.40701,1.77432,1.80517,1.705825
3437.0,0.0,1.8264,1.40215,1.76014,1.79166,1.6950875
3438.0,0.0,1.81527,1.3944,1.74219,1.7746,1.6816149999999999
3439.0,0.0,1.80416,1.38591,1.72259,1.75614,1.6672
3440.0,0.0,1.79397,1.37938,1.70442,1.73921,1.654245
3441.0,0.0,1.78532,1.37594,1.69045,1.72635,1.644515
3442.0,0.0,1.77879,1.37525,1.68229,1.71881,1.638785
3443.0,0.0,1.77467,1.37541,1.68006,1.71648,1.636655
3444.0,0.0,1.77243,1.3748,1.68276,1.71832,1.6370775000000002
