Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.2157,1.27085,1.22026,1.22056,1.2318425
3401.0,0.0,1.20107,1.25312,1.20538,1.20662,1.2165475
3402.0,0.0,1.18876,1.23914,1.19276,1.19503,1.2039225
3403.0,0.0,1.17961,1.23068,1.18326,1.18646,1.1950025
3404.0,0.0,1.17313,1.22701,1.17634,1.18033,1.1892025
3405.0,0.0,1.16808,1.22624,1.17081,1.17548,1.1851525
3406.0,0.0,1.16379,1.22651,1.16633,1.17149,1.1820300000000001
3407.0,0.0,1.16097,1.22675,1.16397,1.16929,1.180245
3408.0,0.0,1.16092,1.22702,1.16488,1.16994,1.1806899999999998
3409.0,0.0,1.16369,1.22812,1.16835,1.17294,1.183275
3410.0,0.0,1.16738,1.23047,1.17189,1.17615,1.1864725
3411.0,0.0,1.16975,1.23348,1.17327,1.17763,1.1885325
3412.0,0.0,1.17006,1.23624,1.17255,1.17735,1.18905
3413.0,0.0,1.16957,1.23856,1.17186,1.17706,1.1892625
3414.0,0.0,1.17036,1.24098,1.17371,1.17884,1.1909725
3415.0,0.0,1.17387,1.24386,1.17942,1.18376,1.1952274999999999
3416.0,0.0,1.18045,1.24682,1.18866,1.19165,1.201895
3417.0,0.0,1.18931,1.24929,1.1998,1.20125,1.2099125
3418.0,0.0,1.19874,1.25119,1.21042,1.21059,1.217735
3419.0,0.0,1.20661,1.25292,1.21808,1.21757,1.223795
3420.0,0.0,1.21118,1.25484,1.22133,1.22088,1.2270575
3421.0,0.0,1.212,1.25707,1.22042,1.22059,1.2275200000000002
3422.0,0.0,1.21009,1.25949,1.21705,1.218,1.2261575
3423.0,0.0,1.20713,1.26193,1.21341,1.21488,1.2243374999999999
3424.0,0.0,1.20479,1.26401,1.21145,1.21291,1.22329
3425.0,0.0,1.20448,1.26529,1.21266,1.21351,1.223985
3426.0,0.0,1.20721,1.26562,1.21776,1.21753,1.22703
3427.0,0.0,1.21295,1.2655,1.22573,1.2243,1.23212
3428.0,0.0,1.21973,1.26576,1.23338,1.23109,1.23749
3429.0,0.0,1.22414,1.26668,1.23681,1.23433,1.24049
3430.0,0.0,1.22359,1.26761,1.23413,1.23219,1.23938
3431.0,0.0,1.21843,1.26761,1.22715,1.22609,1.23482
3432.0,0.0,1.21178,1.2665,1.22002,1.21968,1.229495
3433.0,0.0,1.20712,1.26515,1.216,1.216,1.2260675
3434.0,0.0,1.20556,1.26482,1.21493,1.2151,1.2251025000000002
3435.0,0.0,1.20492,1.26607,1.21336,1.21398,1.2245825000000001
3436.0,0.0,1.20129,1.26804,1.20698,1.20865,1.2212399999999999
3437.0,0.0,1.19156,1.26868,1.19332,1.1967,1.212565
3438.0,0.0,1.17539,1.26591,1.17328,1.17872,1.198325
3439.0,0.0,1.15545,1.25918,1.15079,1.15816,1.180895
3440.0,0.0,1.13639,1.24997,1.13125,1.13997,1.1643949999999998
3441.0,0.0,1.12274,1.24097,1.11911,1.12836,1.152795
3442.0,0.0,1.11684,1.23467,1.11597,1.12483,1.1480775
3443.0,0.0,1.11809,1.23206,1.12047,1.1281,1.14968
3444.0,0.0,1.1244,1.23212,1.13025,1.13596,1.1556825
3445.0,0.0,1.13421,1.23277,1.14371,1.14707,1.16444
3446.0,0.0,1.14677,1.23259,1.15961,1.16058,1.1748875
3447.0,0.0,1.16055,1.23203,1.17527,1.17432,1.1855425
3448.0,0.0,1.17185,1.2324,1.18605,1.18406,1.19359
3449.0,0.0,1.17603,1.23368,1.18772,1.18564,1.1957675
3450.0,0.0,1.17096,1.23352,1.17972,1.17821,1.1906025
3451.0,0.0,1.15902,1.22916,1.16613,1.16536,1.1799175
3452.0,0.0,1.14566,1.22036,1.1532,1.15283,1.1680125
3453.0,0.0,1.13592,1.20983,1.1453,1.14486,1.1589774999999998
3454.0,0.0,1.13153,1.20102,1.14271,1.14201,1.1543174999999999
3455.0,0.0,1.13062,1.19577,1.14227,1.14156,1.152555
3456.0,0.0,1.12958,1.19391,1.14004,1.13986,1.1508475
3457.0,0.0,1.12576,1.19402,1.1342,1.13498,1.14724
3458.0,0.0,1.11922,1.19444,1.12604,1.12783,1.1418825000000001
3459.0,0.0,1.11242,1.19412,1.11916,1.12147,1.1367924999999999
