Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.63817,1.65408,1.64052,1.60625,1.634755
3401.0,0.0,1.62279,1.63902,1.62594,1.59209,1.6199599999999998
3402.0,0.0,1.61198,1.62794,1.61523,1.58193,1.60927
3403.0,0.0,1.60462,1.61992,1.60752,1.57485,1.6017275
3404.0,0.0,1.59914,1.61373,1.60156,1.56965,1.59602
3405.0,0.0,1.59445,1.6085,1.59654,1.56543,1.5912300000000001
3406.0,0.0,1.59073,1.60461,1.59284,1.56225,1.5876074999999998
3407.0,0.0,1.58928,1.60333,1.59168,1.56109,1.5863450000000001
3408.0,0.0,1.59079,1.60508,1.59345,1.56245,1.5879425
3409.0,0.0,1.59399,1.60814,1.59647,1.56515,1.5909375000000001
3410.0,0.0,1.59618,1.60959,1.5979,1.56687,1.592635
3411.0,0.0,1.59564,1.60789,1.59632,1.56617,1.5915049999999997
3412.0,0.0,1.59315,1.60436,1.59298,1.56391,1.5886
3413.0,0.0,1.59124,1.60201,1.59082,1.56245,1.58663
3414.0,0.0,1.59217,1.60328,1.59221,1.56377,1.5878575
3415.0,0.0,1.59667,1.60885,1.59779,1.56841,1.59293
3416.0,0.0,1.60418,1.61785,1.60673,1.57572,1.6011199999999999
3417.0,0.0,1.61348,1.62876,1.61746,1.5845,1.61105
3418.0,0.0,1.62313,1.63977,1.62816,1.59334,1.6211000000000002
3419.0,0.0,1.63157,1.64904,1.63701,1.60084,1.629615
3420.0,0.0,1.63743,1.65502,1.64259,1.60587,1.6352275
3421.0,0.0,1.64009,1.65715,1.64445,1.60801,1.637425
3422.0,0.0,1.63999,1.65614,1.64341,1.60769,1.6368075
3423.0,0.0,1.63832,1.65362,1.64102,1.60603,1.6347475
3424.0,0.0,1.63655,1.65144,1.63899,1.60436,1.6328349999999998
3425.0,0.0,1.63616,1.65132,1.63893,1.60409,1.632625
3426.0,0.0,1.63835,1.65441,1.64193,1.60633,1.635255
3427.0,0.0,1.64312,1.66031,1.64769,1.61102,1.6405349999999999
3428.0,0.0,1.64839,1.6664,1.65364,1.61615,1.6461450000000002
3429.0,0.0,1.65092,1.66892,1.65616,1.61865,1.6486625
3430.0,0.0,1.64865,1.66585,1.65333,1.6166,1.6461074999999998
3431.0,0.0,1.64265,1.65872,1.64661,1.611,1.6397449999999998
3432.0,0.0,1.63641,1.65157,1.63992,1.60517,1.6332675
3433.0,0.0,1.63306,1.64766,1.63643,1.60203,1.6297949999999999
3434.0,0.0,1.63251,1.64666,1.63574,1.6016,1.6291275
3435.0,0.0,1.63105,1.64437,1.63371,1.60048,1.6274025
3436.0,0.0,1.62378,1.6356,1.62534,1.5941,1.619705
3437.0,0.0,1.60811,1.61791,1.60821,1.57987,1.6035249999999999
3438.0,0.0,1.58565,1.59325,1.58429,1.55898,1.5805425
3439.0,0.0,1.56146,1.5672,1.55891,1.53599,1.55589
3440.0,0.0,1.54157,1.54612,1.53841,1.51665,1.5356875
3441.0,0.0,1.53008,1.53436,1.52701,1.50517,1.524155
3442.0,0.0,1.5273,1.53209,1.5249,1.50226,1.5216375
3443.0,0.0,1.53039,1.53619,1.529,1.50534,1.52523
3444.0,0.0,1.53618,1.5434,1.53595,1.51116,1.5316725
3445.0,0.0,1.54362,1.55271,1.54482,1.51836,1.5398774999999998
3446.0,0.0,1.55326,1.56464,1.55608,1.52738,1.55034
3447.0,0.0,1.56429,1.57777,1.5686,1.53765,1.5620775
3448.0,0.0,1.57278,1.58753,1.57802,1.54569,1.571005
3449.0,0.0,1.5739,1.58883,1.57928,1.54695,1.5722399999999999
3450.0,0.0,1.5662,1.58061,1.5714,1.53982,1.5645075
3451.0,0.0,1.55322,1.56726,1.55846,1.52749,1.5516075
3452.0,0.0,1.54085,1.55507,1.5466,1.51558,1.539525
3453.0,0.0,1.53313,1.54798,1.53968,1.50806,1.5322125
3454.0,0.0,1.53019,1.54562,1.53729,1.50511,1.5295524999999999
3455.0,0.0,1.52904,1.54442,1.53607,1.50393,1.528365
3456.0,0.0,1.52619,1.5407,1.5324,1.50119,1.52512
3457.0,0.0,1.52007,1.53315,1.52506,1.49537,1.5184125000000002
3458.0,0.0,1.51204,1.52381,1.51606,1.48773,1.5099099999999999
3459.0,0.0,1.50561,1.51682,1.5093,1.48156,1.5033225
3460.0,0.0,1.5044,1.51597,1.50851,1.48036,1.50231
3461.0,0.0,1.50994,1.52256,1.51504,1.48565,1.5082974999999998
3462.0,0.0,1.52031,1.5341,1.52652,1.49573,1.519165
3463.0,0.0,1.53118,1.5457,1.53794,1.50646,1.53032
3464.0,0.0,1.53891,1.55345,1.5458,1.51424,1.5381
3465.0,0.0,1.54292,1.55733,1.54983,1.51831,1.5420975000000001
3466.0,0.0,1.5449,1.55943,1.55204,1.5202,1.5441425
3467.0,0.0,1.54655,1.56151,1.55411,1.52155,1.5459299999999998
3468.0,0.0,1.548,1.56343,1.55601,1.52264,1.54752
3469.0,0.0,1.54785,1.56338,1.556,1.52234,1.5473925
3470.0,0.0,1.5443,1.55923,1.55197,1.51904,1.543635
3471.0,0.0,1.53665,1.55016,1.5433,1.51204,1.5355375
3472.0,0.0,1.5257,1.53737,1.53108,1.50198,1.5240325000000001
3473.0,0.0,1.51319,1.52306,1.51733,1.49039,1.5109925
3474.0,0.0,1.50124,1.50977,1.50453,1.47909,1.4986575
3475.0,0.0,1.49197,1.5001,1.4951,1.46991,1.4892699999999999
3476.0,0.0,1.48684,1.49567,1.49048,1.46421,1.4843000000000002
3477.0,0.0,1.48609,1.49635,1.49063,1.46236,1.4838575
3478.0,0.0,1.4887,1.50057,1.4942,1.46371,1.4867949999999999
3479.0,0.0,1.49282,1.50595,1.49906,1.46682,1.4911625000000002
3480.0,0.0,1.49641,1.51014,1.50296,1.46982,1.4948324999999998
3481.0,0.0,1.49835,1.51208,1.50478,1.4715,1.4966775
3482.0,0.0,1.49958,1.51309,1.50577,1.47253,1.4977425
3483.0,0.0,1.50266,1.51629,1.509,1.47537,1.50083
3484.0,0.0,1.50962,1.52387,1.51663,1.48213,1.5080624999999999
3485.0,0.0,1.5197,1.53466,1.52745,1.49225,1.518515
3486.0,0.0,1.52935,1.54441,1.5374,1.5023,1.528365
3487.0,0.0,1.5345,1.54872,1.54213,1.50822,1.5333925
3488.0,0.0,1.53322,1.54591,1.53986,1.50796,1.5317375
3489.0,0.0,1.52725,1.5384,1.53289,1.50297,1.5253774999999998
3490.0,0.0,1.52095,1.53126,1.52618,1.49734,1.5189325
3491.0,0.0,1.51809,1.52836,1.5236,1.49467,1.51618
3492.0,0.0,1.51881,1.52939,1.52482,1.49529,1.5170774999999999
3493.0,0.0,1.51995,1.53061,1.52629,1.49637,1.518305
3494.0,0.0,1.51847,1.52899,1.52496,1.49508,1.516875
3495.0,0.0,1.51435,1.52495,1.52113,1.49141,1.51296
3496.0,0.0,1.51019,1.52145,1.51782,1.48782,1.50932
3497.0,0.0,1.5081,1.52073,1.51718,1.48632,1.5080825
3498.0,0.0,1.50756,1.52189,1.51832,1.48638,1.5085375
3499.0,0.0,1.50668,1.52258,1.51895,1.48603,1.5085600000000001
3500.0,0.0,1.50478,1.52194,1.51826,1.48436,1.5073349999999999
3501.0,0.0,1.50264,1.52079,1.51705,1.48206,1.505635
3502.0,0.0,1.50057,1.5193,1.51548,1.47958,1.5037325
3503.0,0.0,1.49743,1.51613,1.51221,1.47609,1.500465
3504.0,0.0,1.49219,1.51031,1.5064,1.4707,1.4949
3505.0,0.0,1.4855,1.5029,1.49914,1.4641,1.48791
3506.0,0.0,1.47897,1.49587,1.49229,1.45792,1.4812625000000001
3507.0,0.0,1.47332,1.48979,1.48643,1.45288,1.4756049999999998
3508.0,0.0,1.4677,1.48356,1.48044,1.44809,1.4699475
3509.0,0.0,1.46089,1.47592,1.47309,1.44224,1.463035
3510.0,0.0,1.45277,1.46698,1.46439,1.435,1.4547849999999998
3511.0,0.0,1.44475,1.45842,1.45598,1.42765,1.4467
3512.0,0.0,1.43937,1.45292,1.45048,1.42256,1.4413325
3513.0,0.0,1.43909,1.45307,1.45056,1.42213,1.4412125
3514.0,0.0,1.44505,1.46011,1.4574,1.42747,1.4475075
3515.0,0.0,1.45589,1.47242,1.46942,1.43739,1.4587799999999997
3516.0,0.0,1.46801,1.48578,1.48252,1.44855,1.4712150000000002
3517.0,0.0,1.47695,1.49508,1.4918,1.45689,1.4801799999999998
3518.0,0.0,1.47949,1.49678,1.49379,1.45938,1.48236
3519.0,0.0,1.47484,1.49028,1.48784,1.45524,1.47705
3520.0,0.0,1.46471,1.4778,1.47603,1.44589,1.4661075000000001
3521.0,0.0,1.45205,1.46289,1.46176,1.43406,1.4526899999999998
3522.0,0.0,1.43969,1.4488,1.44815,1.4224,1.4397600000000002
3523.0,0.0,1.42973,1.43785,1.43756,1.41301,1.4295375
3524.0,0.0,1.42382,1.43198,1.43179,1.40744,1.4237575
3525.0,0.0,1.42334,1.43261,1.43231,1.40695,1.4238025
3526.0,0.0,1.42879,1.44012,1.43949,1.41199,1.4300975
3527.0,0.0,1.43897,1.4527,1.45161,1.42153,1.4412025
3528.0,0.0,1.45114,1.46689,1.46538,1.43304,1.4541125
3529.0,0.0,1.4623,1.47925,1.47746,1.4437,1.4656775
3530.0,0.0,1.47056,1.48796,1.48603,1.45168,1.4740574999999998
3531.0,0.0,1.47569,1.49315,1.49119,1.45663,1.479165
3532.0,0.0,1.47868,1.49621,1.49422,1.45941,1.4821300000000002
3533.0,0.0,1.48081,1.49859,1.49656,1.46119,1.4842875
3534.0,0.0,1.48285,1.50105,1.49896,1.46282,1.48642
3535.0,0.0,1.48492,1.50358,1.50138,1.46452,1.4886000000000001
3536.0,0.0,1.48688,1.50591,1.50358,1.46619,1.4906400000000002
3537.0,0.0,1.48867,1.50799,1.50556,1.46777,1.4924974999999998
3538.0,0.0,1.49016,1.50977,1.50722,1.46915,1.494075
3539.0,0.0,1.49111,1.51085,1.50823,1.47015,1.495085
3540.0,0.0,1.49165,1.51134,1.5087,1.4708,1.4956225
3541.0,0.0,1.49256,1.51217,1.50957,1.47171,1.4965025
3542.0,0.0,1.49463,1.5143,1.51175,1.47355,1.4985575
3543.0,0.0,1.49751,1.51727,1.51481,1.47613,1.50143
3544.0,0.0,1.49976,1.51947,1.51712,1.47829,1.5036600000000002
3545.0,0.0,1.50029,1.51964,1.5175,1.479,1.5041075000000002
3546.0,0.0,1.49923,1.5181,1.51627,1.47832,1.50298
3547.0,0.0,1.49741,1.51591,1.51436,1.47692,1.50115
3548.0,0.0,1.49511,1.51333,1.51199,1.47504,1.4988675
3549.0,0.0,1.49189,1.50978,1.50853,1.47224,1.4956099999999999
3550.0,0.0,1.48726,1.50469,1.50347,1.46806,1.4908700000000001
3551.0,0.0,1.48123,1.49817,1.497,1.46258,1.484745
3552.0,0.0,1.47437,1.49089,1.48983,1.45641,1.477875
3553.0,0.0,1.46769,1.48395,1.48305,1.45043,1.47128
3554.0,0.0,1.46238,1.47859,1.47789,1.44564,1.4661250000000001
3555.0,0.0,1.45937,1.4757,1.47513,1.44282,1.463255
3556.0,0.0,1.4587,1.47514,1.47471,1.44209,1.46266
3557.0,0.0,1.45969,1.47614,1.47581,1.44289,1.4636325000000001
3558.0,0.0,1.4615,1.47798,1.47775,1.4445,1.4654325
