Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.68142,1.37159,1.6396,1.64725,1.584965
3401.0,0.0,1.6721,1.36226,1.62907,1.63712,1.5751374999999999
3402.0,0.0,1.66356,1.35634,1.61995,1.62832,1.5670425
3403.0,0.0,1.65605,1.35326,1.61218,1.62094,1.5606075
3404.0,0.0,1.64977,1.35213,1.6061,1.61478,1.555695
3405.0,0.0,1.64494,1.35222,1.60169,1.61005,1.5522250000000002
3406.0,0.0,1.64153,1.35309,1.59864,1.6069,1.55004
3407.0,0.0,1.63917,1.35457,1.59697,1.60501,1.54893
3408.0,0.0,1.6377,1.35656,1.59605,1.60401,1.5485799999999998
3409.0,0.0,1.63717,1.35889,1.59595,1.6039,1.5489775000000001
3410.0,0.0,1.63756,1.36139,1.59649,1.60436,1.54995
3411.0,0.0,1.63881,1.36395,1.59748,1.60546,1.551425
3412.0,0.0,1.64061,1.36652,1.59945,1.60722,1.55345
3413.0,0.0,1.64289,1.36908,1.60204,1.60938,1.5558474999999998
3414.0,0.0,1.64584,1.37155,1.60581,1.61215,1.5588374999999999
3415.0,0.0,1.64945,1.37386,1.61047,1.61554,1.5623300000000002
3416.0,0.0,1.65361,1.37603,1.6159,1.61947,1.5662525
3417.0,0.0,1.65797,1.37815,1.62176,1.62372,1.5704000000000002
3418.0,0.0,1.66229,1.38038,1.62743,1.62806,1.5745399999999998
3419.0,0.0,1.66646,1.38281,1.63264,1.63234,1.5785625
3420.0,0.0,1.67029,1.38537,1.63697,1.63624,1.5822175
3421.0,0.0,1.67366,1.38786,1.64042,1.63964,1.5853949999999999
3422.0,0.0,1.67647,1.39,1.64301,1.64249,1.5879925
3423.0,0.0,1.67868,1.39161,1.64502,1.64485,1.59004
3424.0,0.0,1.68053,1.39265,1.64667,1.64665,1.591625
3425.0,0.0,1.68193,1.39327,1.6481,1.64795,1.5928125
3426.0,0.0,1.68273,1.39366,1.64938,1.64896,1.5936825
3427.0,0.0,1.68288,1.39389,1.65019,1.64957,1.5941325
3428.0,0.0,1.68235,1.39394,1.65051,1.64955,1.5940875
3429.0,0.0,1.68114,1.3938,1.64977,1.64886,1.5933925
3430.0,0.0,1.67924,1.39356,1.64813,1.64764,1.5921425
3431.0,0.0,1.67637,1.39344,1.64511,1.64539,1.5900775
