Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,1.4819,1.58263,1.58713,1.56966,1.56024,1.574915
3401.0,1.29379,1.5712,1.57365,1.55687,1.54892,1.56266
3402.0,1.7171,1.56436,1.56475,1.54829,1.54151,1.5547274999999998
3403.0,1.70104,1.56039,1.55902,1.54263,1.53664,1.54967
3404.0,1.69757,1.55768,1.55491,1.5385,1.53304,1.5460325
3405.0,1.52982,1.55538,1.55142,1.535,1.53003,1.5429575
3406.0,1.26016,1.5536,1.54865,1.53226,1.52778,1.5405725000000001
3407.0,1.68065,1.55313,1.54753,1.5312,1.52709,1.5397375
3408.0,1.35911,1.55433,1.5486,1.5323,1.52824,1.5408675
3409.0,1.18473,1.55626,1.55086,1.53453,1.53013,1.542945
3410.0,2.1283,1.55731,1.55232,1.53588,1.53098,1.5441224999999998
3411.0,1.79266,1.55688,1.55182,1.53521,1.53008,1.5434975
3412.0,1.41924,1.55603,1.55017,1.53336,1.52854,1.5420250000000002
3413.0,1.53789,1.5564,1.5493,1.53239,1.52827,1.54159
3414.0,1.3039,1.55879,1.5507,1.53384,1.53041,1.5434350000000001
3415.0,1.48025,1.56289,1.55473,1.53805,1.53488,1.5476375
3416.0,1.08476,1.568,1.56092,1.54447,1.54091,1.553575
3417.0,0.62691,1.57351,1.56844,1.55213,1.5476,1.56042
3418.0,1.33434,1.57885,1.57622,1.5599,1.55405,1.567255
3419.0,1.4921,1.58341,1.58303,1.56656,1.55938,1.573095
3420.0,1.67436,1.58667,1.58782,1.57112,1.5629,1.5771275
3421.0,1.86873,1.58843,1.59015,1.57318,1.56438,1.579035
3422.0,1.53885,1.58884,1.59032,1.57311,1.56415,1.579105
3423.0,1.64232,1.58823,1.58914,1.57176,1.56288,1.5780025
3424.0,1.70898,1.5871,1.58756,1.57015,1.56141,1.576555
3425.0,1.46941,1.58622,1.58666,1.56936,1.56069,1.5757325000000002
3426.0,1.31942,1.58649,1.5875,1.57041,1.56163,1.5765075
3427.0,1.15308,1.58821,1.59037,1.57349,1.5643,1.5790925
3428.0,1.80557,1.59035,1.59394,1.57721,1.56732,1.582205
3429.0,1.66435,1.59102,1.59568,1.57905,1.56848,1.5835575000000002
3430.0,1.3913,1.5891,1.59378,1.57727,1.56649,1.5816599999999998
3431.0,1.77968,1.58536,1.58889,1.57257,1.56224,1.577265
3432.0,1.8122,1.58201,1.58375,1.56764,1.55822,1.572905
3433.0,1.38656,1.58079,1.58095,1.56501,1.55641,1.5707900000000001
3434.0,1.24212,1.58136,1.58057,1.56474,1.55654,1.5708025
3435.0,1.38375,1.58106,1.57965,1.56392,1.55584,1.5701174999999998
3436.0,1.51684,1.57662,1.57413,1.55858,1.55081,1.565035
3437.0,1.53249,1.56632,1.56172,1.54647,1.53959,1.553525
3438.0,1.55105,1.55136,1.54362,1.52866,1.52327,1.5367275
3439.0,1.60645,1.53527,1.52393,1.50915,1.50551,1.518465
3440.0,1.48015,1.52222,1.50766,1.4929,1.49081,1.5033975
3441.0,1.63597,1.515,1.49824,1.48339,1.48238,1.4947525
3442.0,1.42216,1.51356,1.4959,1.48102,1.48049,1.4927424999999999
3443.0,1.18997,1.51538,1.49804,1.4833,1.48269,1.4948525
3444.0,1.4119,1.51758,1.50162,1.48718,1.48608,1.498115
3445.0,1.22495,1.51929,1.50562,1.49153,1.48959,1.5015075
3446.0,1.26689,1.52161,1.51092,1.49713,1.49407,1.5059325
3447.0,1.54111,1.52519,1.51771,1.50416,1.49974,1.5117
3448.0,1.43662,1.52799,1.5233,1.51001,1.50417,1.5163675
3449.0,1.53003,1.52635,1.52346,1.51053,1.50358,1.5159799999999999
3450.0,1.74293,1.51863,1.51634,1.50386,1.4964,1.5088075
3451.0,1.22971,1.50717,1.50452,1.4925,1.48522,1.4973524999999999
3452.0,1.98729,1.49644,1.49298,1.48139,1.47468,1.4863725
3453.0,1.7421,1.48954,1.48539,1.47417,1.46799,1.4792725
3454.0,0.93069,1.48652,1.48205,1.4711,1.46522,1.4762225
3455.0,1.45593,1.48534,1.48064,1.46985,1.4641,1.4749825
3456.0,2.01798,1.48363,1.47829,1.46754,1.46203,1.4728725000000003
3457.0,1.86825,1.48015,1.4735,1.46275,1.45774,1.4685350000000001
3458.0,1.28215,1.47551,1.46714,1.45637,1.45209,1.4627775
3459.0,1.38145,1.47185,1.46198,1.45117,1.44759,1.4581475000000002
3460.0,2.07555,1.47168,1.46109,1.45018,1.447,1.4574875
3461.0,1.5129,1.47622,1.4659,1.45488,1.45164,1.4621600000000001
3462.0,1.67613,1.48427,1.47493,1.46386,1.46016,1.470805
3463.0,1.44787,1.49274,1.48452,1.4735,1.46918,1.479985
3464.0,1.51589,1.49882,1.49144,1.48054,1.47568,1.4866200000000003
3465.0,1.1251,1.50182,1.49498,1.48421,1.47899,1.4899999999999998
3466.0,1.72144,1.50282,1.49648,1.48579,1.48027,1.4913399999999999
3467.0,1.43324,1.50297,1.49743,1.48683,1.48082,1.4920125
3468.0,1.49137,1.50252,1.4981,1.48757,1.48093,1.49228
3469.0,1.05678,1.50105,1.49754,1.48709,1.47988,1.49139
3470.0,1.16707,1.49787,1.49446,1.48409,1.47668,1.488275
3471.0,1.71639,1.49285,1.48832,1.47803,1.47105,1.4825625
3472.0,1.31236,1.4866,1.47981,1.4696,1.46363,1.47491
3473.0,1.41725,1.47987,1.47014,1.46002,1.45538,1.4663525
3474.0,1.19827,1.47286,1.4605,1.45051,1.44701,1.45772
3475.0,0.93298,1.4655,1.45188,1.44202,1.439,1.4496
3476.0,1.20457,1.4581,1.44515,1.43542,1.43197,1.4426599999999998
3477.0,1.23316,1.45157,1.44095,1.43138,1.42672,1.437655
3478.0,1.42834,1.4471,1.43954,1.43011,1.424,1.4351875
3479.0,1.51094,1.44541,1.44048,1.43116,1.42385,1.435225
3480.0,1.60434,1.44591,1.44252,1.43326,1.4252,1.4367225000000001
3481.0,0.96758,1.44721,1.44432,1.435,1.4266,1.4382825000000001
3482.0,1.28346,1.4488,1.44591,1.43641,1.42788,1.43975
3483.0,1.7399,1.45199,1.4491,1.43935,1.43076,1.4428
3484.0,1.46195,1.45846,1.45575,1.44578,1.43711,1.449275
3485.0,1.25963,1.468,1.46552,1.45546,1.44669,1.4589175
3486.0,1.48744,1.47813,1.47556,1.46552,1.45677,1.4689949999999998
3487.0,1.40788,1.48571,1.48226,1.47229,1.46388,1.476035
3488.0,1.47289,1.48888,1.48351,1.47367,1.46605,1.4780275
3489.0,1.77205,1.48805,1.48022,1.47052,1.464,1.4756975000000003
3490.0,1.54168,1.48575,1.47578,1.46618,1.46078,1.4721224999999998
3491.0,1.66488,1.48491,1.47367,1.46414,1.45945,1.4705425
3492.0,1.72161,1.48623,1.47456,1.46514,1.46061,1.471635
3493.0,1.28883,1.4877,1.47599,1.46679,1.46204,1.4731299999999998
3494.0,1.28387,1.48676,1.47508,1.46616,1.46121,1.4723025
3495.0,1.19606,1.48312,1.4714,1.46281,1.45785,1.468795
3496.0,1.43879,1.47858,1.4671,1.45882,1.45395,1.4646125
3497.0,1.63476,1.4748,1.46413,1.45621,1.45123,1.4615924999999999
3498.0,1.52624,1.47147,1.4622,1.45477,1.44934,1.459445
3499.0,1.27952,1.46713,1.45966,1.45282,1.4467,1.4565774999999999
3500.0,1.12991,1.46153,1.45592,1.44964,1.44279,1.45247
3501.0,1.29269,1.45609,1.45211,1.4462,1.43869,1.4482725
3502.0,1.33378,1.45192,1.44914,1.44337,1.43523,1.444915
3503.0,1.29324,1.44832,1.4462,1.44039,1.43169,1.4416499999999999
3504.0,1.44482,1.4439,1.44192,1.43596,1.42697,1.4371874999999998
3505.0,1.14154,1.4386,1.43627,1.43018,1.42128,1.4315825
3506.0,0.89985,1.43368,1.43052,1.42444,1.416,1.4261599999999999
3507.0,1.32158,1.42992,1.42556,1.41963,1.41192,1.4217575
3508.0,1.37121,1.42668,1.42085,1.41515,1.40835,1.4177575
3509.0,1.05239,1.42277,1.41526,1.40981,1.40402,1.412965
3510.0,1.2972,1.41773,1.40851,1.40326,1.39846,1.40699
3511.0,1.40571,1.4124,1.40163,1.3965,1.39256,1.4007725
3512.0,1.16088,1.40851,1.39669,1.39157,1.38823,1.39625
3513.0,1.31427,1.40785,1.39578,1.3906,1.38742,1.3954125
3514.0,1.77865,1.41109,1.39989,1.39463,1.39101,1.399155
3515.0,1.50881,1.41729,1.40807,1.40278,1.39807,1.4065524999999999
3516.0,1.33946,1.42418,1.41757,1.41228,1.4061,1.4150325000000001
3517.0,1.42991,1.42941,1.42495,1.41972,1.4122,1.42157
3518.0,1.4317,1.43136,1.42765,1.42249,1.41429,1.4239475000000001
3519.0,1.42916,1.42962,1.42484,1.41973,1.41176,1.4214875
3520.0,1.65485,1.42481,1.41758,1.41247,1.4055,1.41509
3521.0,1.22018,1.41842,1.4081,1.40294,1.39735,1.4067025
3522.0,0.93965,1.41211,1.39874,1.39347,1.38933,1.3984125
3523.0,1.61753,1.40708,1.39118,1.38582,1.38292,1.39175
3524.0,1.03478,1.4039,1.38647,1.38111,1.37904,1.3876300000000001
3525.0,1.47763,1.40301,1.38543,1.38022,1.37836,1.386755
3526.0,1.40934,1.40469,1.38854,1.38358,1.38125,1.3895150000000003
3527.0,1.52743,1.40897,1.39532,1.39068,1.38732,1.3955724999999999
3528.0,1.41345,1.41498,1.40414,1.3998,1.39519,1.4035275
3529.0,1.26883,1.42137,1.41287,1.40872,1.40299,1.4114875
3530.0,1.8616,1.42689,1.41988,1.41577,1.40924,1.417945
3531.0,1.24847,1.43069,1.42452,1.42037,1.41328,1.422215
3532.0,1.29604,1.43252,1.42703,1.42284,1.41524,1.4244075
3533.0,1.44084,1.43275,1.42817,1.424,1.41578,1.4251749999999999
3534.0,1.66486,1.43206,1.42873,1.4246,1.41565,1.4252600000000002
3535.0,1.12669,1.43114,1.42914,1.42507,1.41534,1.4251725
3536.0,1.47471,1.43028,1.42955,1.42552,1.41503,1.425095
3537.0,1.20551,1.42958,1.43004,1.42597,1.41483,1.425105
3538.0,1.59235,1.42927,1.43067,1.42653,1.41489,1.4253399999999998
3539.0,0.98513,1.42949,1.43133,1.42715,1.41525,1.425805
3540.0,1.60728,1.43007,1.43188,1.4277,1.41583,1.42637
3541.0,1.46609,1.43101,1.43252,1.42844,1.41673,1.427175
3542.0,1.2036,1.43243,1.43382,1.42987,1.41824,1.42859
3543.0,1.57752,1.43425,1.43581,1.432,1.42022,1.43057
3544.0,1.19072,1.43591,1.43767,1.43398,1.42195,1.4323775
3545.0,1.16505,1.43672,1.43841,1.43481,1.42269,1.4331575
3546.0,1.36548,1.43654,1.43776,1.43429,1.4224,1.4327475
3547.0,1.38644,1.43572,1.43616,1.43292,1.42146,1.431565
3548.0,1.41315,1.43425,1.43387,1.43093,1.41994,1.4297475
3549.0,1.6652,1.43169,1.43064,1.42798,1.41739,1.426925
3550.0,1.30163,1.42797,1.42631,1.42381,1.41363,1.42293
3551.0,1.63111,1.42361,1.42116,1.41871,1.40902,1.4181249999999999
3552.0,2.02603,1.41919,1.41566,1.41324,1.40417,1.4130649999999998
3553.0,1.57293,1.41498,1.41033,1.40799,1.39954,1.40821
3554.0,1.78733,1.41127,1.40586,1.4036,1.39563,1.4040899999999998
3555.0,1.14704,1.40874,1.40309,1.40086,1.39306,1.4014375000000001
3556.0,0.97289,1.408,1.40241,1.40012,1.39225,1.400695
3557.0,1.32612,1.40881,1.40333,1.40097,1.39291,1.4015050000000002
3558.0,0.94968,1.41035,1.40494,1.4026,1.39434,1.4030575
3559.0,1.45143,1.41177,1.40661,1.40438,1.39591,1.4046675
3560.0,1.21703,1.4127,1.40798,1.40591,1.39718,1.4059425
3561.0,0.8485,1.41268,1.40824,1.40628,1.39731,1.4061275
3562.0,1.21538,1.41093,1.40591,1.40393,1.395,1.4039424999999999
3563.0,1.24413,1.40684,1.39994,1.39782,1.38948,1.39852
3564.0,1.23709,1.40093,1.39105,1.38873,1.38157,1.3905699999999999
3565.0,1.08703,1.39464,1.38145,1.37899,1.37326,1.382085
3566.0,1.36666,1.38884,1.37287,1.37039,1.3659,1.3744999999999998
3567.0,1.51122,1.38296,1.36505,1.36265,1.35902,1.3674199999999999
3568.0,1.5088,1.3754,1.35616,1.35396,1.35091,1.3591075
3569.0,1.43069,1.36521,1.34507,1.34317,1.34057,1.3485049999999998
3570.0,1.2583,1.35313,1.33274,1.33124,1.32901,1.33653
3571.0,1.48957,1.34172,1.32194,1.32093,1.31884,1.3258575
3572.0,1.21903,1.33352,1.31504,1.31457,1.31233,1.318865
3573.0,1.65109,1.32943,1.31239,1.31245,1.30981,1.31602
3574.0,1.09089,1.32802,1.31214,1.31258,1.30958,1.31558
3575.0,1.18234,1.32727,1.31189,1.31257,1.30939,1.31528
3576.0,1.37242,1.32534,1.30965,1.31044,1.30736,1.3131975
3577.0,1.25815,1.32112,1.30426,1.30505,1.30244,1.3082175
3578.0,1.18985,1.31472,1.29585,1.29657,1.2949,1.30051
3579.0,1.30835,1.30757,1.28608,1.28672,1.28635,1.29168
3580.0,1.31304,1.30136,1.27722,1.27784,1.27884,1.283815
