Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.36444,1.31583,1.28167,1.31484,1.3191950000000001
3401.0,0.0,1.35061,1.29936,1.2767,1.30062,1.3068225
3402.0,0.0,1.33807,1.28417,1.27223,1.28745,1.29548
3403.0,0.0,1.32758,1.27148,1.26842,1.27628,1.2859399999999999
3404.0,0.0,1.31915,1.26136,1.26532,1.26727,1.278275
3405.0,0.0,1.31281,1.25333,1.26292,1.26026,1.27233
3406.0,0.0,1.30859,1.24758,1.26124,1.25546,1.2682175
3407.0,0.0,1.30654,1.24464,1.26033,1.25312,1.2661575
3408.0,0.0,1.30641,1.24476,1.26012,1.25328,1.2661425
3409.0,0.0,1.30724,1.24683,1.26058,1.25483,1.26737
3410.0,0.0,1.30783,1.24818,1.26151,1.2558,1.26833
3411.0,0.0,1.30746,1.24705,1.26274,1.25507,1.2680799999999999
3412.0,0.0,1.30642,1.24376,1.26428,1.25277,1.2668075
3413.0,0.0,1.30596,1.24087,1.26607,1.25106,1.26599
3414.0,0.0,1.30775,1.24152,1.26798,1.25207,1.26733
3415.0,0.0,1.31275,1.24742,1.26988,1.25723,1.27182
3416.0,0.0,1.3209,1.2584,1.27178,1.26639,1.2793674999999998
3417.0,0.0,1.33115,1.27261,1.27369,1.27821,1.2889150000000003
3418.0,0.0,1.34179,1.28734,1.27558,1.29066,1.2988425
3419.0,0.0,1.35099,1.29974,1.27742,1.30154,1.3074225
3420.0,0.0,1.35739,1.30751,1.27914,1.30896,1.31325
3421.0,0.0,1.36045,1.31003,1.28077,1.31223,1.3158699999999999
3422.0,0.0,1.3607,1.30843,1.28227,1.31188,1.31582
3423.0,0.0,1.3595,1.3052,1.2836,1.30982,1.31453
3424.0,0.0,1.35865,1.3031,1.28469,1.30818,1.313655
3425.0,0.0,1.35959,1.30431,1.28559,1.309,1.3146225
3426.0,0.0,1.36307,1.30964,1.28633,1.31297,1.3180025
3427.0,0.0,1.36827,1.31821,1.28691,1.31953,1.3232300000000001
3428.0,0.0,1.37322,1.32681,1.28727,1.32616,1.328365
3429.0,0.0,1.37572,1.33137,1.28728,1.32995,1.33108
3430.0,0.0,1.37453,1.3294,1.28698,1.32884,1.3299374999999998
3431.0,0.0,1.36996,1.32168,1.28639,1.32326,1.3253225
3432.0,0.0,1.36382,1.31199,1.28555,1.31585,1.3193025
3433.0,0.0,1.35804,1.30417,1.28446,1.30929,1.31399
3434.0,0.0,1.35288,1.29938,1.28316,1.30465,1.3100175
3435.0,0.0,1.34691,1.29463,1.28156,1.29971,1.3057025
3436.0,0.0,1.3376,1.28539,1.27954,1.29135,1.29847
3437.0,0.0,1.32327,1.26799,1.27716,1.27636,1.2861950000000002
3438.0,0.0,1.30397,1.24281,1.27451,1.25524,1.2691325
3439.0,0.0,1.28258,1.21391,1.27182,1.2307,1.2497525
3440.0,0.0,1.26312,1.18778,1.26912,1.20826,1.23207
3441.0,0.0,1.24934,1.17028,1.26639,1.19244,1.2196125
3442.0,0.0,1.243,1.16389,1.26367,1.18576,1.21408
3443.0,0.0,1.24411,1.1679,1.2609,1.18786,1.2151925
3444.0,0.0,1.25143,1.17961,1.25796,1.19668,1.22142
3445.0,0.0,1.26314,1.19667,1.25489,1.21031,1.2312525
3446.0,0.0,1.27718,1.21691,1.25184,1.22671,1.24316
3447.0,0.0,1.29081,1.23715,1.2489,1.24328,1.255035
3448.0,0.0,1.30088,1.25293,1.24605,1.25632,1.2640450000000003
3449.0,0.0,1.30502,1.2598,1.243,1.26207,1.2674725000000002
3450.0,0.0,1.30257,1.25684,1.23975,1.25978,1.264735
3451.0,0.0,1.29535,1.24693,1.23667,1.2513,1.2575625000000001
3452.0,0.0,1.2866,1.23566,1.23382,1.24139,1.2493675
3453.0,0.0,1.27932,1.22772,1.2313,1.23374,1.24302
3454.0,0.0,1.27445,1.22388,1.22923,1.22955,1.2392775
3455.0,0.0,1.27086,1.22174,1.22756,1.22719,1.2368375
3456.0,0.0,1.26668,1.21742,1.22638,1.22353,1.2335025
3457.0,0.0,1.26089,1.20913,1.22556,1.21707,1.2281624999999998
3458.0,0.0,1.25408,1.1984,1.22503,1.20858,1.2215224999999998
3459.0,0.0,1.24837,1.18917,1.22494,1.20104,1.21588
3460.0,0.0,1.24635,1.18564,1.22527,1.19782,1.21377
3461.0,0.0,1.24918,1.18969,1.22596,1.20061,1.2163599999999999
3462.0,0.0,1.25566,1.19969,1.22692,1.20849,1.22269
3463.0,0.0,1.26379,1.21119,1.22786,1.21803,1.2302175
3464.0,0.0,1.27139,1.22073,1.22861,1.22663,1.23684
3465.0,0.0,1.27734,1.22708,1.2293,1.2326,1.24158
3466.0,0.0,1.28153,1.23172,1.22973,1.23701,1.2449975
3467.0,0.0,1.2847,1.23626,1.22986,1.24068,1.2478749999999998
3468.0,0.0,1.28672,1.24048,1.22969,1.24383,1.25018
3469.0,0.0,1.2866,1.24235,1.22925,1.24502,1.250805
3470.0,0.0,1.28311,1.23912,1.22849,1.24226,1.248245
3471.0,0.0,1.27562,1.22929,1.22745,1.23439,1.2416875
3472.0,0.0,1.26444,1.21367,1.22619,1.22187,1.2315425
3473.0,0.0,1.25133,1.19508,1.2249,1.2067,1.2195025
3474.0,0.0,1.23905,1.17802,1.22346,1.19238,1.2082275
3475.0,0.0,1.23015,1.16695,1.22202,1.18223,1.2003375
3476.0,0.0,1.22611,1.16442,1.22072,1.17845,1.197425
3477.0,0.0,1.2271,1.16995,1.21966,1.18099,1.1994250000000002
3478.0,0.0,1.2317,1.18031,1.2189,1.18783,1.204685
3479.0,0.0,1.23763,1.19109,1.21861,1.19577,1.210775
3480.0,0.0,1.2428,1.19884,1.2189,1.20215,1.2156725
3481.0,0.0,1.24641,1.20248,1.21962,1.20578,1.2185725
3482.0,0.0,1.24921,1.20365,1.22061,1.20767,1.220285
3483.0,0.0,1.25267,1.20569,1.22202,1.2102,1.222645
3484.0,0.0,1.25778,1.21092,1.22394,1.2152,1.22696
3485.0,0.0,1.26401,1.21882,1.22605,1.2225,1.232845
3486.0,0.0,1.26941,1.22566,1.22815,1.22921,1.2381075000000001
3487.0,0.0,1.27163,1.22719,1.23022,1.23205,1.2402725
3488.0,0.0,1.26971,1.2218,1.23206,1.22922,1.2381974999999998
3489.0,0.0,1.26468,1.21185,1.23346,1.22223,1.233055
3490.0,0.0,1.25886,1.20203,1.23433,1.21454,1.22744
3491.0,0.0,1.25413,1.1958,1.23475,1.20915,1.2234575
3492.0,0.0,1.25108,1.19331,1.2347,1.20661,1.221425
3493.0,0.0,1.24905,1.19216,1.23389,1.20542,1.22013
3494.0,0.0,1.24724,1.19042,1.2324,1.20403,1.2185225000000002
3495.0,0.0,1.24572,1.18849,1.23026,1.20233,1.2167
3496.0,0.0,1.2453,1.1887,1.22754,1.20189,1.2158575
3497.0,0.0,1.24646,1.19267,1.22445,1.20388,1.2168649999999999
3498.0,0.0,1.24894,1.1996,1.22099,1.20791,1.21936
3499.0,0.0,1.25198,1.20705,1.21724,1.21251,1.2221950000000001
3500.0,0.0,1.25462,1.21306,1.21333,1.21641,1.224355
3501.0,0.0,1.25605,1.21683,1.20949,1.21885,1.2253049999999999
3502.0,0.0,1.25576,1.21823,1.20585,1.21968,1.22488
3503.0,0.0,1.25363,1.21683,1.20234,1.21824,1.22276
3504.0,0.0,1.24982,1.21248,1.19899,1.21445,1.218935
3505.0,0.0,1.24479,1.20611,1.196,1.20895,1.2139624999999998
3506.0,0.0,1.23912,1.19909,1.19346,1.2028,1.2086175
3507.0,0.0,1.23321,1.19224,1.19136,1.19677,1.203395
3508.0,0.0,1.22706,1.18514,1.18968,1.19062,1.198125
