Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.45418,1.38788,1.34233,1.35706,1.3853625
3401.0,0.0,1.44069,1.37376,1.32908,1.34529,1.3722050000000001
3402.0,0.0,1.42764,1.35886,1.31515,1.33298,1.3586575
3403.0,0.0,1.41566,1.34458,1.30175,1.32118,1.3457925
3404.0,0.0,1.40508,1.33172,1.28978,1.3106,1.334295
3405.0,0.0,1.39619,1.32088,1.27995,1.30177,1.3246975
3406.0,0.0,1.38961,1.3128,1.27283,1.29513,1.3175925
3407.0,0.0,1.38595,1.30818,1.26851,1.29084,1.31337
3408.0,0.0,1.38484,1.3066,1.26629,1.28838,1.3115275
3409.0,0.0,1.38487,1.30635,1.26468,1.28664,1.310635
3410.0,0.0,1.38359,1.30441,1.26196,1.28429,1.3085624999999999
3411.0,0.0,1.37969,1.29917,1.25735,1.2807,1.3042275
3412.0,0.0,1.37412,1.29165,1.25193,1.27657,1.2985674999999999
3413.0,0.0,1.36955,1.28533,1.24833,1.27382,1.2942575
3414.0,0.0,1.36961,1.2849,1.24959,1.27473,1.2947075
3415.0,0.0,1.37593,1.2924,1.25746,1.28068,1.3016175
3416.0,0.0,1.38827,1.30773,1.27126,1.29142,1.31467
3417.0,0.0,1.40369,1.3268,1.28812,1.30496,1.3308925
3418.0,0.0,1.41853,1.34518,1.30396,1.31829,1.34649
3419.0,0.0,1.42926,1.35794,1.31534,1.32856,1.3577749999999997
3420.0,0.0,1.43399,1.36305,1.32039,1.33405,1.36287
3421.0,0.0,1.43287,1.36061,1.31967,1.33475,1.3619750000000002
3422.0,0.0,1.42828,1.35413,1.31539,1.33218,1.3574950000000001
3423.0,0.0,1.42311,1.3472,1.31066,1.32861,1.3523950000000002
3424.0,0.0,1.41989,1.34328,1.30814,1.32625,1.34939
3425.0,0.0,1.42018,1.34393,1.30939,1.32646,1.34999
3426.0,0.0,1.42404,1.34919,1.31413,1.32942,1.354195
3427.0,0.0,1.43021,1.35735,1.32066,1.33404,1.360565
3428.0,0.0,1.4363,1.3654,1.3263,1.33834,1.3665850000000002
