Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.70233,1.25176,1.66392,1.6672,1.5713025
3401.0,0.0,1.68455,1.23912,1.64596,1.64937,1.55475
3402.0,0.0,1.67172,1.23314,1.63185,1.63586,1.5431425
3403.0,0.0,1.66279,1.23208,1.62117,1.62602,1.5355150000000002
3404.0,0.0,1.65587,1.23328,1.61245,1.61824,1.52996
3405.0,0.0,1.64951,1.23464,1.60452,1.61119,1.524965
3406.0,0.0,1.64386,1.23542,1.59774,1.60507,1.5205224999999998
3407.0,0.0,1.64062,1.23623,1.59391,1.60155,1.5180775
3408.0,0.0,1.64117,1.23811,1.59435,1.60201,1.51891
3409.0,0.0,1.64453,1.24128,1.59779,1.60536,1.52224
3410.0,0.0,1.64754,1.2449,1.60055,1.60819,1.5252949999999998
3411.0,0.0,1.64729,1.24803,1.59932,1.6074,1.5255100000000001
3412.0,0.0,1.64375,1.25066,1.59417,1.60294,1.5228800000000002
3413.0,0.0,1.63984,1.25331,1.58867,1.59805,1.5199675
3414.0,0.0,1.63909,1.25614,1.58734,1.59678,1.5198375
3415.0,0.0,1.64345,1.25854,1.59277,1.6014,1.52404
3416.0,0.0,1.65258,1.26002,1.60454,1.61158,1.5321799999999999
3417.0,0.0,1.66446,1.26074,1.61989,1.62499,1.5425200000000001
3418.0,0.0,1.67636,1.26147,1.63499,1.63849,1.5528275
3419.0,0.0,1.68555,1.263,1.6462,1.64892,1.5609175
3420.0,0.0,1.69018,1.26578,1.65121,1.6542,1.5653424999999999
3421.0,0.0,1.69013,1.26965,1.65009,1.65413,1.566
3422.0,0.0,1.68706,1.27395,1.64528,1.65055,1.5642099999999999
3423.0,0.0,1.68335,1.2776,1.64009,1.64619,1.5618075
3424.0,0.0,1.68082,1.27972,1.63693,1.64323,1.5601749999999999
3425.0,0.0,1.68044,1.2802,1.63694,1.64282,1.5600999999999998
3426.0,0.0,1.68286,1.27985,1.64062,1.64566,1.5622474999999998
3427.0,0.0,1.68803,1.27967,1.64758,1.65159,1.5667175
3428.0,0.0,1.69405,1.27997,1.65541,1.65853,1.57199
3429.0,0.0,1.69735,1.28023,1.65985,1.66256,1.5749975
3430.0,0.0,1.69516,1.27992,1.65762,1.66057,1.5733175
3431.0,0.0,1.68822,1.27931,1.64951,1.65317,1.5675525000000001
3432.0,0.0,1.68074,1.27936,1.64035,1.64481,1.561315
3433.0,0.0,1.67678,1.28098,1.63497,1.63994,1.5581675
3434.0,0.0,1.67654,1.28401,1.63374,1.63898,1.5583175
3435.0,0.0,1.67552,1.28678,1.63175,1.63742,1.5578675
3436.0,0.0,1.66769,1.28683,1.62244,1.629,1.5514899999999998
3437.0,0.0,1.64989,1.28252,1.60233,1.61038,1.53628
3438.0,0.0,1.62415,1.2745,1.57357,1.58349,1.5139275
3439.0,0.0,1.59648,1.26546,1.5427,1.55448,1.4897799999999999
3440.0,0.0,1.57383,1.25848,1.51733,1.53056,1.47005
3441.0,0.0,1.56076,1.25533,1.50269,1.5166,1.4588450000000002
3442.0,0.0,1.55775,1.25549,1.4996,1.51328,1.4565299999999999
3443.0,0.0,1.56178,1.25673,1.50497,1.51765,1.4602825
3444.0,0.0,1.56898,1.25674,1.51468,1.52575,1.4665374999999998
3445.0,0.0,1.57743,1.2549,1.52641,1.53554,1.47357
3446.0,0.0,1.58736,1.25262,1.53998,1.54711,1.4817675000000001
3447.0,0.0,1.59862,1.25149,1.5547,1.56013,1.4912349999999999
3448.0,0.0,1.60803,1.25105,1.5671,1.57125,1.4993575000000001
3449.0,0.0,1.61067,1.24862,1.57196,1.57538,1.5016575
3450.0,0.0,1.60406,1.24216,1.56684,1.5699,1.49574
3451.0,0.0,1.59114,1.23265,1.55482,1.55769,1.484075
3452.0,0.0,1.57819,1.22317,1.5424,1.54514,1.472225
3453.0,0.0,1.56971,1.2164,1.53438,1.53695,1.4643599999999999
3454.0,0.0,1.5658,1.21306,1.53072,1.53327,1.4607125
3455.0,0.0,1.56318,1.21238,1.52764,1.53068,1.4584700000000002
3456.0,0.0,1.55829,1.21308,1.52125,1.52536,1.454495
3457.0,0.0,1.5499,1.21393,1.51048,1.51604,1.4475875
3458.0,0.0,1.53983,1.21435,1.49797,1.50481,1.43924
3459.0,0.0,1.53196,1.21474,1.48843,1.49594,1.4327675
3460.0,0.0,1.53011,1.21615,1.48618,1.49355,1.4314975
3461.0,0.0,1.53578,1.21954,1.49272,1.49922,1.4368150000000002
3462.0,0.0,1.54707,1.22491,1.50553,1.51089,1.4471
3463.0,0.0,1.55944,1.23091,1.51935,1.52373,1.4583575
3464.0,0.0,1.56874,1.23579,1.52972,1.53337,1.466905
3465.0,0.0,1.57394,1.2388,1.53581,1.53884,1.4718475
3466.0,0.0,1.57695,1.24,1.53981,1.54226,1.474755
3467.0,0.0,1.57955,1.23973,1.54392,1.5456,1.4772
3468.0,0.0,1.58181,1.23839,1.54792,1.54882,1.4792349999999999
3469.0,0.0,1.58209,1.23646,1.54939,1.54992,1.479465
3470.0,0.0,1.57824,1.23438,1.54549,1.54634,1.4761125
3471.0,0.0,1.56929,1.23257,1.53498,1.53688,1.4684300000000001
3472.0,0.0,1.55622,1.23156,1.51913,1.52262,1.4573825
3473.0,0.0,1.54153,1.23133,1.50115,1.5064,1.4451025000000002
3474.0,0.0,1.52799,1.23103,1.485,1.49156,1.433895
3475.0,0.0,1.51816,1.22947,1.47415,1.48113,1.4257275
3476.0,0.0,1.51357,1.22596,1.47048,1.4769,1.4217275000000003
3477.0,0.0,1.514,1.2208,1.47338,1.47851,1.4216725
3478.0,0.0,1.51762,1.21529,1.48007,1.48369,1.4241675
3479.0,0.0,1.52198,1.21116,1.48701,1.48949,1.42741
3480.0,0.0,1.52499,1.20943,1.49144,1.49346,1.42983
3481.0,0.0,1.52589,1.20999,1.49264,1.49474,1.430815
3482.0,0.0,1.52601,1.2122,1.49247,1.49481,1.4313725
3483.0,0.0,1.52826,1.21596,1.49451,1.49684,1.4338925
3484.0,0.0,1.53485,1.22155,1.50129,1.50329,1.440245
3485.0,0.0,1.5449,1.22865,1.51176,1.51336,1.4496674999999999
3486.0,0.0,1.5545,1.23628,1.52143,1.52295,1.45879
3487.0,0.0,1.5593,1.24336,1.52527,1.52737,1.463825
3488.0,0.0,1.5573,1.2489,1.52117,1.52446,1.4629575
3489.0,0.0,1.55022,1.25226,1.51158,1.51609,1.4575375
3490.0,0.0,1.54274,1.25381,1.50216,1.50741,1.45153
3491.0,0.0,1.53929,1.25499,1.4979,1.50326,1.44886
3492.0,0.0,1.54059,1.25681,1.49938,1.5045,1.45032
3493.0,0.0,1.54314,1.25855,1.50268,1.50752,1.4529725
3494.0,0.0,1.54285,1.25848,1.50326,1.50793,1.45313
3495.0,0.0,1.53903,1.25563,1.50042,1.50483,1.4499775000000001
3496.0,0.0,1.53467,1.2506,1.49758,1.50122,1.4460175
3497.0,0.0,1.53312,1.24453,1.49845,1.5006,1.444175
3498.0,0.0,1.53462,1.23755,1.50329,1.5034,1.444715
3499.0,0.0,1.53668,1.22922,1.50921,1.50702,1.4455324999999999
3500.0,0.0,1.53736,1.2201,1.51353,1.50927,1.445065
3501.0,0.0,1.53677,1.21199,1.51578,1.51002,1.44364
3502.0,0.0,1.53543,1.2064,1.5162,1.50966,1.4419225
3503.0,0.0,1.53242,1.20299,1.51399,1.5073,1.4391749999999999
3504.0,0.0,1.52661,1.2003,1.50824,1.50181,1.43424
3505.0,0.0,1.51857,1.19755,1.49973,1.49378,1.4274075
3506.0,0.0,1.51022,1.19514,1.49049,1.48514,1.4202474999999999
3507.0,0.0,1.50256,1.19356,1.48163,1.47696,1.4136775
3508.0,0.0,1.49484,1.1926,1.47241,1.46853,1.407095
3509.0,0.0,1.48583,1.1915,1.46158,1.45865,1.39939
3510.0,0.0,1.47543,1.18978,1.44918,1.44727,1.390415
3511.0,0.0,1.46521,1.18785,1.4371,1.43612,1.38157
3512.0,0.0,1.45805,1.18686,1.42859,1.42816,1.375415
3513.0,0.0,1.45696,1.18795,1.42715,1.42658,1.37466
3514.0,0.0,1.46347,1.19128,1.43465,1.43316,1.3806399999999999
3515.0,0.0,1.47623,1.19573,1.44975,1.44671,1.392105
3516.0,0.0,1.49109,1.1998,1.46757,1.46285,1.4053274999999998
3517.0,0.0,1.50277,1.20271,1.48162,1.47576,1.4157149999999998
3518.0,0.0,1.50724,1.2046,1.48674,1.48075,1.4198325
3519.0,0.0,1.5032,1.20586,1.48131,1.47624,1.4166524999999999
3520.0,0.0,1.49226,1.20673,1.46742,1.46398,1.4075975
3521.0,0.0,1.47779,1.20733,1.44931,1.44776,1.3955475
3522.0,0.0,1.46324,1.20784,1.43127,1.43143,1.3834449999999998
3523.0,0.0,1.45121,1.20832,1.41659,1.41798,1.373525
3524.0,0.0,1.44369,1.20856,1.40784,1.40971,1.3674499999999998
3525.0,0.0,1.44228,1.20821,1.40709,1.40844,1.3665049999999999
3526.0,0.0,1.4477,1.20741,1.41497,1.41492,1.3712499999999999
3527.0,0.0,1.4587,1.20665,1.4296,1.4276,1.3806375
3528.0,0.0,1.47197,1.20665,1.44656,1.4427,1.3919700000000002
3529.0,0.0,1.48385,1.20797,1.46119,1.45607,1.4022700000000001
3530.0,0.0,1.49213,1.21055,1.47099,1.46531,1.4097449999999998
3531.0,0.0,1.49689,1.21361,1.47647,1.47062,1.4143975000000002
