Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.21831,1.11178,1.00536,1.07874,1.1035475000000001
3401.0,0.0,1.2043,1.10407,0.9907,1.06503,1.091025
3402.0,0.0,1.19202,1.1008,0.97629,1.05216,1.0803175
3403.0,0.0,1.18221,1.10036,0.96494,1.04184,1.0723375
3404.0,0.0,1.17465,1.10106,0.95744,1.03469,1.0669600000000001
3405.0,0.0,1.16863,1.10179,0.95132,1.02899,1.0626825
3406.0,0.0,1.16414,1.10235,0.94543,1.02376,1.05892
3407.0,0.0,1.16224,1.10325,0.94228,1.02077,1.057135
3408.0,0.0,1.16346,1.10499,0.94458,1.02222,1.0588125
3409.0,0.0,1.16623,1.1073,0.95068,1.027,1.0628025
3410.0,0.0,1.16747,1.10942,0.95468,1.03047,1.06551
3411.0,0.0,1.16535,1.11106,0.95232,1.0289,1.0644075000000002
3412.0,0.0,1.16107,1.11271,0.9455,1.02341,1.0606725000000001
3413.0,0.0,1.15798,1.11502,0.94001,1.01864,1.0579125
3414.0,0.0,1.1591,1.11786,0.94074,1.01876,1.059115
3415.0,0.0,1.16543,1.12048,0.94874,1.02501,1.064915
3416.0,0.0,1.17605,1.12232,0.96216,1.03613,1.074165
3417.0,0.0,1.18908,1.12347,0.97832,1.04999,1.085215
3418.0,0.0,1.20225,1.12453,0.99439,1.06423,1.0963500000000002
3419.0,0.0,1.21314,1.12607,1.00665,1.07593,1.1054475
3420.0,0.0,1.2197,1.12834,1.0117,1.08218,1.1104800000000001
3421.0,0.0,1.22116,1.13117,1.00917,1.08204,1.1108850000000001
3422.0,0.0,1.21866,1.13401,1.00244,1.07748,1.1081474999999998
3423.0,0.0,1.21468,1.13614,0.99604,1.07199,1.1047124999999998
3424.0,0.0,1.21195,1.13717,0.99303,1.06852,1.1026675
3425.0,0.0,1.21267,1.13731,0.9945,1.06874,1.103305
3426.0,0.0,1.21791,1.13727,1.00122,1.07373,1.1075325
3427.0,0.0,1.22672,1.13759,1.01347,1.08375,1.1153825000000002
3428.0,0.0,1.23557,1.13813,1.02728,1.09562,1.1241500000000002
3429.0,0.0,1.23974,1.13829,1.03455,1.10267,1.1288125
3430.0,0.0,1.2366,1.13783,1.03013,1.10009,1.1261625
3431.0,0.0,1.22776,1.13724,1.01678,1.08931,1.1177725
3432.0,0.0,1.21801,1.13739,1.00268,1.07683,1.1087275
3433.0,0.0,1.21171,1.13879,0.99526,1.06931,1.1037675
3434.0,0.0,1.20953,1.14102,0.99585,1.06874,1.103785
3435.0,0.0,1.20772,1.1427,0.99867,1.07075,1.10496
3436.0,0.0,1.20078,1.14208,0.99545,1.068,1.1015774999999999
