Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.39308,1.36416,1.35698,1.34982,1.3660100000000002
3401.0,0.0,1.38564,1.35598,1.34991,1.34164,1.3582925000000001
3402.0,0.0,1.37842,1.3476,1.34219,1.33355,1.35044
3403.0,0.0,1.37154,1.3392,1.33466,1.3257,1.342775
3404.0,0.0,1.36508,1.33167,1.32782,1.31893,1.335875
3405.0,0.0,1.35943,1.32528,1.32183,1.31333,1.3299675
3406.0,0.0,1.35509,1.32017,1.31697,1.309,1.3253074999999999
3407.0,0.0,1.35191,1.31649,1.31344,1.30599,1.3219575
3408.0,0.0,1.34947,1.3138,1.31072,1.30393,1.31948
3409.0,0.0,1.3478,1.31213,1.30901,1.3028,1.3179349999999999
3410.0,0.0,1.34701,1.31114,1.30813,1.30228,1.3171400000000002
3411.0,0.0,1.3471,1.31058,1.30766,1.30222,1.3168900000000001
3412.0,0.0,1.34796,1.31077,1.30802,1.30284,1.3173975
3413.0,0.0,1.34937,1.31139,1.30906,1.30388,1.318425
3414.0,0.0,1.3516,1.31319,1.31093,1.30596,1.32042
3415.0,0.0,1.3547,1.31606,1.31388,1.30887,1.3233774999999999
3416.0,0.0,1.35862,1.3203,1.3178,1.31291,1.3274075
3417.0,0.0,1.3631,1.32571,1.32264,1.31781,1.332315
3418.0,0.0,1.36783,1.33184,1.32803,1.32322,1.33773
3419.0,0.0,1.37255,1.33823,1.33361,1.32875,1.343285
3420.0,0.0,1.37699,1.34421,1.33897,1.33386,1.3485074999999997
3421.0,0.0,1.38105,1.34936,1.34364,1.33827,1.3530799999999998
3422.0,0.0,1.38453,1.35346,1.34762,1.34176,1.3568425
3423.0,0.0,1.38731,1.35646,1.35075,1.34438,1.359725
3424.0,0.0,1.38948,1.35874,1.35313,1.34638,1.3619325
3425.0,0.0,1.39129,1.36052,1.35521,1.34797,1.3637475000000001
3426.0,0.0,1.39281,1.36224,1.35691,1.34947,1.3653575
3427.0,0.0,1.39385,1.36377,1.35825,1.3508,1.3666675000000001
3428.0,0.0,1.39431,1.36526,1.35945,1.35203,1.3677625
3429.0,0.0,1.3941,1.36602,1.36006,1.35264,1.368205
3430.0,0.0,1.3933,1.36607,1.35975,1.35267,1.3679474999999999
3431.0,0.0,1.39154,1.36477,1.3586,1.35158,1.3666225
3432.0,0.0,1.38863,1.36219,1.35628,1.34946,1.36414
3433.0,0.0,1.38441,1.35815,1.35255,1.34608,1.3602975
3434.0,0.0,1.37887,1.35269,1.34754,1.34151,1.3551525
3435.0,0.0,1.37202,1.34582,1.34113,1.33557,1.3486349999999998
3436.0,0.0,1.36407,1.33714,1.33321,1.32808,1.340625
3437.0,0.0,1.35521,1.32715,1.32388,1.31927,1.3313774999999999
3438.0,0.0,1.34559,1.31533,1.31355,1.30891,1.320845
3439.0,0.0,1.3361,1.30324,1.30281,1.29825,1.3100999999999998
3440.0,0.0,1.3273,1.29091,1.29228,1.2874,1.2994725
3441.0,0.0,1.31999,1.28053,1.2831,1.27835,1.2904925
3442.0,0.0,1.31417,1.27243,1.27607,1.27119,1.2834649999999999
3443.0,0.0,1.31054,1.26789,1.27167,1.26723,1.2793325000000002
3444.0,0.0,1.30927,1.26697,1.2702,1.26627,1.2781775
3445.0,0.0,1.31006,1.2691,1.27135,1.26792,1.2796075
3446.0,0.0,1.31208,1.27382,1.27451,1.27163,1.28301
3447.0,0.0,1.31422,1.27946,1.27861,1.27586,1.2870375
3448.0,0.0,1.31632,1.28518,1.28291,1.28005,1.291115
3449.0,0.0,1.31793,1.28973,1.28636,1.283,1.2942550000000002
3450.0,0.0,1.3187,1.29214,1.28824,1.28415,1.2958075
3451.0,0.0,1.31824,1.2927,1.28868,1.28366,1.2958200000000002
3452.0,0.0,1.31624,1.29083,1.28736,1.28109,1.2938800000000001
3453.0,0.0,1.31347,1.28788,1.28477,1.27778,1.290975
3454.0,0.0,1.31006,1.28384,1.28142,1.27362,1.2872350000000001
3455.0,0.0,1.30653,1.27949,1.27748,1.26948,1.283245
3456.0,0.0,1.30318,1.27528,1.27371,1.26561,1.279445
3457.0,0.0,1.3001,1.27107,1.2701,1.26196,1.2758075
3458.0,0.0,1.29774,1.26767,1.26689,1.2592,1.272875
3459.0,0.0,1.29621,1.26489,1.2649,1.25702,1.270755
3460.0,0.0,1.29591,1.26354,1.26389,1.25623,1.2698925
3461.0,0.0,1.29655,1.26364,1.26386,1.25669,1.2701850000000001
3462.0,0.0,1.298,1.26533,1.26553,1.25859,1.2718625000000001
3463.0,0.0,1.30017,1.26854,1.26826,1.26171,1.27467
3464.0,0.0,1.30294,1.27227,1.27127,1.2653,1.277945
3465.0,0.0,1.30591,1.2767,1.27485,1.26948,1.2817349999999998
3466.0,0.0,1.30804,1.2802,1.27822,1.27255,1.2847525
3467.0,0.0,1.30943,1.28319,1.2805,1.2752,1.28708
3468.0,0.0,1.30962,1.28458,1.28168,1.27628,1.2880399999999999
3469.0,0.0,1.30866,1.28443,1.28156,1.27599,1.28766
3470.0,0.0,1.30649,1.28247,1.27983,1.27406,1.2857125
3471.0,0.0,1.30303,1.27856,1.27627,1.27043,1.2820725
3472.0,0.0,1.29865,1.27315,1.27158,1.26554,1.2772299999999999
3473.0,0.0,1.2936,1.26659,1.26617,1.25951,1.2714675
