Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.59547,1.12832,1.51377,1.50638,1.435985
3401.0,0.0,1.57946,1.12109,1.49732,1.49029,1.42204
3402.0,0.0,1.56623,1.12061,1.48211,1.47577,1.41118
3403.0,0.0,1.5556,1.12318,1.46895,1.46339,1.40278
3404.0,0.0,1.54705,1.12668,1.45757,1.45277,1.3960175
3405.0,0.0,1.53995,1.12813,1.44759,1.44341,1.38977
3406.0,0.0,1.53452,1.12694,1.43954,1.43585,1.3842125
3407.0,0.0,1.53153,1.12636,1.43486,1.43151,1.3810650000000002
3408.0,0.0,1.53121,1.12899,1.43432,1.43116,1.3814199999999999
3409.0,0.0,1.53244,1.13445,1.43648,1.43341,1.384195
3410.0,0.0,1.53318,1.13918,1.43768,1.43473,1.3861925000000002
3411.0,0.0,1.53152,1.1408,1.43456,1.43192,1.3847
3412.0,0.0,1.52772,1.14174,1.42712,1.42503,1.3804024999999998
3413.0,0.0,1.52405,1.1447,1.41913,1.41768,1.37639
3414.0,0.0,1.52324,1.1489,1.41585,1.41481,1.3757
3415.0,0.0,1.52759,1.15161,1.4209,1.41967,1.3799424999999998
3416.0,0.0,1.53668,1.15196,1.43432,1.43218,1.3887850000000002
3417.0,0.0,1.54921,1.15169,1.45299,1.44938,1.4008174999999998
3418.0,0.0,1.56182,1.15212,1.47203,1.46678,1.4131875
3419.0,0.0,1.57215,1.15387,1.48672,1.48014,1.4232200000000002
3420.0,0.0,1.57791,1.15729,1.49391,1.48665,1.42894
3421.0,0.0,1.57924,1.16209,1.49328,1.48603,1.4301599999999999
3422.0,0.0,1.57705,1.16736,1.48755,1.48075,1.4281774999999999
3423.0,0.0,1.57387,1.17151,1.48085,1.47461,1.42521
3424.0,0.0,1.57137,1.17283,1.4764,1.4705,1.4227750000000001
3425.0,0.0,1.57106,1.17145,1.47593,1.47005,1.4221225
3426.0,0.0,1.57339,1.16975,1.47993,1.47376,1.4242075
3427.0,0.0,1.57793,1.17014,1.48773,1.48098,1.429195
3428.0,0.0,1.58275,1.17232,1.49677,1.48929,1.4352825
3429.0,0.0,1.58552,1.1734,1.50256,1.49449,1.4389925
3430.0,0.0,1.58393,1.17208,1.50134,1.49318,1.4376324999999999
3431.0,0.0,1.57879,1.17014,1.49344,1.48582,1.4320475
3432.0,0.0,1.5723,1.16961,1.48315,1.47649,1.4253875
3433.0,0.0,1.56706,1.17194,1.47546,1.46974,1.42105
3434.0,0.0,1.56325,1.17755,1.47146,1.4664,1.4196650000000002
3435.0,0.0,1.55805,1.18336,1.46699,1.46234,1.417685
3436.0,0.0,1.5477,1.18395,1.45602,1.45182,1.4098725
3437.0,0.0,1.53026,1.17671,1.43493,1.43148,1.393345
3438.0,0.0,1.50706,1.16436,1.40518,1.40284,1.3698600000000003
3439.0,0.0,1.4826,1.1529,1.37277,1.37176,1.3450075
3440.0,0.0,1.46207,1.14643,1.34523,1.34547,1.3248
