Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,1.51386,1.01342,1.03166,1.02446,1.01259,1.0205325
3401.0,2.11998,1.001,1.01981,1.01218,1.00029,1.0083199999999999
3402.0,1.66832,0.98955,1.00949,1.0012,0.9886,0.9972099999999999
3403.0,0.9096,0.97982,1.00102,0.9921,0.97847,0.9878525
3404.0,1.27168,0.97178,0.99409,0.98473,0.97005,0.9801625
3405.0,1.73255,0.96468,0.98771,0.97807,0.96268,0.973285
3406.0,2.47676,0.95853,0.98206,0.97219,0.95635,0.9672825
3407.0,1.01747,0.95493,0.97899,0.96891,0.9526,0.9638575
3408.0,1.3539,0.95544,0.98006,0.96988,0.95294,0.96458
3409.0,2.03497,0.95889,0.98399,0.97383,0.95625,0.96824
3410.0,0.52377,0.96105,0.98634,0.97621,0.95834,0.970485
3411.0,1.16403,0.9579,0.98328,0.97294,0.95507,0.9672975
3412.0,1.47393,0.94955,0.97542,0.96459,0.94647,0.9590075
3413.0,0.76489,0.94061,0.96742,0.95604,0.93718,0.9503125
3414.0,1.68928,0.9368,0.96454,0.95289,0.9331,0.9468325
3415.0,0.42734,0.94168,0.96969,0.95823,0.93795,0.9518875
3416.0,0.28175,0.95514,0.98256,0.97165,0.95169,0.96526
3417.0,1.61466,0.97391,1.00008,0.98986,0.97097,0.9837049999999999
3418.0,1.14755,0.99311,1.0177,1.00819,0.99073,1.0024325
3419.0,1.81323,1.00774,1.03092,1.02207,1.00578,1.0166275
3420.0,0.82724,1.01427,1.0365,1.02812,1.01248,1.0228424999999999
3421.0,0.87064,1.01224,1.03421,1.02597,1.01028,1.020675
3422.0,1.35633,1.00519,1.02762,1.01915,1.00282,1.013695
3423.0,1.67259,0.99821,1.02151,1.01265,0.9954,1.0069425
3424.0,1.08126,0.9944,1.01838,1.0092,0.99135,1.0033325
3425.0,1.41693,0.99415,1.01824,1.00903,0.99107,1.0031225
3426.0,0.13612,0.9976,1.02132,1.01244,0.99459,1.0064875
3427.0,1.7523,1.00562,1.02874,1.0205,1.00273,1.0143974999999998
3428.0,1.11626,1.01679,1.03927,1.03182,1.01411,1.0254975000000002
3429.0,1.17329,1.02517,1.0469,1.04,1.02283,1.033725
3430.0,1.53896,1.02409,1.04519,1.03829,1.02201,1.032395
3431.0,1.01978,1.01302,1.03424,1.0268,1.01085,1.0212275000000002
3432.0,1.06471,0.99898,1.02122,1.01296,0.99644,1.0074
3433.0,1.43049,0.99018,1.014,1.00503,0.98718,0.9990975
3434.0,2.21818,0.9889,1.01412,1.00483,0.98559,0.9983599999999999
3435.0,1.38014,0.98974,1.01559,1.00633,0.98639,0.9995125
3436.0,0.76494,0.98466,1.0105,1.00133,0.98141,0.9944749999999999
3437.0,2.1326,0.96919,0.99501,0.98559,0.96602,0.9789525
3438.0,1.42665,0.9447,0.97109,0.96086,0.94141,0.9545149999999999
3439.0,0.84632,0.91701,0.94485,0.93323,0.91329,0.927095
3440.0,1.21218,0.89362,0.9235,0.91031,0.88923,0.904165
3441.0,0.97454,0.88045,0.91239,0.89799,0.87541,0.89156
3442.0,1.20506,0.8791,0.91246,0.89758,0.87369,0.8907075
3443.0,1.93886,0.88623,0.91981,0.90517,0.88088,0.8980225
3444.0,0.80193,0.89674,0.92927,0.91538,0.89177,0.90829
