Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,1.64037,1.7755,1.79992,1.7717,1.76995,1.7792675
3401.0,1.40136,1.76233,1.78571,1.75779,1.7565,1.7655825
3402.0,1.58272,1.75076,1.77301,1.74539,1.74457,1.7534324999999997
3403.0,1.60702,1.74074,1.76245,1.7352,1.73521,1.7433999999999998
3404.0,1.59216,1.73311,1.75434,1.7271,1.7281,1.7356625
3405.0,2.11961,1.72734,1.74827,1.721,1.72285,1.729865
3406.0,1.70049,1.72342,1.74395,1.71677,1.71942,1.7258899999999997
3407.0,1.80773,1.721,1.74125,1.7142,1.71739,1.72346
3408.0,1.40773,1.71963,1.73992,1.7129,1.71642,1.7222175000000002
3409.0,1.68885,1.71913,1.73944,1.7123,1.7162,1.7217675
3410.0,1.40503,1.71908,1.73918,1.71208,1.71625,1.7216475
3411.0,1.38254,1.71934,1.73882,1.71201,1.71643,1.7216500000000001
3412.0,1.38098,1.7201,1.73867,1.71212,1.71688,1.7219425
3413.0,1.4122,1.72127,1.73928,1.71276,1.71792,1.7228075
3414.0,1.42621,1.72353,1.7413,1.71447,1.71987,1.7247925
3415.0,1.40191,1.7267,1.74506,1.71796,1.72311,1.7282075
3416.0,1.61454,1.73104,1.75066,1.7232,1.72771,1.7331525
3417.0,1.51693,1.73616,1.75757,1.72982,1.73325,1.7392
3418.0,1.50756,1.7415,1.76482,1.73685,1.73909,1.745565
3419.0,1.93587,1.74662,1.77141,1.74337,1.74459,1.7514975000000002
3420.0,1.50495,1.75083,1.77644,1.74846,1.74915,1.7562200000000001
3421.0,1.19121,1.75407,1.77956,1.75185,1.75232,1.75945
3422.0,1.55694,1.75611,1.78093,1.75359,1.75423,1.761215
3423.0,1.63396,1.7574,1.78124,1.7541,1.75516,1.761975
3424.0,1.59817,1.75812,1.78117,1.75408,1.75556,1.7622324999999999
3425.0,1.55244,1.75872,1.78133,1.75426,1.75591,1.7625549999999999
3426.0,1.49967,1.7593,1.782,1.75508,1.75637,1.7631875
3427.0,1.66293,1.75984,1.78315,1.75639,1.75701,1.7640975
3428.0,1.78297,1.76013,1.7842,1.75745,1.7575,1.76482
3429.0,1.57255,1.75985,1.78429,1.75772,1.75724,1.7647749999999998
3430.0,1.55848,1.75877,1.78292,1.7568,1.75608,1.7636425
3431.0,1.67673,1.75678,1.78016,1.75463,1.75402,1.7613975
3432.0,1.20424,1.75378,1.77629,1.75136,1.75096,1.7580975
3433.0,1.73775,1.74967,1.77151,1.74723,1.74706,1.7538675000000001
3434.0,1.91077,1.74416,1.7656,1.742,1.7421,1.748465
3435.0,1.55944,1.73687,1.75782,1.73512,1.73548,1.7413224999999999
3436.0,1.81909,1.72762,1.74733,1.72583,1.72666,1.73186
3437.0,1.73145,1.71641,1.734,1.71385,1.71556,1.719955
3438.0,1.7614,1.70388,1.7186,1.69952,1.7028,1.7062
3439.0,1.04484,1.69124,1.70276,1.68433,1.68959,1.69198
3440.0,1.60316,1.67948,1.68844,1.6703,1.67754,1.6789399999999999
3441.0,1.67526,1.67025,1.67752,1.65933,1.66803,1.6687824999999998
3442.0,1.47949,1.66378,1.67104,1.65243,1.66194,1.6622975000000002
3443.0,1.61541,1.66073,1.66899,1.64967,1.65923,1.659655
3444.0,1.61708,1.66032,1.67052,1.65064,1.65932,1.6602000000000001
3445.0,1.3475,1.66183,1.67446,1.6542,1.66148,1.6629924999999999
3446.0,1.61878,1.66435,1.67951,1.65914,1.66433,1.6668325
3447.0,1.73651,1.66641,1.68428,1.6639,1.66689,1.6703700000000001
3448.0,1.37899,1.66751,1.68742,1.66693,1.66821,1.6725175
3449.0,1.83519,1.66653,1.68761,1.66741,1.66712,1.6721675
3450.0,1.55657,1.66364,1.68456,1.66516,1.66368,1.6692600000000002
3451.0,1.67418,1.65897,1.67912,1.66045,1.65842,1.66424
3452.0,1.55229,1.65308,1.67238,1.65397,1.65192,1.6578374999999999
3453.0,1.50046,1.64687,1.66529,1.64702,1.64521,1.6510975
3454.0,1.26633,1.64065,1.65854,1.64051,1.63895,1.6446625
3455.0,1.43952,1.63496,1.65243,1.63461,1.63339,1.6388475000000002
3456.0,1.51218,1.62998,1.64679,1.62911,1.62854,1.633605
3457.0,1.25255,1.62571,1.64153,1.6241,1.62423,1.6288925
3458.0,1.78703,1.62274,1.63716,1.61986,1.62093,1.6251725000000001
3459.0,1.61819,1.621,1.63455,1.61704,1.61926,1.6229624999999999
3460.0,1.24395,1.62121,1.63416,1.61641,1.61927,1.6227625
3461.0,1.7994,1.62308,1.63641,1.61865,1.62135,1.6248725
3462.0,1.91132,1.62654,1.64113,1.62289,1.62553,1.6290225
3463.0,1.78207,1.631,1.64708,1.62848,1.63041,1.6342425
3464.0,1.55241,1.63548,1.65287,1.63454,1.63529,1.639545
3465.0,1.60986,1.63978,1.65807,1.64014,1.63982,1.6444525
3466.0,1.70512,1.64261,1.66206,1.64411,1.64299,1.6479424999999999
3467.0,1.31363,1.64443,1.66418,1.64657,1.64453,1.6499275
3468.0,1.38894,1.64417,1.66438,1.6474,1.64455,1.6501249999999998
3469.0,1.3918,1.64243,1.66261,1.64607,1.64289,1.6484999999999999
3470.0,1.78308,1.63871,1.65844,1.64246,1.63921,1.644705
3471.0,1.61913,1.63345,1.65186,1.63676,1.63374,1.6389524999999998
3472.0,1.79722,1.62699,1.64364,1.62921,1.62707,1.6317274999999998
3473.0,1.65165,1.61978,1.63453,1.62031,1.61941,1.6235075
3474.0,1.55273,1.61269,1.6254,1.61143,1.61155,1.6152675
3475.0,1.65266,1.60617,1.61749,1.60358,1.60452,1.60794
3476.0,1.5986,1.60094,1.61169,1.59736,1.59872,1.6021775
3477.0,1.63625,1.59715,1.60808,1.59319,1.59448,1.598225
3478.0,1.64599,1.595,1.60648,1.59128,1.59204,1.5962
