Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.35823,1.21287,1.25236,1.30757,1.2827575
3401.0,0.0,1.34514,1.20839,1.24731,1.29661,1.2743625
3402.0,0.0,1.33241,1.20443,1.24288,1.2856,1.26633
3403.0,0.0,1.32129,1.20106,1.23914,1.27558,1.2592675
3404.0,0.0,1.31228,1.19846,1.23619,1.26714,1.2535175
3405.0,0.0,1.30535,1.19651,1.23403,1.26053,1.249105
3406.0,0.0,1.30039,1.19518,1.2326,1.25584,1.2460025
3407.0,0.0,1.2974,1.1946,1.23188,1.25301,1.2442225
3408.0,0.0,1.29628,1.19467,1.23185,1.25171,1.2436274999999999
3409.0,0.0,1.29651,1.19531,1.23242,1.25143,1.2439175
3410.0,0.0,1.2972,1.19645,1.23347,1.25148,1.24465
3411.0,0.0,1.29753,1.19783,1.23482,1.25142,1.2454
3412.0,0.0,1.29724,1.19947,1.23639,1.25128,1.246095
3413.0,0.0,1.29697,1.20133,1.23818,1.25163,1.2470275000000002
3414.0,0.0,1.29791,1.20331,1.24008,1.25334,1.2486599999999999
3415.0,0.0,1.3012,1.2053,1.24203,1.25716,1.2514224999999999
3416.0,0.0,1.3073,1.20722,1.24393,1.26329,1.2554349999999999
3417.0,0.0,1.31577,1.20916,1.2458,1.27129,1.2605050000000002
3418.0,0.0,1.3254,1.21108,1.24763,1.28011,1.2660550000000002
3419.0,0.0,1.33462,1.21296,1.24941,1.28847,1.271365
3420.0,0.0,1.34198,1.21476,1.25111,1.2952,1.2757625
3421.0,0.0,1.34662,1.21645,1.2527,1.29964,1.2788525
3422.0,0.0,1.34849,1.21801,1.25416,1.30182,1.28062
3423.0,0.0,1.34844,1.21944,1.25546,1.30245,1.2814475
3424.0,0.0,1.34783,1.22066,1.25659,1.30262,1.281925
3425.0,0.0,1.34812,1.22166,1.25751,1.30347,1.2826899999999999
3426.0,0.0,1.35019,1.2225,1.25821,1.30561,1.2841274999999999
