Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.55336,1.56562,1.54616,1.54489,1.5525075
3401.0,0.0,1.5395,1.55999,1.5317,1.53933,1.54263
3402.0,0.0,1.52829,1.5541,1.51943,1.53364,1.533865
3403.0,0.0,1.51952,1.54807,1.50948,1.52793,1.52625
3404.0,0.0,1.51253,1.54211,1.50143,1.52244,1.5196275
3405.0,0.0,1.50668,1.5365,1.49474,1.51737,1.5138224999999998
3406.0,0.0,1.50217,1.53161,1.48952,1.51308,1.5090949999999999
3407.0,0.0,1.50003,1.52763,1.4868,1.5097,1.50604
3408.0,0.0,1.50079,1.52444,1.48727,1.50707,1.5048925
3409.0,0.0,1.50313,1.52192,1.48969,1.50506,1.50495
3410.0,0.0,1.50439,1.52021,1.49118,1.50383,1.5049024999999998
3411.0,0.0,1.50286,1.51937,1.48953,1.50338,1.5037850000000001
3412.0,0.0,1.4994,1.51942,1.48533,1.50371,1.501965
3413.0,0.0,1.49681,1.5204,1.48166,1.5048,1.5009175
3414.0,0.0,1.49778,1.5222,1.48183,1.50659,1.5021
3415.0,0.0,1.5033,1.52474,1.48743,1.50897,1.5061099999999998
3416.0,0.0,1.51258,1.52777,1.49779,1.51174,1.51247
3417.0,0.0,1.52381,1.53106,1.51076,1.51468,1.5200775000000002
3418.0,0.0,1.53473,1.53442,1.52359,1.5177,1.5276099999999997
3419.0,0.0,1.54318,1.53775,1.53363,1.52069,1.5338125
3420.0,0.0,1.54765,1.54093,1.53899,1.52355,1.5377800000000001
3421.0,0.0,1.54796,1.54399,1.53938,1.52629,1.539405
3422.0,0.0,1.54536,1.54674,1.53625,1.52871,1.539265
3423.0,0.0,1.54185,1.54911,1.53206,1.53081,1.5384575
3424.0,0.0,1.53931,1.55101,1.52905,1.5325,1.5379675
3425.0,0.0,1.53916,1.55245,1.5288,1.53381,1.538555
3426.0,0.0,1.54225,1.55336,1.53217,1.53467,1.5406125
3427.0,0.0,1.54811,1.55349,1.53877,1.53484,1.5438025000000002
3428.0,0.0,1.55428,1.55252,1.54612,1.53408,1.54675
3429.0,0.0,1.5572,1.5506,1.5503,1.53253,1.5476575000000001
3430.0,0.0,1.55474,1.54775,1.54854,1.53019,1.5453050000000002
3431.0,0.0,1.54814,1.54414,1.54166,1.5272,1.540285
3432.0,0.0,1.54116,1.53986,1.53365,1.52365,1.53458
3433.0,0.0,1.53708,1.53478,1.52848,1.5194,1.529935
3434.0,0.0,1.53586,1.52878,1.5267,1.51435,1.5264225
3435.0,0.0,1.53389,1.52179,1.52477,1.5084,1.5222125
3436.0,0.0,1.52645,1.51387,1.5175,1.50161,1.5148575000000002
3437.0,0.0,1.51092,1.50557,1.50164,1.4945,1.5031575
3438.0,0.0,1.4885,1.49735,1.47799,1.48741,1.4878125
3439.0,0.0,1.46384,1.48977,1.45123,1.48084,1.47142
3440.0,0.0,1.4429,1.48313,1.42781,1.475,1.45721
3441.0,0.0,1.43029,1.47741,1.41305,1.46986,1.4476525
3442.0,0.0,1.42708,1.47246,1.40871,1.46527,1.44338
3443.0,0.0,1.43092,1.46832,1.41268,1.46128,1.4432999999999998
3444.0,0.0,1.43851,1.46527,1.42138,1.45816,1.44583
3445.0,0.0,1.44821,1.46336,1.43262,1.45598,1.4500425000000001
3446.0,0.0,1.45993,1.4625,1.44603,1.45465,1.4557775
3447.0,0.0,1.4726,1.46219,1.46064,1.45374,1.4622925
3448.0,0.0,1.48251,1.46179,1.47288,1.45269,1.4674675000000001
3449.0,0.0,1.48509,1.46128,1.47783,1.45154,1.468935
3450.0,0.0,1.47884,1.46048,1.47329,1.45018,1.4656975
3451.0,0.0,1.46709,1.45943,1.46211,1.44865,1.45932
3452.0,0.0,1.45559,1.45835,1.45031,1.44716,1.4528525
3453.0,0.0,1.44842,1.45705,1.44265,1.44558,1.4484249999999999
3454.0,0.0,1.44567,1.45538,1.43968,1.44376,1.4461225
3455.0,0.0,1.44423,1.45315,1.43826,1.44154,1.4442949999999999
3456.0,0.0,1.44058,1.45045,1.43447,1.43902,1.44113
3457.0,0.0,1.43332,1.44802,1.42655,1.43683,1.4361799999999998
3458.0,0.0,1.42407,1.44604,1.41614,1.43512,1.4303425
3459.0,0.0,1.41657,1.44479,1.40725,1.43412,1.4256825000000002
3460.0,0.0,1.41459,1.4444,1.40414,1.43389,1.424255
3461.0,0.0,1.41973,1.44462,1.40884,1.43421,1.42685
3462.0,0.0,1.43007,1.4446,1.41963,1.4343,1.43215
3463.0,0.0,1.44115,1.44471,1.43183,1.43454,1.4380575
3464.0,0.0,1.44922,1.4449,1.44112,1.43484,1.44252
3465.0,0.0,1.45367,1.44522,1.44645,1.43519,1.4451325000000002
3466.0,0.0,1.4563,1.44549,1.44966,1.43546,1.4467275
3467.0,0.0,1.4588,1.44557,1.45291,1.43554,1.4482050000000002
3468.0,0.0,1.46112,1.44528,1.45622,1.43525,1.4494675
3469.0,0.0,1.46154,1.44401,1.45767,1.43403,1.4493125
3470.0,0.0,1.458,1.44187,1.45473,1.43205,1.4466625
3471.0,0.0,1.44968,1.43927,1.44616,1.42968,1.4411975000000001
3472.0,0.0,1.43748,1.43623,1.43279,1.42689,1.4333475
3473.0,0.0,1.42347,1.433,1.41705,1.42388,1.42435
3474.0,0.0,1.41017,1.43,1.40208,1.42101,1.4158149999999998
3475.0,0.0,1.40007,1.42732,1.39093,1.41839,1.4091775000000002
3476.0,0.0,1.39485,1.425,1.38562,1.41605,1.40538
3477.0,0.0,1.3947,1.42308,1.38634,1.41411,1.4045575
3478.0,0.0,1.3983,1.42179,1.39135,1.4128,1.40606
3479.0,0.0,1.40333,1.421,1.39781,1.41199,1.4085325
3480.0,0.0,1.40732,1.42056,1.40285,1.41151,1.4105599999999998
3481.0,0.0,1.40891,1.42064,1.40492,1.41156,1.4115075
3482.0,0.0,1.40916,1.42151,1.40503,1.4124,1.4120249999999999
3483.0,0.0,1.41113,1.42306,1.40649,1.41392,1.41365
3484.0,0.0,1.41732,1.42475,1.41231,1.41562,1.4175
3485.0,0.0,1.42711,1.42633,1.42226,1.41733,1.4232575
3486.0,0.0,1.43659,1.42746,1.43236,1.41874,1.4287874999999999
3487.0,0.0,1.44128,1.42798,1.43753,1.41962,1.4316025
3488.0,0.0,1.43916,1.42815,1.43524,1.42017,1.43068
3489.0,0.0,1.43228,1.4285,1.42739,1.42086,1.4272575
3490.0,0.0,1.42532,1.4292,1.41908,1.4218,1.42385
3491.0,0.0,1.42209,1.42962,1.41486,1.42235,1.4222299999999999
3492.0,0.0,1.42266,1.42963,1.41537,1.4224,1.4225150000000002
3493.0,0.0,1.42388,1.42914,1.41737,1.4219,1.4230725
3494.0,0.0,1.42281,1.42828,1.41727,1.42095,1.4223275000000002
3495.0,0.0,1.4197,1.42756,1.41475,1.41999,1.4205
3496.0,1.08056,1.41737,1.42719,1.41272,1.41922,1.419125
3497.0,1.2686,1.41803,1.42699,1.41402,1.41846,1.419375
3498.0,1.07984,1.42095,1.42638,1.41842,1.41722,1.4207424999999998
3499.0,1.38122,1.42362,1.4254,1.42317,1.4156,1.4219475
3500.0,1.6073,1.42456,1.42416,1.42604,1.41379,1.4221375000000003
3501.0,1.25808,1.42411,1.42258,1.42696,1.41169,1.421335
3502.0,1.5605,1.42265,1.42054,1.42645,1.40923,1.4197175
3503.0,1.43245,1.41944,1.4181,1.42391,1.40647,1.4169800000000001
3504.0,1.18643,1.41382,1.41528,1.41855,1.40347,1.4127800000000001
3505.0,1.12447,1.40672,1.4121,1.41112,1.40025,1.4075474999999997
3506.0,1.56224,1.39994,1.40869,1.40364,1.39694,1.4023025
3507.0,1.52718,1.39427,1.40521,1.39723,1.39369,1.3976
3508.0,1.26426,1.38877,1.40168,1.39109,1.39047,1.3930025000000001
3509.0,1.20929,1.38204,1.39805,1.38365,1.38722,1.38774
3510.0,1.66005,1.37376,1.39447,1.37446,1.38408,1.3816925
3511.0,1.59127,1.36524,1.39114,1.36484,1.38124,1.375615
3512.0,1.29581,1.35903,1.38837,1.35744,1.37896,1.37095
3513.0,0.89704,1.3579,1.38621,1.35536,1.37724,1.3691775000000002
3514.0,1.20919,1.36335,1.38449,1.36057,1.37587,1.37107
3515.0,1.34693,1.37424,1.38292,1.37235,1.37464,1.3760375
3516.0,1.34483,1.38676,1.38132,1.38675,1.37341,1.38206
