Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.43587,1.43979,1.42445,1.4325,1.4331525
3401.0,0.0,1.42411,1.42898,1.41132,1.42028,1.4211725
3402.0,0.0,1.41364,1.41879,1.40031,1.40967,1.4106025
3403.0,0.0,1.40502,1.40998,1.39177,1.40112,1.4019724999999998
3404.0,0.0,1.3984,1.40283,1.38541,1.39471,1.3953375000000001
3405.0,0.0,1.39375,1.39772,1.38082,1.39025,1.390635
3406.0,0.0,1.39083,1.39413,1.37782,1.38757,1.3875875
3407.0,0.0,1.38925,1.39219,1.37635,1.3863,1.3860225000000002
3408.0,0.0,1.38875,1.39135,1.37631,1.38604,1.3856125000000001
3409.0,0.0,1.38907,1.3914,1.37737,1.38662,1.386115
3410.0,0.0,1.38989,1.3921,1.37871,1.38765,1.3870875
3411.0,0.0,1.39084,1.39289,1.37965,1.38884,1.388055
3412.0,0.0,1.39167,1.39401,1.37997,1.38997,1.388905
3413.0,0.0,1.39262,1.3953,1.3802,1.39106,1.389795
3414.0,0.0,1.39418,1.39708,1.38132,1.39266,1.39131
3415.0,0.0,1.39675,1.3996,1.38416,1.39518,1.3939225
3416.0,0.0,1.40054,1.40289,1.38902,1.39891,1.3978399999999997
3417.0,0.0,1.40542,1.40714,1.39563,1.40373,1.40298
3418.0,0.0,1.41105,1.41197,1.40324,1.40926,1.40888
3419.0,0.0,1.41687,1.4171,1.41085,1.41504,1.414965
3420.0,0.0,1.42225,1.42205,1.41741,1.4204,1.4205275
3421.0,0.0,1.42665,1.42635,1.42211,1.42487,1.424995
3422.0,0.0,1.42977,1.42982,1.42469,1.42812,1.4281
3423.0,0.0,1.43169,1.43236,1.42551,1.43019,1.4299374999999999
3424.0,1.23326,1.43281,1.43419,1.42553,1.43146,1.4309975000000001
3425.0,1.71261,1.43373,1.43557,1.42582,1.43251,1.4319074999999999
3426.0,0.76274,1.43482,1.43682,1.42717,1.43371,1.4331300000000002
3427.0,1.00397,1.43615,1.43796,1.42965,1.4351,1.4347150000000002
3428.0,1.0832,1.43748,1.43906,1.43247,1.43642,1.4363575000000002
3429.0,1.41653,1.43842,1.43971,1.43438,1.43727,1.4374449999999999
3430.0,0.71464,1.43839,1.43967,1.43439,1.43726,1.4374275
3431.0,0.84822,1.43714,1.43877,1.43227,1.43613,1.4360775000000001
3432.0,1.1636,1.43488,1.43694,1.42883,1.43406,1.4336775
3433.0,1.1352,1.43182,1.43425,1.42515,1.43124,1.430615
3434.0,1.08629,1.42803,1.4305,1.4216,1.42768,1.4269525
3435.0,0.78105,1.42314,1.4257,1.41731,1.42291,1.422265
3436.0,1.38776,1.41664,1.41911,1.41059,1.41641,1.4156875
3437.0,1.34716,1.40778,1.41108,1.40005,1.40759,1.406625
3438.0,1.13517,1.39672,1.40113,1.38558,1.39648,1.3949775
3439.0,1.60646,1.38434,1.39062,1.36891,1.38418,1.3820124999999999
3440.0,0.91693,1.37225,1.37996,1.3529,1.37219,1.369325
3441.0,1.29526,1.36196,1.37073,1.34044,1.36226,1.3588475
3442.0,1.24928,1.35472,1.3638,1.33319,1.35535,1.3517649999999999
3443.0,1.27078,1.35125,1.35956,1.33141,1.35213,1.3485875
3444.0,0.86183,1.35137,1.35841,1.33428,1.35239,1.3491125
3445.0,1.45816,1.35434,1.35942,1.34049,1.35538,1.3524075
3446.0,1.40957,1.35892,1.36229,1.34866,1.35989,1.35744
3447.0,1.33346,1.36379,1.36563,1.35712,1.36446,1.3627500000000001
3448.0,1.03436,1.36775,1.36841,1.36384,1.36796,1.36699
3449.0,0.9954,1.36962,1.36991,1.36682,1.3693,1.3689125
3450.0,1.18547,1.36866,1.36902,1.36506,1.36792,1.367665
3451.0,1.73042,1.36485,1.36647,1.35927,1.36389,1.36362
3452.0,1.3273,1.35937,1.36216,1.35156,1.35813,1.3578050000000002
3453.0,1.20285,1.3535,1.35719,1.34439,1.35215,1.3518074999999998
3454.0,0.5454,1.34813,1.35224,1.33911,1.34678,1.346565
3455.0,1.30116,1.3436,1.34752,1.33554,1.34236,1.342255
3456.0,1.55123,1.33983,1.34362,1.33251,1.33873,1.3386725
3457.0,1.31215,1.33655,1.34015,1.32898,1.33561,1.3353225
3458.0,0.89092,1.33357,1.33748,1.32491,1.33293,1.3322225
3459.0,1.13996,1.3314,1.3357,1.32137,1.33104,1.3298775
3460.0,1.47408,1.33079,1.33503,1.31996,1.33071,1.3291225
3461.0,1.09293,1.33184,1.33591,1.32179,1.3322,1.330435
3462.0,1.2973,1.33469,1.33791,1.3267,1.33536,1.3336649999999999
3463.0,1.04465,1.33897,1.34138,1.33337,1.33978,1.3383749999999999
3464.0,1.40637,1.34387,1.34491,1.34008,1.34471,1.3433925
3465.0,0.89297,1.3481,1.3488,1.34555,1.34912,1.3478925000000002
3466.0,1.76144,1.35144,1.35183,1.34931,1.35234,1.35123
3467.0,1.17775,1.35367,1.35409,1.35163,1.35447,1.3534650000000001
3468.0,1.08115,1.35456,1.35511,1.35276,1.35528,1.3544275
3469.0,1.13587,1.35394,1.35473,1.35246,1.35462,1.3539374999999998
3470.0,0.9946,1.35186,1.35305,1.35015,1.35242,1.35187
3471.0,1.00734,1.34807,1.34977,1.34532,1.34864,1.34795
3472.0,1.41454,1.34255,1.34528,1.33799,1.34324,1.3422649999999998
3473.0,0.96619,1.33595,1.33993,1.32893,1.33674,1.3353875
3474.0,1.2433,1.32915,1.33418,1.31954,1.33009,1.32824
3475.0,1.4623,1.32279,1.32887,1.31146,1.32406,1.321795
3476.0,1.15967,1.31776,1.32444,1.306,1.31933,1.3168825
