Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.39063,1.36955,1.37235,1.38578,1.3795775
3401.0,0.0,1.38307,1.36147,1.36496,1.37792,1.371855
3402.0,0.0,1.3752,1.35304,1.35705,1.37018,1.3638675
3403.0,0.0,1.36793,1.34464,1.34957,1.36302,1.35629
3404.0,0.0,1.36133,1.33691,1.34261,1.35629,1.349285
3405.0,0.0,1.35545,1.33025,1.33627,1.35066,1.3431574999999998
3406.0,0.0,1.35077,1.32499,1.3313,1.34649,1.3383875
3407.0,0.0,1.34747,1.32124,1.3276,1.34337,1.3349199999999999
3408.0,0.0,1.3453,1.31844,1.32495,1.34126,1.3324875
3409.0,0.0,1.34399,1.31697,1.3234,1.34029,1.3311625
3410.0,0.0,1.34346,1.31621,1.3226,1.33993,1.3305500000000001
3411.0,0.0,1.34379,1.31623,1.32265,1.34033,1.33075
3412.0,0.0,1.34494,1.31713,1.32349,1.34153,1.3317725
3413.0,0.0,1.34679,1.31854,1.32516,1.34323,1.33343
3414.0,0.0,1.34931,1.32112,1.32769,1.3458,1.3359800000000002
3415.0,0.0,1.35263,1.32469,1.33121,1.3492,1.3394325
3416.0,0.0,1.3567,1.3294,1.33568,1.3533,1.34377
3417.0,0.0,1.36132,1.33505,1.34079,1.35798,1.348785
3418.0,0.0,1.36622,1.34112,1.34637,1.36295,1.354165
3419.0,0.0,1.37112,1.34729,1.35201,1.36788,1.359575
3420.0,0.0,1.37569,1.35292,1.3573,1.37241,1.3645800000000001
3421.0,0.0,1.37974,1.35774,1.362,1.37638,1.368965
3422.0,0.0,1.38321,1.36162,1.36592,1.37963,1.372595
3423.0,0.0,1.38609,1.36452,1.36916,1.3822,1.3754925
3424.0,0.0,1.38836,1.36675,1.37179,1.38429,1.3777975
3425.0,0.0,1.39014,1.36865,1.37388,1.38594,1.3796525
3426.0,0.0,1.39161,1.37031,1.37556,1.38729,1.3811925
3427.0,0.0,1.39285,1.37183,1.37711,1.38854,1.3825825
3428.0,0.0,1.39356,1.3731,1.37815,1.38932,1.3835324999999998
3429.0,0.0,1.39361,1.37366,1.37837,1.38943,1.3837675
3430.0,0.0,1.39292,1.37342,1.37784,1.38902,1.3833000000000002
3431.0,0.0,1.39137,1.37202,1.37629,1.38762,1.381825
3432.0,0.0,1.38866,1.36918,1.37335,1.38495,1.379035
3433.0,0.0,1.38475,1.36494,1.36901,1.38121,1.3749775000000002
