Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.29088,1.15829,1.51068,1.43595,1.34895
3401.0,0.0,1.27544,1.15141,1.49522,1.42069,1.33569
3402.0,0.0,1.26233,1.14762,1.48139,1.40699,1.3245825
3403.0,0.0,1.25197,1.1462,1.46934,1.39523,1.315685
3404.0,0.0,1.24385,1.14629,1.45888,1.38521,1.3085574999999998
3405.0,0.0,1.23726,1.14723,1.45007,1.37687,1.3028575
3406.0,0.0,1.2324,1.14873,1.44374,1.37091,1.298945
3407.0,0.0,1.23034,1.1507,1.44091,1.36837,1.29758
3408.0,0.0,1.23149,1.15309,1.44137,1.36904,1.2987475
3409.0,0.0,1.23429,1.15576,1.44296,1.37072,1.3009325
3410.0,0.0,1.23566,1.15853,1.44257,1.37042,1.301795
3411.0,0.0,1.23344,1.16123,1.43826,1.36621,1.299785
3412.0,0.0,1.22849,1.16378,1.43153,1.35961,1.2958525
3413.0,0.0,1.2241,1.16611,1.4262,1.3546,1.2927524999999997
3414.0,0.0,1.2238,1.16817,1.42651,1.35501,1.2933724999999998
3415.0,0.0,1.22924,1.16998,1.43449,1.36287,1.299145
3416.0,0.0,1.23991,1.17168,1.44885,1.37669,1.3092825000000001
3417.0,0.0,1.25389,1.17348,1.46627,1.39352,1.32179
3418.0,0.0,1.26868,1.17561,1.48215,1.40904,1.3338700000000001
3419.0,0.0,1.28165,1.17819,1.49301,1.42006,1.3432275
3420.0,0.0,1.29043,1.18111,1.49691,1.42461,1.348265
3421.0,0.0,1.29389,1.18407,1.49481,1.42338,1.3490375
3422.0,0.0,1.29277,1.18669,1.48934,1.41863,1.3468575
3423.0,0.0,1.2894,1.1887,1.48414,1.41387,1.3440275000000002
3424.0,0.0,1.28667,1.19002,1.48149,1.41143,1.3424025
3425.0,0.0,1.28701,1.19078,1.48287,1.41282,1.34337
3426.0,0.0,1.29167,1.1912,1.48815,1.41819,1.3473025
3427.0,0.0,1.29998,1.19146,1.49584,1.42608,1.35334
3428.0,0.0,1.3088,1.19167,1.50285,1.43329,1.3591525
3429.0,0.0,1.31354,1.19192,1.50562,1.43621,1.3618225
3430.0,0.0,1.31128,1.19233,1.50229,1.43267,1.3596425
3431.0,0.0,1.30303,1.19304,1.49478,1.42474,1.3538975
3432.0,0.0,1.29308,1.194,1.48676,1.41631,1.3475375
3433.0,0.0,1.28582,1.19484,1.48124,1.41039,1.3430725
3434.0,0.0,1.28225,1.19493,1.4771,1.40627,1.3401375
3435.0,0.0,1.27889,1.19361,1.46993,1.39949,1.33548
3436.0,0.0,1.27024,1.19057,1.45521,1.38544,1.325365
3437.0,0.0,1.25276,1.18614,1.43149,1.36259,1.308245
3438.0,0.0,1.22724,1.18118,1.40184,1.33364,1.285975
3439.0,0.0,1.19868,1.17669,1.37248,1.30465,1.263125
3440.0,0.0,1.17382,1.1734,1.34979,1.28197,1.244745
3441.0,0.0,1.15821,1.17143,1.33761,1.26952,1.2341925
3442.0,0.0,1.15347,1.17041,1.33621,1.26783,1.23198
3443.0,0.0,1.15764,1.16974,1.34293,1.27429,1.2361499999999999
3444.0,0.0,1.16785,1.169,1.35477,1.28612,1.2444350000000002
3445.0,0.0,1.18252,1.16796,1.36951,1.30109,1.25527
3446.0,0.0,1.20088,1.16643,1.38603,1.31829,1.2679075
3447.0,0.0,1.22045,1.16413,1.40206,1.33509,1.2804325
3448.0,0.0,1.23621,1.16069,1.41436,1.34791,1.2897925
3449.0,0.0,1.24302,1.15602,1.41936,1.3531,1.292875
3450.0,0.0,1.23948,1.15046,1.4165,1.34986,1.289075
3451.0,0.0,1.2292,1.14481,1.40887,1.34173,1.2811525000000001
3452.0,0.0,1.21826,1.13995,1.40094,1.33348,1.2731575
3453.0,0.0,1.21144,1.1365,1.39543,1.32791,1.2678200000000002
3454.0,0.0,1.20916,1.13458,1.39163,1.32448,1.2649625
3455.0,0.0,1.20806,1.13392,1.38645,1.31992,1.2620875
3456.0,0.0,1.20397,1.13411,1.37763,1.31174,1.2568625
3457.0,0.0,1.19524,1.13492,1.36552,1.30018,1.248965
3458.0,0.0,1.1841,1.13633,1.35328,1.28814,1.2404625
3459.0,0.0,1.17504,1.13851,1.34539,1.28032,1.234815
3460.0,0.0,1.17233,1.14151,1.34484,1.27964,1.23458
3461.0,0.0,1.17771,1.14518,1.35197,1.28666,1.24038
3462.0,0.0,1.18903,1.14908,1.3636,1.29806,1.2499425
