Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.31447,1.32366,1.36324,1.80651,1.4519700000000002
3401.0,0.0,1.30532,1.31522,1.35429,1.78887,1.440925
3402.0,0.0,1.30244,1.31387,1.353,1.77478,1.4360225
3403.0,0.0,1.30316,1.31595,1.35535,1.76431,1.4346925000000001
3404.0,0.0,1.30486,1.31843,1.35813,1.75614,1.43439
3405.0,0.0,1.30606,1.31939,1.35902,1.74947,1.4334850000000001
3406.0,0.0,1.30687,1.31925,1.35826,1.74428,1.4321650000000001
3407.0,0.0,1.30836,1.32007,1.35846,1.74138,1.4320675
3408.0,0.0,1.31124,1.32324,1.36154,1.74126,1.43432
3409.0,0.0,1.31505,1.32788,1.36654,1.74309,1.4381400000000002
3410.0,0.0,1.3187,1.33176,1.37064,1.74466,1.44144
3411.0,0.0,1.32171,1.33419,1.37273,1.74417,1.4432
3412.0,0.0,1.32451,1.3365,1.37459,1.74141,1.4442525000000002
3413.0,0.0,1.32754,1.33975,1.37784,1.73832,1.4458625
3414.0,0.0,1.33044,1.34318,1.38154,1.73772,1.44822
3415.0,0.0,1.33248,1.34524,1.38366,1.74122,1.45065
3416.0,0.0,1.33349,1.3457,1.38379,1.74926,1.4530600000000002
3417.0,0.0,1.33409,1.34562,1.38327,1.75996,1.4557349999999998
3418.0,0.0,1.33522,1.34625,1.38351,1.77139,1.4590925000000001
3419.0,0.0,1.33756,1.34842,1.38537,1.78078,1.4630325
3420.0,0.0,1.34126,1.35229,1.38913,1.78679,1.4673675
3421.0,0.0,1.34582,1.35737,1.39431,1.78867,1.4715425
3422.0,0.0,1.35024,1.36242,1.39966,1.78758,1.4749750000000001
3423.0,0.0,1.35337,1.36586,1.40335,1.78491,1.4768725
3424.0,0.0,1.35467,1.36674,1.40414,1.78263,1.4770450000000002
3425.0,0.0,1.35459,1.36576,1.40263,1.78184,1.476205
3426.0,0.0,1.35422,1.36473,1.40104,1.7834,1.4758475
3427.0,0.0,1.35431,1.36494,1.40108,1.78699,1.47683
