Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.32749,1.34629,1.38864,1.52044,1.3957149999999998
3401.0,0.0,1.32078,1.33946,1.3805,1.50279,1.3858825
3402.0,0.0,1.31514,1.33355,1.37354,1.48939,1.3779050000000002
3403.0,0.0,1.31069,1.32887,1.36804,1.47971,1.3718275
3404.0,0.0,1.3075,1.32546,1.36409,1.47231,1.36734
3405.0,0.0,1.30554,1.32326,1.36161,1.46573,1.3640349999999999
3406.0,0.0,1.30469,1.32219,1.36049,1.45987,1.36181
3407.0,0.0,1.30475,1.3221,1.36035,1.45662,1.3609550000000001
3408.0,0.0,1.30556,1.32275,1.361,1.45777,1.36177
3409.0,0.0,1.307,1.324,1.36232,1.46202,1.3638350000000001
3410.0,0.0,1.3089,1.32572,1.36416,1.46543,1.3660525
3411.0,0.0,1.31108,1.32775,1.36633,1.46459,1.3674375
3412.0,0.0,1.31337,1.32996,1.36861,1.45987,1.3679525
3413.0,0.0,1.31571,1.33222,1.37078,1.45511,1.368455
3414.0,0.0,1.31807,1.33448,1.37289,1.45428,1.3699299999999999
3415.0,0.0,1.32045,1.33675,1.37503,1.45919,1.372855
3416.0,0.0,1.32281,1.33902,1.37719,1.46921,1.3770574999999998
3417.0,0.0,1.3251,1.34127,1.37933,1.48252,1.382055
3418.0,0.0,1.32736,1.34347,1.38141,1.49686,1.387275
3419.0,0.0,1.32961,1.34562,1.38348,1.50954,1.3920625
3420.0,0.0,1.33181,1.34773,1.38555,1.51799,1.3957700000000002
3421.0,0.0,1.33396,1.34977,1.38755,1.52084,1.3980299999999999
3422.0,0.0,1.336,1.3517,1.38943,1.51888,1.3990025000000001
3423.0,0.0,1.33788,1.35348,1.39115,1.51467,1.399295
3424.0,0.0,1.33955,1.35505,1.39269,1.51102,1.3995775000000001
3425.0,0.0,1.34098,1.3564,1.394,1.51025,1.4004075
3426.0,0.0,1.34214,1.35751,1.39497,1.51401,1.4021575
3427.0,0.0,1.34305,1.35836,1.39559,1.52234,1.404835
3428.0,0.0,1.34376,1.35897,1.39598,1.5322,1.4077275
3429.0,0.0,1.34429,1.35938,1.39622,1.53807,1.4094900000000001
3430.0,0.0,1.34463,1.35959,1.39637,1.53567,1.409065
3431.0,0.0,1.3447,1.35958,1.39641,1.52586,1.4066375
3432.0,0.0,1.34448,1.35927,1.39613,1.51427,1.4035374999999999
3433.0,0.0,1.34394,1.35859,1.39543,1.50703,1.4012475
3434.0,0.0,1.34303,1.35756,1.39425,1.50577,1.4001525
3435.0,0.0,1.34172,1.35612,1.39258,1.50599,1.3991025
3436.0,0.0,1.34003,1.35428,1.39047,1.50021,1.3962475
3437.0,0.0,1.33794,1.35209,1.38799,1.48334,1.3903400000000001
3438.0,0.0,1.33549,1.34961,1.38515,1.45608,1.3815825000000002
3439.0,0.0,1.33276,1.34686,1.38201,1.4243,1.3714825
3440.0,0.0,1.32991,1.34396,1.37865,1.39638,1.3622249999999998
3441.0,0.0,1.32712,1.341,1.37523,1.37909,1.35561
3442.0,0.0,1.3244,1.33812,1.37198,1.37442,1.3522299999999998
3443.0,0.0,1.32179,1.33527,1.36897,1.37915,1.3512950000000001
3444.0,0.0,1.31917,1.33247,1.36623,1.38874,1.3516525000000001
3445.0,0.0,1.31645,1.32959,1.36348,1.40149,1.3527525
3446.0,0.0,1.3135,1.32654,1.36029,1.41812,1.3546125
3447.0,0.0,1.31027,1.32326,1.35663,1.43756,1.3569300000000002
3448.0,0.0,1.30687,1.3197,1.35265,1.45408,1.358325
3449.0,0.0,1.30332,1.31599,1.34852,1.46032,1.3570375000000001
