Lambda,OBS,CAL,GD1,GD2,GD3,Syn_mean
3400.0,0.0,1.30387,1.29781,1.31582,1.62285,1.3850875
3401.0,0.0,1.29835,1.29159,1.30968,1.60589,1.3763774999999998
3402.0,0.0,1.29752,1.29042,1.3082,1.59324,1.372345
3403.0,0.0,1.29872,1.29152,1.30881,1.58427,1.37083
3404.0,0.0,1.30022,1.29319,1.31012,1.57754,1.3702675
3405.0,0.0,1.30103,1.29398,1.31083,1.57204,1.36947
3406.0,0.0,1.30187,1.29438,1.31138,1.56794,1.3688925
3407.0,0.0,1.30419,1.2962,1.3134,1.56613,1.36998
3408.0,0.0,1.30804,1.30009,1.31731,1.5672,1.37316
3409.0,0.0,1.31195,1.30444,1.3214,1.57011,1.3769749999999998
3410.0,0.0,1.31449,1.30701,1.32354,1.57251,1.3793875
3411.0,0.0,1.31626,1.30818,1.32439,1.57278,1.3804025
3412.0,0.0,1.31915,1.31051,1.32673,1.57118,1.3818925000000002
3413.0,0.0,1.32333,1.3149,1.33129,1.56965,1.3847925
3414.0,0.0,1.32714,1.31935,1.33586,1.5704,1.3881875000000001
3415.0,0.0,1.32918,1.32174,1.33822,1.57457,1.3909275
3416.0,0.0,1.3298,1.32225,1.33867,1.58204,1.39319
3417.0,0.0,1.33031,1.32248,1.33891,1.59177,1.3958675
3418.0,0.0,1.33149,1.3234,1.3398,1.60222,1.3992275
3419.0,0.0,1.33359,1.32517,1.34136,1.61164,1.40294
3420.0,0.0,1.3366,1.3278,1.34356,1.6184,1.4065900000000002
3421.0,0.0,1.34023,1.33121,1.34643,1.62173,1.4099
3422.0,0.0,1.34365,1.33481,1.34956,1.62193,1.4124875000000001
3423.0,0.0,1.34573,1.33731,1.35175,1.62029,1.41377
3424.0,0.0,1.34591,1.33765,1.3519,1.61855,1.4135025
3425.0,0.0,1.34508,1.33648,1.35065,1.61842,1.4126575
3426.0,0.0,1.34486,1.33581,1.34997,1.62108,1.41293
3427.0,0.0,1.34573,1.33671,1.35089,1.62629,1.414905
3428.0,0.0,1.34656,1.338,1.35208,1.63182,1.4171150000000001
3429.0,0.0,1.34611,1.33776,1.35163,1.63459,1.4175225
3430.0,0.0,1.34472,1.33606,1.34973,1.63266,1.4157924999999998
3431.0,0.0,1.34402,1.33467,1.34821,1.62675,1.4134124999999997
3432.0,0.0,1.34533,1.33525,1.34868,1.61996,1.412305
3433.0,0.0,1.34888,1.3385,1.3518,1.61535,1.4136325
3434.0,0.0,1.35298,1.34329,1.35635,1.61319,1.4164525000000001
3435.0,0.0,1.35437,1.34612,1.35886,1.61036,1.4174275
3436.0,0.0,1.35043,1.34345,1.35592,1.60251,1.4130775
3437.0,0.0,1.34156,1.33487,1.34724,1.58686,1.4026325
3438.0,0.0,1.33095,1.32358,1.33598,1.56445,1.38874
3439.0,0.0,1.32256,1.31385,1.32621,1.53961,1.3755575
3440.0,0.0,1.31874,1.30874,1.32092,1.51817,1.3666425000000002
3441.0,0.0,1.31956,1.30904,1.321,1.50447,1.3635175
3442.0,0.0,1.32224,1.31241,1.3242,1.49955,1.3646
3443.0,0.0,1.32307,1.31441,1.32607,1.50165,1.3663
3444.0,0.0,1.32041,1.31204,1.32352,1.5082,1.3660425000000003
3445.0,0.0,1.31647,1.30707,1.31838,1.51786,1.364945
3446.0,0.0,1.31504,1.3044,1.31565,1.52997,1.3662649999999998
3447.0,0.0,1.31642,1.3063,1.31758,1.54285,1.3707875
3448.0,0.0,1.31624,1.30836,1.31958,1.55244,1.374155
3449.0,0.0,1.30956,1.30332,1.31424,1.55439,1.3703775
3450.0,0.0,1.29711,1.29045,1.30091,1.54767,1.359035
3451.0,0.0,1.28467,1.27637,1.28645,1.53513,1.3456550000000003
3452.0,0.0,1.27638,1.26678,1.27661,1.52228,1.3355125
3453.0,0.0,1.27288,1.26255,1.27223,1.51337,1.3302575
3454.0,0.0,1.27282,1.26212,1.27174,1.50907,1.3289374999999999
3455.0,0.0,1.27457,1.26398,1.27366,1.50707,1.32982
3456.0,0.0,1.27637,1.26632,1.27605,1.50389,1.3306575
3457.0,0.0,1.27672,1.26701,1.2766,1.49785,1.329545
3458.0,0.0,1.27581,1.26578,1.27505,1.49002,1.3266650000000002
3459.0,0.0,1.27541,1.26452,1.27339,1.48347,1.3241975
3460.0,0.0,1.27733,1.2653,1.27375,1.48169,1.3245174999999998
3461.0,0.0,1.28218,1.26951,1.27759,1.48638,1.3289149999999998
3462.0,0.0,1.28856,1.27628,1.28399,1.49591,1.3361850000000002
3463.0,0.0,1.29389,1.2821,1.28949,1.50634,1.342955
3464.0,0.0,1.29681,1.28521,1.29243,1.51464,1.3472724999999999
3465.0,0.0,1.29826,1.28688,1.29407,1.51953,1.349685
3466.0,0.0,1.29813,1.28721,1.29432,1.52219,1.3504625
3467.0,0.0,1.29636,1.28547,1.29236,1.52416,1.3495875
3468.0,0.0,1.2939,1.28271,1.28937,1.52574,1.34793
3469.0,0.0,1.29171,1.28042,1.28699,1.52573,1.3462125
3470.0,0.0,1.29002,1.27855,1.28515,1.52228,1.344
3471.0,0.0,1.28907,1.27718,1.28381,1.51459,1.3411625
3472.0,0.0,1.28947,1.27739,1.28395,1.50305,1.338465
3473.0,0.0,1.29029,1.27861,1.28503,1.48937,1.335825
3474.0,0.0,1.28966,1.27869,1.285,1.47635,1.332425
3475.0,0.0,1.28638,1.27616,1.28238,1.46663,1.3278875
3476.0,0.0,1.28033,1.27048,1.27653,1.46193,1.3223175
