0 24.22 0.13 1.1803352 0.0136779 -10.247740474871906 0.057674619755279016
1 24.22 0.13 1.1144041 0.0117835 -10.47593031215217 0.061619697751100884
2 29.15 0.1 1.4143135 0.0233959 -11.054384636321934 0.05718593875291787
3 29.15 0.1 1.3692392 0.0211037 -11.920567587237564 0.05290033640167546
4 29.15 0.1 1.2958639 0.0178817 -11.861370740435486 0.06098101269425255
5 29.15 0.1 1.3043677 0.0182209 -12.088778104448691 0.041425043186212145
6 29.15 0.1 1.3026601 0.0181555 -11.830222558100331 0.05926909732016859
7 24.58 0.1 1.1051128 0.0114869 -11.3192839883103 0.09626658997836361
8 24.58 0.1 1.0106166 0.0093596 -11.566267230651727 0.08152930274039455
9 24.58 0.1 1.2455455 0.0158692 -10.755882446772084 0.0844501344365032
10 24.58 0.1 1.268982 0.0167476 -10.69362297268456 0.07930746512789605
11 27.8 0.12 1.1308849 0.0122529 -12.01233831931745 0.12886472295550017
12 27.8 0.12 1.2752068 0.0170656 -11.241177366559794 0.13517928462065482
13 31.35 0.22 1.3078885 0.0185463 -12.707646334141026 0.1257166610598905
14 27.63 0.14 0.96887803 0.0084329 -12.652717281439486 0.14949011840749796
15 27.63 0.14 1.1778337 0.0135989 -11.864726233799344 0.059298680152712335
16 27.63 0.14 1.196546 0.0142274 -11.726289935828447 0.05188447059982078
17 27.63 0.14 1.2020147 0.0144248 -11.77624874921292 0.05923880499932373
18 27.49 0.23 1.1765556 0.0135573 -12.053652435175703 0.09710702105152325
19 27.49 0.23 1.2344576 0.015488 -11.908422336902518 0.0530241383499244
20 27.49 0.23 1.2917336 0.0176655 -11.674067605727284 0.07131069752007667
21 29.8 0.12 1.0301222 0.0097921 -13.364652433896358 0.12004080051724174
22 29.8 0.12 1.1880504 0.0137448 -13.091797122887497 0.06260284679008203
23 29.8 0.12 1.1262528 0.0121581 -13.415855528477875 0.09317851251526724
24 29.37 0.06 1.2104106 0.0147333 -12.118493814848609 0.13291300062245928
25 29.37 0.06 1.3291017 0.0192565 -11.687740766027893 0.11202532401770239
26 28.22 0.12 1.1014071 0.011582 -12.841082900183972 0.12315062200178267
27 28.22 0.12 1.2973214 0.0179827 -11.745199080994183 0.13037199844247574
28 28.22 0.12 1.0219418 0.0096655 -12.94562625630595 0.07940155964644353
29 30.35 0.12 1.22553 0.034295314 -12.969812223370079 0.05468713432162467
30 30.35 0.12 1.24304 0.024792777 -12.798346499110416 0.03909545957172045
31 30.35 0.12 1.26163 0.0062837758 -12.715201410997782 0.015048463149387195
32 30.65 0.14 1.32603 0.030115567 -12.4119542074521 0.10868064594756478
33 30.65 0.14 1.28648 0.011050304 -12.679770540953744 0.052112280482103146
34 30.65 0.14 1.22127 0.0070564244 -12.657280659207082 0.24295752158053346
35 30.75 0.13 1.23822 0.028313097 -12.64336749189824 0.06721582752218845
36 0.02203 0.0005463809019356368 1.377 0.039 -12.961513802598088 0.0598828281985458
37 0.05191 0.0007207390720642249 1.463 0.036 -13.324746225246203 0.059946843372495964
38 0.01257 0.0005155584253991007 1.538 0.034 -13.16960227682252 0.09075183997821175
39 0.01636 0.0005260845559413429 1.577 0.034 -13.296724970581332 0.10208265375307651
40 0.03637 0.0006182860907379366 1.454 0.036 -13.925040609338385 0.057734906392449784
41 0.05712 0.0007591241268725425 1.529 0.034 -13.89799349198982 0.07813960458057607
42 0.09424 0.0010668260214299237 1.527 0.033 -14.10951009760828 0.056908830830763035
43 0.01812 0.0005318208720988675 1.283 0.042 -13.964494176885177 0.10192342555365454
44 0.01718 0.0005286920086401912 1.369 0.04 -13.533099564230985 0.06443851782513389
45 0.05574 0.0007487955395166293 1.625 0.033 -13.546174748882612 0.05864060922361961
46 0.01207 0.0005143622167305838 1.144 0.06 -13.675823990768349 0.09868852957042032
47 0.11235 0.0012297366588013875 1.706 0.033 -13.64151398699575 0.07064661969496853
48 0.08164 0.0009573447445930855 1.651 0.034 -13.513647644500614 0.06520529552718943
49 0.07687 0.0009170058287710063 1.59 0.034 -13.764942462325584 0.11151995395886469
50 0.0142 0.0005197730273879167 1.39 0.038 -13.538058955476563 0.10517850896729469
51 0.16417 0.0017161523504630935 1.782 0.032 -14.03101388832431 0.04695357123114557
52 0.05097 0.0007139986624637332 1.419 0.039 -13.991651153075647 0.13828668549392584
53 0.02282 0.0005496137188971906 1.35 0.041 -13.685671365580513 0.11055314712682211
54 0.07443 0.0008966507067972454 1.548 0.034 -13.881822770073674 0.07070202033297632
55 0.05041 0.0007100118379294813 1.446 0.026 -13.51447826715011 0.3715541836858871
56 0.06347 0.0008079876793615111 1.576 0.025 -13.566924616411239 0.04919482930233915
57 0.07485 0.0009001401279800829 1.567 0.022 -13.983456436762173 0.09626374572453596
58 0.03993 0.0006398753706777594 1.484 0.026 -13.559480447015739 0.11750593950851361
59 0.07051 0.0008643876503051164 1.791 0.032 -13.106846731766181 0.06813643266493156
60 0.02021 0.0005392999258297742 1.463 0.035 -13.279979345522213 0.10327665151595722
61 0.02077 0.0005414233925496755 1.48 0.026 -13.697492986099645 0.1647380378388327
62 0.05547 0.0007467878480532473 1.565 0.033 -13.764539732577676 0.1237179652686188
63 0.0237 0.0005533254015495764 1.588 0.033 -13.10742929856841 0.14478869103435726
64 0.08769 0.0010094323206634509 1.532 0.035 -14.044712735483795 0.0956347435569316
65 0.09729 0.001093862153107054 1.649 0.033 -13.676079641984158 0.10758334987538917
66 0.10937 0.00120257211426176 1.688 0.025 -13.467183690700008 0.07132841747920937
67 0.11245 0.001230650336204399 1.707 0.024 -13.770588517836025 0.11340645748076736
68 0.07302 0.0008849813783351603 1.664 0.019 -13.73565333514788 0.07326996696094866
69 0.04258 0.0006567386390338245 1.637 0.034 -13.078865658182872 0.09494768947258626
70 0.08479 0.0009843446601673622 1.652 0.024 -13.463964237191584 0.09182022066564276
71 0.03065 0.0005864658984118344 1.49 0.035 -13.026277823912785 0.051792290886668445
72 0.09209 0.0010478820592032293 1.747 0.024 -13.190611094313573 0.04815322665433397
73 0.03127 0.0005897298449290149 1.449 0.035 -13.400667947463242 0.056751309205620826
74 0.01125 0.0005125 1.406 0.04 -12.95149313484231 0.05486134956058539
75 0.07687 0.0009170058287710063 1.725 0.032 -13.108798210494973 0.0563786386293093
76 0.09922 0.0011110629325110255 1.766 0.024 -13.387041973159674 0.09982758102840297
77 0.12641 0.0013593928093086265 1.646 0.025 -13.8650342897783 0.09489086964797214
78 0.04038 0.0006426931149467839 1.566 0.025 -13.751448207048188 0.06336874831982954
79 0.02771 0.0005716506013291686 1.535 0.035 -13.106010173981197 0.055581464093640336
80 0.02293 0.0005500713499174448 1.477 0.035 -13.611311423369532 0.062459915906133236
81 0.05815 0.0007669043291050064 1.614 0.024 -13.884634492853536 0.07185947665109792
82 0.10809 0.0011909428239844262 1.737 0.023 -13.579442567911826 0.07498897363437998
83 0.09494 0.0010730146131344158 1.561 0.025 -13.888984418654903 0.0770720434239215
84 0.01352 0.000517956600498536 1.441 0.036 -13.196188000477399 0.07254088125783785
85 0.08536 0.000989258793238655 1.7 0.024 -13.663958230483669 0.06052802278758215
86 0.10263 0.0011416180140484818 1.787 0.031 -13.257151822935565 0.08159084211087803
87 0.04587 0.0006785320110355885 1.602 0.025 -13.736064856400498 0.2687130855942733
88 0.01558 0.0005237114090794662 1.536 0.034 -13.47144013310528 0.05374647031533254
89 0.02329 0.0005515817346504505 1.496 0.036 -14.085512687387789 0.062030270409057724
90 0.01765 0.0005302379182970603 1.434 0.036 -13.513023164011583 0.05597870416030152
91 0.01822 0.00053216241881591 1.44 0.035 -13.517299311434517 0.06510220759272477
92 0.09883 0.001107581550044962 1.75 0.025 -13.597889503036306 0.057031193616593694
93 0.12029 0.0013026774005869604 1.746 0.025 -13.516042975624911 0.05948479960682594
94 0.01578 0.0005243098702103556 1.296 0.044 -13.488609956918227 0.06528932193814434
95 0.01621 0.000525620024352193 1.425 0.042 -13.107952459564004 0.055701051372153136
96 0.03259 0.0005968339886434083 1.297 0.035 -14.162992503393228 0.08350266012824226
97 0.02518 0.0005598242938637086 1.532 0.034 -13.325258770473203 0.05807859457586261
98 0.06244 0.0007999220962068744 1.681 0.042 -13.261482752913484 0.05652013855081224
99 0.05564 0.0007480514420813585 1.612 0.025 -13.59906235007651 0.06019981620989043
100 0.14486 0.0015324627108024521 1.709 0.032 -13.9155913599157 0.06955230931258619
101 0.14807 0.0015628411595552507 1.774 0.024 -13.72910597943151 0.143745991471814
102 0.0139 0.0005189614629237898 1.279 0.044 -13.962053815202214 0.06716650943096056
103 0.03476 0.000608954645273357 1.56 0.037 -13.142532422803251 0.06160120407010334
104 0.03375 0.0006032464256006827 1.54 0.034 -13.286073012920706 0.4536601941745604
105 0.04583 0.0006782616677949595 1.791 0.033 -12.750664500610197 0.05909410506669361
106 0.06988 0.0008592563296246353 1.597 0.022 -13.95705531701804 0.07633326504256115
107 0.0505 0.0007106511098985212 1.63 0.034 -14.004237488046934 0.11573891502961328
108 0.07806 0.0009270039697865378 1.593 0.025 -13.791738472252796 0.10470173887465828
109 0.01453 0.0005206842517303553 1.41 0.038 -13.355577512224704 0.058826375878575164
110 0.02777 0.0005719416840902576 1.593 0.034 -13.00051022211773 0.05603587749963307
111 0.01216 0.0005145741540341878 1.446 0.036 -13.228660049319485 0.05744016724647911
112 0.03039 0.0005851112800143234 1.639 0.033 -12.566266494768328 0.05678838094353505
113 0.08564 0.000991675834131295 1.561 0.033 -13.286622766264129 0.05458603718272436
114 0.05314 0.0007296478328618541 1.544 0.026 -13.531790646475043 0.06744283507347948
115 0.0467 0.0006841703004369598 1.569 0.034 -13.86506147232 0.08317251324778335
116 0.15134 0.0015938568191653855 1.587 0.032 -14.142503612457233 0.16553270366689124
117 0.12499 0.0013461983546268358 1.66 0.024 -13.929827061094413 0.12709005277704985
118 0.01111 0.0005121945040704751 1.396 0.038 -13.325550587411554 0.059104461206457924
