No.,(m-M),err(m-M),Distance,Method,Reference,Notes,SN Name,Redshift,H0,LMCModulus
1,28.22,0.1,4.41,TRGB,2013AJ....146...86T,,,,74.4,
2,28.24,0.22,4.45,TRGB,2002A&A...383..125K,I,,,,
3,28.46,0.45,4.92,TRGB,2009AJ....138..332J,I,,,,
