No.,(m-M),err(m-M),Distance,Method,Reference,Notes,SN Name,Redshift,H0,LMCModulus
2,27.7,,3.47,Cepheids,2000ApJ...529..745F,"HST KP Calibrated, max. D",,,,
5,27.48,,3.13,TRGB,2006Ap.....49....3K,,,,,
6,27.48,0.17,3.13,TRGB,2008ARep...52...19T,I,,,,
7,27.52,0.28,3.19,TRGB,2002A&A...383..125K,I,,,,
8,27.53,0.26,3.2,TRGB,2014A&A...566A..71L,,,,,
9,27.54,0.03,3.21,TRGB,2009ApJS..183...67D,I,,,,
10,27.57,0.03,3.27,TRGB,2009AJ....138..332J,I,,,,
11,27.67,0.1,3.42,TRGB,2005ApJ...627..739T,I,,,,
