No.,(m-M),err(m-M),Distance,Method,Reference,Notes,SN Name,Redshift,H0,LMCModulus
1,28.34,0.27,4.65,TRGB,2003A&A...398..467K,,,,,
2,28.4,0.05,4.79,TRGB,2015MNRAS.450.3886M,,,,,
