MEMORY MONTH DAY YEAR NAME FOLDER
4096 ago 23  2018 UGC08231  /data3/CALIFA.COMB
12288 ago  1  2022 UGC08231_abdias  /data3/CALIFA.COMB
4096 abr 10  2020 UGC08234  /data3/CALIFA.COMB
4096 ago 23  2018 UGC08250  /data3/CALIFA.COMB
12288 jul 31  2022 UGC08250_abdias  /data3/CALIFA.COMB
4096 ago 23  2018 UGC08267  /data3/CALIFA.COMB
12288 mar 31  2020 UGC08267_abdias  /data3/CALIFA.COMB
4096 ago 23  2018 UGC08322  /data3/CALIFA.COMB
4096 ago 23  2018 UGC08662  /data3/CALIFA.COMB
4096 ago 23  2018 UGC08688  /data3/CALIFA.COMB
4096 ago 23  2018 UGC08733  /data3/CALIFA.COMB
4096 jul 30  2022 UGC08778  /data3/CALIFA.COMB
12288 ago  5  2022 UGC08781  /data3/CALIFA.COMB
4096 ago 23  2018 UGC08909  /data3/CALIFA.COMB
4096 ago 23  2018 UGC08988  /data3/CALIFA.COMB
4096 oct 18  2018 UGC09056  /data3/CALIFA.COMB
12288 abr 19  2020 UGC09067  /data3/CALIFA.COMB
12288 ago  8  2022 UGC09071  /data3/CALIFA.COMB
12288 ago  6  2022 UGC09080  /data3/CALIFA.COMB
12288 ago  6  2022 UGC09476  /data3/CALIFA.COMB
4096 ago 23  2018 UGC09537  /data3/CALIFA.COMB
4096 ago 23  2018 UGC09542  /data3/CALIFA.COMB
12288 jul 31  2022 UGC09542_abdias  /data3/CALIFA.COMB
4096 ago 23  2018 UGC09562  /data3/CALIFA.COMB
12288 ago  8  2022 UGC09598  /data3/CALIFA.COMB
4096 ago 23  2018 UGC09629  /data3/CALIFA.COMB
4096 ago 23  2018 UGC09663  /data3/CALIFA.COMB
12288 ago  5  2022 UGC09665  /data3/CALIFA.COMB
4096 ago 23  2018 UGC09759  /data3/CALIFA.COMB
12288 ago  8  2022 UGC09777  /data3/CALIFA.COMB
4096 ago 23  2018 UGC09837  /data3/CALIFA.COMB
12288 abr  5  2020 UGC09842  /data3/CALIFA.COMB
4096 ago 23  2018 UGC09849  /data3/CALIFA.COMB
12288 ago  5  2022 UGC09873  /data3/CALIFA.COMB
12288 ago  8  2022 UGC09892  /data3/CALIFA.COMB
4096 ago 23  2018 UGC09901  /data3/CALIFA.COMB
12288 ago  2  2022 UGC09901_abdias  /data3/CALIFA.COMB
4096 ago 23  2018 UGC09919  /data3/CALIFA.COMB
4096 ago 23  2018 UGC09937  /data3/CALIFA.COMB
4096 ago 23  2018 UGC10043  /data3/CALIFA.COMB
4096 mar 31  2020 UGC10097  /data3/CALIFA.COMB
4096 oct 18  2018 UGC10117  /data3/CALIFA.COMB
4096 ago 23  2018 UGC10123  /data3/CALIFA.COMB
4096 ago 23  2018 UGC10205  /data3/CALIFA.COMB
4096 ago  2  2022 UGC10257  /data3/CALIFA.COMB
4096 ago 23  2018 UGC10297  /data3/CALIFA.COMB
12288 abr  2  2020 UGC10297_abdias  /data3/CALIFA.COMB
12288 ago  6  2022 UGC10331  /data3/CALIFA.COMB
12288 abr  5  2020 UGC10337  /data3/CALIFA.COMB
4096 mar 24  2020 UGC10380  /data3/CALIFA.COMB
4096 ago 23  2018 UGC10384  /data3/CALIFA.COMB
4096 ago 23  2018 UGC10388  /data3/CALIFA.COMB
4096 ago 23  2018 UGC10650  /data3/CALIFA.COMB
4096 abr 13  2020 UGC10693  /data3/CALIFA.COMB
4096 abr  2  2020 UGC10695  /data3/CALIFA.COMB
12288 abr 12  2020 UGC10710  /data3/CALIFA.COMB
4096 ago 23  2018 UGC10796  /data3/CALIFA.COMB
4096 ago 23  2018 UGC10799  /data3/CALIFA.COMB
4096 ago 23  2018 UGC10803  /data3/CALIFA.COMB
4096 abr  6  2020 UGC10811  /data3/CALIFA.COMB
4096 abr 10  2020 UGC10905  /data3/CALIFA.COMB
12288 abr 27  2020 UGC10972  /data3/CALIFA.COMB
4096 ago 23  2018 UGC11228  /data3/CALIFA.COMB
4096 jul 31  2022 UGC11262  /data3/CALIFA.COMB
12288 ago  4  2022 UGC11649  /data3/CALIFA.COMB
4096 oct 15  2018 UGC11680NED01  /data3/CALIFA.COMB
4096 ago 23  2018 UGC11680NED02  /data3/CALIFA.COMB
4096 mar 27  2020 UGC11694  /data3/CALIFA.COMB
12288 ago 23  2018 UGC11717  /data3/CALIFA.COMB
12288 abr  1  2020 UGC11740  /data3/CALIFA.COMB
4096 ago 23  2018 UGC11792  /data3/CALIFA.COMB
4096 ago 23  2018 UGC11958  /data3/CALIFA.COMB
4096 ago 23  2018 UGC11982  /data3/CALIFA.COMB
4096 oct 18  2018 UGC12011  /data3/CALIFA.COMB
4096 ago 23  2018 UGC12054  /data3/CALIFA.COMB
4096 abr 14  2020 UGC12127  /data3/CALIFA.COMB
12288 may 19  2020 UGC12185  /data3/CALIFA.COMB
4096 ago 23  2018 UGC12224  /data3/CALIFA.COMB
4096 ago 23  2018 UGC12250  /data3/CALIFA.COMB
4096 ago 23  2018 UGC12274  /data3/CALIFA.COMB
4096 ago 23  2018 UGC12308  /data3/CALIFA.COMB
4096 abr  5  2020 UGC12348  /data3/CALIFA.COMB
12288 ago  6  2022 UGC12494  /data3/CALIFA.COMB
4096 abr 13  2020 UGC12518  /data3/CALIFA.COMB
12288 jul 31  2022 UGC12519  /data3/CALIFA.COMB
12288 ago  8  2022 UGC12633  /data3/CALIFA.COMB
4096 oct 18  2018 UGC12653  /data3/CALIFA.COMB
4096 ago 23  2018 UGC12688  /data3/CALIFA.COMB
4096 abr  6  2020 UGC12723  /data3/CALIFA.COMB
4096 oct 18  2018 UGC12767  /data3/CALIFA.COMB
4096 abr  8  2020 UGC12810  /data3/CALIFA.COMB
12288 ago  4  2022 UGC12810_abdias  /data3/CALIFA.COMB
4096 abr  2  2020 UGC12816  /data3/CALIFA.COMB
4096 ago 23  2018 UGC12857  /data3/CALIFA.COMB
4096 ago 23  2018 UGC12864  /data3/CALIFA.COMB
4096 ago 23  2018 UGCA021  /data3/CALIFA.COMB
4096 jun  9 09:46 VIIZw466A  /data3/CALIFA.COMB
4096 jun  9 09:49 VIIZw466B  /data3/CALIFA.COMB
4096 ago 23  2018 VIIZw700  /data3/CALIFA.COMB
4096 ago 23  2018 VV488NED02  /data3/CALIFA.COMB
4096 ago 27  2018 2MASXJ01331766+1319567  /data3/CALIFA.V500
4096 ago 27  2018 2MASXJ09065870  /data3/CALIFA.V500
4096 ago 27  2018 ARP118  /data3/CALIFA.V500
4096 sep  3 14:45 ARP141  /data3/CALIFA.V500
4096 sep 15 08:56 ARP142  /data3/CALIFA.V500
4096 may 29 14:24 ARP148  /data3/CALIFA.V500
4096 ago 27  2018 CGCG242-073  /data3/CALIFA.V500
4096 ago 27  2018 CGCG251-041  /data3/CALIFA.V500
4096 ago 27  2018 ESO539-G014  /data3/CALIFA.V500
4096 ago  2  2022 ESO540-G003  /data3/CALIFA.V500
4096 ago 27  2018 IC0208  /data3/CALIFA.V500
4096 ago 27  2018 IC0701  /data3/CALIFA.V500
4096 abr 12  2020 IC0994  /data3/CALIFA.V500
4096 ago  4  2022 IC0995  /data3/CALIFA.V500
4096 ago 27  2018 IC1602  /data3/CALIFA.V500
4096 ago 27  2018 IC2378  /data3/CALIFA.V500
4096 ago 27  2018 IC2402  /data3/CALIFA.V500
4096 ago 27  2018 IC2481  /data3/CALIFA.V500
4096 ago 27  2018 IC3065  /data3/CALIFA.V500
4096 ago 27  2018 IC3586  /data3/CALIFA.V500
4096 ago 27  2018 IC3652  /data3/CALIFA.V500
4096 ago 27  2018 IC3918  /data3/CALIFA.V500
4096 ago 27  2018 IC4215  /data3/CALIFA.V500
4096 ago 27  2018 IC4534  /data3/CALIFA.V500
4096 may 30 10:03 IZw45  /data3/CALIFA.V500
4096 ago 27  2018 MCG-01-33-007  /data3/CALIFA.V500
4096 ago 27  2018 MCG-02-02-040  /data3/CALIFA.V500
4096 ago 27  2018 MCG-02-02-086  /data3/CALIFA.V500
4096 ago 27  2018 MCG-02-06-016  /data3/CALIFA.V500
12288 ago 27  2018 MCG-02-08-014  /data3/CALIFA.V500
4096 ago 27  2018 MCG+07-17-002  /data3/CALIFA.V500
4096 ago 27  2018 MCG+08-19-017  /data3/CALIFA.V500
4096 ago 27  2018 MCG+09-18-064  /data3/CALIFA.V500
4096 ago 27  2018 MCG+09-22-053  /data3/CALIFA.V500
4096 ago 27  2018 MCG+10-17-007  /data3/CALIFA.V500
4096 nov 22  2018 NGC0197  /data3/CALIFA.V500
4096 ago 27  2018 NGC0426  /data3/CALIFA.V500
4096 ago 27  2018 NGC0472  /data3/CALIFA.V500
4096 ago 27  2018 NGC0496  /data3/CALIFA.V500
4096 ago 27  2018 NGC0499  /data3/CALIFA.V500
4096 ago 27  2018 NGC0507  /data3/CALIFA.V500
4096 ago 27  2018 NGC0508  /data3/CALIFA.V500
4096 ago 27  2018 NGC0515  /data3/CALIFA.V500
4096 ago 27  2018 NGC0647  /data3/CALIFA.V500
4096 ago 27  2018 NGC0677  /data3/CALIFA.V500
4096 sep 25  2018 NGC0787  /data3/CALIFA.V500
4096 ago 27  2018 NGC0835  /data3/CALIFA.V500
4096 ago 27  2018 NGC0924  /data3/CALIFA.V500
12288 ago  8  2022 NGC1093  /data3/CALIFA.V500
4096 ago 27  2018 NGC1132  /data3/CALIFA.V500
4096 ago 27  2018 NGC1211  /data3/CALIFA.V500
4096 ago 27  2018 NGC1270  /data3/CALIFA.V500
4096 ago 27  2018 NGC1271  /data3/CALIFA.V500
4096 ago 27  2018 NGC1281  /data3/CALIFA.V500
4096 ago 27  2018 NGC1590  /data3/CALIFA.V500
4096 jul 30  2022 NGC2253  /data3/CALIFA.V500
4096 sep 10  2023 NGC2410  /data3/CALIFA.V500
4096 ago 27  2018 NGC2484  /data3/CALIFA.V500
4096 ago 27  2018 NGC2526  /data3/CALIFA.V500
4096 ago 27  2018 NGC2558  /data3/CALIFA.V500
4096 ago 27  2018 NGC2565  /data3/CALIFA.V500
4096 ago 27  2018 NGC2572  /data3/CALIFA.V500
4096 ago 27  2018 NGC2767  /data3/CALIFA.V500
4096 ago 27  2018 NGC3160  /data3/CALIFA.V500
12288 ago  8  2022 NGC3182  /data3/CALIFA.V500
4096 ago 27  2018 NGC3323  /data3/CALIFA.V500
4096 ago 27  2018 NGC3610  /data3/CALIFA.V500
4096 sep 25  2018 NGC3773  /data3/CALIFA.V500
4096 ago 27  2018 NGC3913  /data3/CALIFA.V500
4096 ago 27  2018 NGC3990  /data3/CALIFA.V500
4096 ago 27  2018 NGC4047  /data3/CALIFA.V500
4096 ago 27  2018 NGC4384  /data3/CALIFA.V500
4096 ago 27  2018 NGC4630  /data3/CALIFA.V500
4096 ago 27  2018 NGC4874  /data3/CALIFA.V500
4096 ago 27  2018 NGC5145  /data3/CALIFA.V500
4096 ago 27  2018 NGC5198  /data3/CALIFA.V500
4096 may 30 10:04 NGC5410  /data3/CALIFA.V500
4096 abr 22  2020 NGC5421NED02  /data3/CALIFA.V500
4096 abr 11  2020 NGC5423  /data3/CALIFA.V500
4096 ago  6  2022 NGC5425  /data3/CALIFA.V500
12288 may 29  2020 NGC5434B  /data3/CALIFA.V500
4096 ago 27  2018 NGC5439  /data3/CALIFA.V500
12288 jul 31  2022 NGC5443  /data3/CALIFA.V500
4096 ago 27  2018 NGC5473  /data3/CALIFA.V500
4096 abr 13  2020 NGC5513  /data3/CALIFA.V500
12288 ago  8  2022 NGC5519  /data3/CALIFA.V500
12288 ago  1  2022 NGC5522  /data3/CALIFA.V500
4096 abr 10  2020 NGC5525  /data3/CALIFA.V500
4096 abr 10  2020 NGC5532  /data3/CALIFA.V500
4096 ago 27  2018 NGC5533  /data3/CALIFA.V500
4096 abr 10  2020 NGC5546  /data3/CALIFA.V500
4096 abr 11  2020 NGC5549  /data3/CALIFA.V500
4096 ago 27  2018 NGC5557  /data3/CALIFA.V500
12288 ago  8  2022 NGC5559  /data3/CALIFA.V500
4096 abr  8  2020 NGC5580  /data3/CALIFA.V500
12288 ago  8  2022 NGC5587  /data3/CALIFA.V500
4096 mar 28  2020 NGC5598  /data3/CALIFA.V500
4096 mar 20  2020 NGC5602  /data3/CALIFA.V500
12288 jul 31  2022 NGC5610  /data3/CALIFA.V500
4096 ago 27  2018 NGC5611  /data3/CALIFA.V500
4096 abr 14  2020 NGC5616  /data3/CALIFA.V500
4096 ago 27  2018 NGC5622  /data3/CALIFA.V500
4096 ago 27  2018 NGC5623  /data3/CALIFA.V500
4096 jul 31  2022 NGC5635  /data3/CALIFA.V500
4096 abr  4  2020 NGC5642  /data3/CALIFA.V500
12288 ago  2  2022 NGC5656  /data3/CALIFA.V500
12288 ago  4  2022 NGC5659  /data3/CALIFA.V500
4096 ago 27  2018 NGC5665  /data3/CALIFA.V500
4096 ago  2  2022 NGC5675  /data3/CALIFA.V500
4096 abr 10  2020 NGC5684  /data3/CALIFA.V500
4096 ago 27  2018 NGC5687  /data3/CALIFA.V500
4096 ago 27  2018 NGC5689  /data3/CALIFA.V500
12288 ago  4  2022 NGC5714  /data3/CALIFA.V500
12288 ago  5  2022 NGC5730  /data3/CALIFA.V500
12288 ago  4  2022 NGC5731  /data3/CALIFA.V500
12288 ago  4  2022 NGC5735  /data3/CALIFA.V500
4096 ago 27  2018 NGC5739  /data3/CALIFA.V500
12288 ago  8  2022 NGC5772  /data3/CALIFA.V500
4096 ago  6  2022 NGC5829  /data3/CALIFA.V500
4096 ago 27  2018 NGC5935  /data3/CALIFA.V500
4096 ago 27  2018 NGC6023  /data3/CALIFA.V500
4096 ago 27  2018 NGC6166NED01  /data3/CALIFA.V500
4096 ago 27  2018 NGC6361  /data3/CALIFA.V500
4096 ago 27  2018 NGC6373  /data3/CALIFA.V500
4096 ago 27  2018 NGC6978  /data3/CALIFA.V500
4096 ago 27  2018 NGC7236  /data3/CALIFA.V500
4096 ago 27  2018 NGC7550  /data3/CALIFA.V500
4096 ago 27  2018 NGC7611  /data3/CALIFA.V500
4096 ago 27  2018 NGC7782  /data3/CALIFA.V500
4096 nov  6  2018 NGC7814f1a  /data3/CALIFA.V500
4096 ago 27  2018 NGC7824  /data3/CALIFA.V500
4096 ago 27  2018 PGC0011179  /data3/CALIFA.V500
4096 ago 27  2018 PGC0032873  /data3/CALIFA.V500
4096 ago 27  2018 PGC0035860  /data3/CALIFA.V500
4096 ago 27  2018 PGC0213858  /data3/CALIFA.V500
4096 mar 24  2020 UGC01274  /data3/CALIFA.V500
12288 ago  4  2022 UGC02367  /data3/CALIFA.V500
4096 ago 27  2018 UGC02405  /data3/CALIFA.V500
4096 ago 27  2018 UGC02465  /data3/CALIFA.V500
4096 ago 27  2018 UGC03038  /data3/CALIFA.V500
4096 ago 27  2018 UGC03107  /data3/CALIFA.V500
12288 ago  2  2022 UGC03253  /data3/CALIFA.V500
4096 ago 27  2018 UGC03539  /data3/CALIFA.V500
4096 ago 27  2018 UGC03552  /data3/CALIFA.V500
4096 ago 27  2018 UGC03973  /data3/CALIFA.V500
4096 ago 27  2018 UGC04195  /data3/CALIFA.V500
4096 ago 27  2018 UGC04233  /data3/CALIFA.V500
4096 ago 27  2018 UGC04240  /data3/CALIFA.V500
4096 ago 27  2018 UGC04241  /data3/CALIFA.V500
4096 ago 27  2018 UGC04546  /data3/CALIFA.V500
12288 ago 27  2018 UGC04722  /data3/CALIFA.V500
4096 ago 27  2018 UGC05392  /data3/CALIFA.V500
4096 jul 31  2022 UGC05520  /data3/CALIFA.V500
4096 ago 27  2018 UGC06035  /data3/CALIFA.V500
4096 ago 27  2018 UGC06517  /data3/CALIFA.V500
4096 ago 27  2018 UGC06616  /data3/CALIFA.V500
4096 ago 27  2018 UGC06930  /data3/CALIFA.V500
4096 sep 25  2018 UGC07129  /data3/CALIFA.V500
4096 mar 24  2020 UGC08984  /data3/CALIFA.V500
4096 ago 27  2018 UGC09056  /data3/CALIFA.V500
12288 abr  6  2020 UGC09110  /data3/CALIFA.V500
12288 ago  2  2022 UGC09113  /data3/CALIFA.V500
4096 ago  5  2022 UGC09165  /data3/CALIFA.V500
12288 ago  1  2022 UGC09182  /data3/CALIFA.V500
12288 mar 27  2020 UGC09199  /data3/CALIFA.V500
4096 ago 27  2018 UGC09253  /data3/CALIFA.V500
12288 abr 13  2020 UGC09262  /data3/CALIFA.V500
4096 ago 27  2018 UGC09291  /data3/CALIFA.V500
4096 ago 27  2018 UGC09356  /data3/CALIFA.V500
4096 ago  4  2022 UGC09401  /data3/CALIFA.V500
4096 jul 31  2022 UGC09448  /data3/CALIFA.V500
4096 abr 10  2020 UGC09492  /data3/CALIFA.V500
4096 mar 24  2020 UGC09518  /data3/CALIFA.V500
4096 mar 23  2020 UGC09539  /data3/CALIFA.V500
4096 ago 27  2018 UGC09708  /data3/CALIFA.V500
12288 ago 27  2018 UGC09711  /data3/CALIFA.V500
4096 ago 27  2018 UGC09842  /data3/CALIFA.V500
4096 ago 27  2018 UGC09868  /data3/CALIFA.V500
4096 ago 27  2018 UGC10042  /data3/CALIFA.V500
4096 ago 27  2018 UGC10117  /data3/CALIFA.V500
4096 ago 27  2018 UGC10257  /data3/CALIFA.V500
12288 ago  8  2022 UGC11680NED01  /data3/CALIFA.V500
4096 ago 27  2018 UGC11740  /data3/CALIFA.V500
4096 ago 27  2018 UGC12494NOTES01  /data3/CALIFA.V500
4096 ago 27  2018 UGC12653  /data3/CALIFA.V500
