RefCode,Citation,Band,mu_0,e_R,e_S,e_T,Category,Ncef,Zcorr,zeroP,Rank,Year,Date,Comments,Author,ADS_date,JD
2000ApJ...529..745F,Ferrarese et al.2000,W(VI),30.89,0.1,,,1,4,False,LMC,1,2000,2026,There are no specific comments on the publication.CHECK ARTICLE LATER.,Quintero-Salazar et al.2026,2000-02-00,2451575.5
2001ApJ...548..564W,Willick & Batra 2001,VI,30.79,0.12,,,1,13,False,LMC,1,2001,2026,"Only 13 HST Cepheids with V,I data enter the fit, producing a comparatively large random uncertainty. No metallicity correction or host-specific systematic error is included.",Quintero-Salazar et al.2026,2001-02-00,2451941.5
2001ApJ...553...47F,Freedman et al.2001,W(VI),30.81,0.09,,,1,13,False,LMC,1,2001,2026,Final Wesenheit fit; no period cut was required because all 13 Cepheids were retained. e_R contains random uncertainty only.,Quintero-Salazar et al.2026,2001-05-00,2452030.5
2001ApJ...553...47F,Freedman et al.2001,W(VI),30.84,0.09,,,1,13,True,LMC,1,2001,2026,Table 4 mu_Z; all 13 Cepheids were retained. The metallicity correction uses gamma=-0.2 mag dex^-1 and its uncertainty is not included in e_R.,Quintero-Salazar et al.2026,2001-05-00,2452030.5
2002A&A...383..398P,Paturel et al. 2002,W(VI),30.93,0.12,,,3,-1,False,GC,1,2002,2026,"Not flagged as a preferred near-solar solution. Lowering Vlim by 0.5 mag changes mu by +0.39 mag. Table 6 reports 48 sosie matches, not an unambiguous count of distinct Cepheids.",Quintero-Salazar et al.2026,2002-02-00,2452306.5
2002A&A...389...19P,"Paturel, G. et al.2002",W(VI),30.8,0.11,,,1,48,False,GC,1,2002,2026,"HIPPARCOS-calibrated result. Its limiting-magnitude test gives an asymmetric change of +0.12/0.00 mag, contributing to the larger final uncertainty.",Quintero-Salazar et al.2026,2002-07-00,2452456.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.787,0.082,,,1,13,False,LMC,1,2003,2026,Maximum-light LMC PL solution used as a consistency check; it agrees with the mean-light result within 0.004 mag.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.791,0.079,,,1,13,False,LMC,1,2003,2026,Representative LMC mean-light solution. CTE corrected but not metallicity corrected; random error only.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.818,0.083,,,1,13,True,GC,1,2003,2026,"FSG03 Galactic result with a -0.040 mag metallicity correction, reversing the small uncorrected LMC-GC offset.",Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.825,0.079,,,1,13,True,LMC,1,2003,2026,LMC solution with a +0.034 mag metallicity correction. The systematic uncertainty of gamma is excluded.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.858,0.083,,,1,13,False,GC,1,2003,2026,Representative FSG03 Galactic mean-light solution. CTE corrected without metallicity adjustment.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2006ApJS..165..108S,Saha et al.2006,W(VI),30.89,0.1,0.08,0.1280624847486569,2,13,True,GC+LMC,1,2006,2026,Final modulus from 13 Cepheids. The uncorrected GC/LMC values are 30.98/30.80 mag; metallicity corrections of -0.09/+0.10 mag yield 30.89/30.90 mag before adoption.,Quintero-Salazar et al.2026,2006-07-00,2453917.5
