RefCode,Citation,Band,mu_0,e_R,Rank,Year,Date,Comments,Author,ADS_date,JD
2006AJ....132..729T,Tully et al.2006,F814W(F555W F814W),26.64,0.05,1,2006,2026,"Archival HST/WFPC2 program 5915, analyzed with HSTPHOT and modified maximum likelihood. I_TRGB=22.64+/-0.05 and A_I=0.05. e_R reflects the TRGB fit; the adopted M_F814W=-4.05 zero point was treated as fixed.",Quintero-Salazar et al.2026,2006-08-00,2453948.5
2009AJ....138..332J,Jacobs et al.2009,F814W(F606W F814W),26.69,0.12,1,2009,2026,"mu_0 does not appear in the publication table because it is truncated, but it is online.",Quintero-Salazar et al.2026,2009-08-00,2455044.5
2009ApJS..183...67D,Dalcanton et al.2009,F814W(F475W F814W),26.588,0.023,1,2009,2026,"New ANGST ACS imaging. M_TRGB=-4.03. e_R is propagated from D=2.08+/-0.022 Mpc. The quoted uncertainty is statistical and excludes dust and absolute-TRGB systematics.",Quintero-Salazar et al.2026,2009-07-00,2455013.5
2012A&A...540A..49M,"McCall, M. L. et al.2012",I(VI),26.43,0.1,2,2012,2026,"It is unclear whether these observations are from Spain, Mexico, Chile, or Hawaii. Donde esta en la publicacion? Raro",Quintero-Salazar et al.2026,2012-04-00,2456018.5
2018AstBu..73...22T,Tikhonov 2018,F814W(F606W F814W),26.65,0.15,1,2018,2026,"No object-specific uncertainty is listed; e_R is the global external accuracy. The derived distance, 2.14 Mpc, closely matches the NED TRGB median of 2.15 Mpc.",Quintero-Salazar et al.2026,2018-01-00,2458119.5
