RefCode,Citation,Band,mu_0,e_R,Rank,Year,Date,Comments,Author,ADS_date,JD
2007ApJ...667L.151A,Aloisi et al.2007,I(VI),31.3,0.17,1,2007,2024,There are no specific comments on the publication.,Valencia et al.2024,2007-10-00,2454374.5
2007AstL...33..137T,Tikhonov 2007,F814W(F555W F814W),30.72,0.19,1,2007,2026,"Final modulus converted from D=13.9+/-1.2 Mpc after star-by-star internal-extinction corrections. Both components yield I_TRGB=26.8+/-0.2. Small RGB counts and the approximate extinction treatment are the main caveats.",Quintero-Salazar et al.2026,2007-03-00,2454160.5
