RefCode,Citation,Band,mu_0,e_R,Rank,Year,Date,Comments,Author,ADS_date,JD
2005ApJ...633..810M,Mouhcine et al.2005,F814W(F606W F814W),29.32,0.09,1,2005,2024,sigma_sys=0.15.,Valencia et al.2024,2005-11-00,2453675.5
2007ApJ...661..815R,Rizzi et al.2007,I(BVI),29.42,0.06,1,2007,2024,There are no specific comments on the publication.,Valencia et al.2024,2007-06-00,2454252.5
2008ApJ...689..721M,Mager et al.2008,I(VI),29.28,0.04,1,2008,2024,sigma_sys=0.12.,Valencia et al.2024,2008-12-00,2454801.5
2009ApJ...690..389M,Madore et al.2009a,I(VI),29.44,0.11,1,2009,2024,"They present the T magnitude from Madore et al. 2009, using data from 2008ApJ...689..721M. The value of mu_0 does not appear in the article, but all the calculations are shown.",Valencia et al.2024,2009-01-00,2454832.5
2017ApJ...835...28J,Jang & Lee 2017,I(VI),29.37,0.02,1,2017,2024,There are no specific comments on the publication.,Valencia et al.2024,2017-01-00,2457754.5
2018ApJS..235...23S,Sabbi et al.2018,I(VI),29.17,0.34,1,2018,2024,They mention that the calculations are conservative.,Valencia et al.2024,2018-03-00,2458178.5
2024ApJ...966...89A,Anand et al. 2024,F090W(F090W F150W),29.417,0.038,1,2024,2026,"They report absolute and apparent magnitudes so I estimate mu_0 and its error using error propagation on stat errors. M=-4.362+/-0.033,m=25.055+/-0.02",Quintero-Salazar et al.2026,2024-05-00,2460431.5
