RefCode,Citation,Band,mu_0,e_R,Rank,Year,Date,Comments,Author,ADS_date,JD
2003A&A...398..467K,Karachentsev et al. 2003,F814W(F606W F814W),28.34,0.27,1,2003,2026,"The CMD shows a mixed stellar population and a prominent RGB. I_TRGB=24.31+/-0.26 and A_I=0.02 mag. The TRGB distance agrees with the earlier brightest-stars estimate of 4.9+/-1.0 Mpc.",Quintero-Salazar et al.2026,2003-02-00,2452671.5
2013AstBu..68..125M,Makarov et al. 2013,F814W(F606W F814W),28.30,0.19,1,2013,2026,"Severe crowding, young-star contamination, and a TRGB only about 1 mag above the limit required an outer-region selection and edge detection instead of maximum likelihood.",Quintero-Salazar et al.2026,2013-04-00,2456383.5
2015MNRAS.450.3886M,McQuinn et al. 2015,F606W F814W,28.4,0.05,1,2015,2026,There are no specific comments on the publication.,Quintero-Salazar et al.2026,2015-07-00,2457204.5
