RefCode,Citation,Band,mu_0,e_R,e_S,e_T,Category,Ncef,Zcorr,zeroP,Rank,Year,Date,Comments,Author,ADS_date,JD
2008ApJ...684..102B,Bono et al.2008,W(VI),29.12,0.23,,,3,-1,True,TM,1,2008,2024,"[O/H]=8.53, use data from Macri et al. 2006 and apply metallicity correction based on theoretical models.",Valencia et al.2024,2008-09-00,2454710.5
2008ApJ...684..102B,Bono et al.2008,W(VI),29.35,0.12,,,3,-1,True,TM,1,2008,2024,"Use angular diameter of galactic Cepheids, data from Macri et al. 2026.",Valencia et al.2024,2008-09-00,2454710.5
2008MNRAS.390.1762D,Di Benedetto 2008,W(VI),29.28,0.03,0.03,0.0424264068711928,2,-1,False,GC,1,2008,2024,Detailed article from 2008MNRAS.390.1762D but the errors are different from the previous one.,Valencia et al.2024,2008-11-00,2454771.5
2010ApJ...715..277B,Bono et al. 2010,BV(W),29.15,0.21,,,1,-1,True,GC,1,2010,2026,"As in NED: GClstr LGG 290 BCG 1 of 1, BV(W), inner",Quintero-Salazar et al.2024,2010-05-00,2455317.5
2010ApJ...715..277B,Bono et al. 2010,VI(W),29.18,0.21,,,1,-1,True,GC,1,2010,2026,"As in NED: GClstr LGG 290 BCG 1 of 1, VI(W), inner",Quintero-Salazar et al.2024,2010-05-00,2455317.5
2010ApJ...715..277B,Bono et al. 2010,VI(W),29.4,0.13,,,1,-1,True,GC,1,2010,2026,"As in NED: GClstr LGG 290 BCG 1 of 1, VI(W), outer",Quintero-Salazar et al.2024,2010-05-00,2455317.5
2010ApJ...715..277B,Bono et al. 2010,BV(W),29.49,0.21,,,1,-1,True,GC,1,2010,2026,"As in NED: GClstr LGG 290 BCG 1 of 1, BV(W), outer",Quintero-Salazar et al.2024,2010-05-00,2455317.5
2013MNRAS.430..546D,Di Benedetto 2013,W(VI),29.28,0.05,,,3,31,True,LMC,1,2013,2024,"Use parallax, data from Riess et al. 2011, H0 review article.",Valencia et al.2024,2013-03-00,2456352.5
2013MNRAS.434.2866F,Fiorentino et al.2013,F160W,29.345,0.004,,,1,-1,True,LMC,1,2013,2024,,Valencia et al.2024,2013-10-00,2456566.5
2014MNRAS.440.1138E,Efstathiou 2014,W(VI),29.24,0.08,,,1,120,True,GC,3,2014,2024,,Valencia et al.2024,2014-05-00,2456778.5
2015AJ....149..183H,Hatt et al.2015,gri,29.18,0.23,,,3,94,False,LMC,2,2015,2024,There are no specific comments on the publication.,Valencia et al.2024,2015-06-00,2457174.5
2015MNRAS.450.3597F,Fausnaugh et al.2015,BVIH,29.4,0.08,,,3,81,True,LMC,2,2015,2024,"Flow calibration from HST/WFC3 of the SH0ES project, they use metallicity gradient for metallicity correction.",Valencia et al.2024,2015-07-00,2457204.5
