RefCode,Citation,Band,mu_0,e_R,e_S,e_T,Category,Ncef,Zcorr,zeroP,Rank,Year,Date,Comments,Author,ADS_date,JD
2000ApJ...529..745F,Ferrarese et al.2000,W(VI),30.47,0.08,,,1,-1,False,LMC,1,2000,2026,They calculate gamma.,Quintero-Salazar et al.2026,2000-02-00,2451575.5
2001ApJ...548..564W,Willick & Batra 2001,W(VI),30.32,0.08,,,1,34,False,LMC,1,2000,2024,No metallicity correction applied.,Valencia et al.2024,2001-02-00,2451941.5
2001ApJ...553...47F,Freedman et al.2001,W(VI),30.25,0.05,,,1,29,False,LMC,1,2001,2024,There are no specific comments on the publication.,Valencia et al.2024,2001-05-00,2452030.5
2001ApJ...553...47F,Freedman et al.2001,W(VI),30.25,0.05,,,1,29,True,LMC,1,2001,2024,There are no specific comments on the publication.,Valencia et al.2024,2001-05-00,2452030.5
2002A&A...383..398P,Paturel et al. 2002,W(VI),30.47,0.07,,,3,-1,False,GC,1,2002,2026,"Preferred near-solar-metallicity solution. Vlim variations change mu by only +0.03/-0.07 mag. Table 6 reports 88 sosie matches, not an unambiguous unique-Cepheid count.",Quintero-Salazar et al.2026,2002-02-00,2452306.5
2002A&A...389...19P,"Paturel, G. et al.2002",W(VI),30.33,0.06,,,1,88,False,GC,1,2002,2024,"Data from Paturel et al. 2002 used, but calibrated with HIPPARCOS.",Valencia et al.2024,2002-07-00,2452456.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.343,0.071,,,1,29,False,LMC,1,2003,2026,Maximum-light LMC PL solution. CTE corrected; it agrees closely with the mean-light LMC result.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.348,0.071,,,1,29,False,LMC,1,2003,2026,Representative mean-light OGLE LMC solution. CTE corrected; the field metallicity equals the adopted LMC reference.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.348,0.071,,,1,29,True,LMC,1,2003,2026,Metallicity-corrected LMC solution. The correction is exactly 0.000 mag because the adopted abundance equals the LMC reference.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.356,0.072,,,1,29,True,GC,1,2003,2026,FSG03 Galactic solution with a -0.074 mag metallicity correction relative to Galactic abundance.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.43,0.072,,,1,29,False,GC,1,2003,2026,Representative FSG03 Galactic mean-light solution. CTE corrected but not metallicity corrected.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2006ApJS..165..108S,Saha et al.2006,W(VI),30.5,0.06,0.08,0.1,2,26,True,GC+LMC,1,2006,2024,They delve into the HST CTE correction.,Valencia et al.2024,2006-07-00,2453917.5
