    0.656527418787150463E+01    0.600865399523422461E+01    0.235305913163124131E+03
    0.126315180124147606E+02    0.247615833615992109E+02    0.235918844140392821E+03
    0.313319163283328521E+02    0.185089052499304820E+02    0.236850651254719253E+03
    0.662492015104928811E+01    0.187917533797886236E+02    0.236995812792656551E+03
    0.311101294568584379E+02    0.186923577168504629E+02    0.237097597854360714E+03
    0.185205407783214788E+02    0.187543683687626483E+02    0.237137139151812363E+03
    0.627616124239960804E+01    0.191845636288640513E+02    0.237381846452544750E+03
    0.249253127678076609E+02    0.123043958390559336E+02    0.237424787914855898E+03
    0.656530561142083080E+01    0.190142857506117622E+02    0.237665466297855261E+03
    0.252693725058619343E+02    0.254170421137200329E+02    0.238021156085682691E+03
    0.309076785123379272E+00    0.126004968755415589E+02    0.238154354577780708E+03
    0.614693096393419669E+01    0.655881968534430371E+01    0.238266608119323877E+03
    0.254153469421022891E+02    0.250170821662336458E+02    0.238329557951874648E+03
    0.252657482767915269E+02    0.254001118401524053E+02    0.238532296453284431E+03
    0.253014156229174887E+02    0.253791880125578473E+02    0.238533763367064608E+03
    0.278271947491633198E+00    0.124629055381484584E+02    0.238582058082586229E+03
    0.656763112108946068E+01    0.187730261650634418E+02    0.238648892111914137E+03
    0.312087688922542270E+02    0.190586713099306664E+02    0.238660812554393914E+03
    0.599824134128309794E+01    0.634723754838815868E+01    0.238721428526428127E+03
    0.189877918389452596E+02    0.191064181044909205E+02    0.238735643755022011E+03
    0.250049970277271036E+02    0.128260466005239895E+02    0.238801492160349000E+03
    0.123878918541717766E+02    0.249048593368466022E+02    0.238802068819913018E+03
    0.252286730807716388E+02    0.254026514552883391E+02    0.238884085190875709E+03
    0.186377970797356554E+02    0.647093223875474699E+01    0.238985616377360856E+03
    0.251836679886518304E+02    0.128423614983620897E+02    0.239045908181149827E+03
    0.219148734855559857E+00    0.171851658203287766E+00    0.239111017444296124E+03
    0.248738839130355309E+02    0.975969899064731278E-01    0.239158933253326438E+03
    0.185878839183295597E+02    0.187609552714419507E+02    0.239168976316271312E+03
    0.641522809205729061E+01    0.190917014001701730E+02    0.239183577666477760E+03
    0.127993047971205307E+02    0.252718403832909786E+02    0.239306445368007502E+03
    0.126397844471109266E+02    0.123063587797196305E+02    0.239334065463386111E+03
    0.191020815576170051E+02    0.189456228935111213E+02    0.239334882525952679E+03
    0.249547545117405534E+02    0.249298966971348364E+02    0.239346477377512770E+03
    0.606191769757054466E+01    0.643719261078941063E+01    0.239353244118605005E+03
    0.140424747067633721E+00    0.123363984069948955E+02    0.239356306111840809E+03
    0.642411577437038694E+01    0.651275802137130633E+01    0.239358381617352620E+03
    0.186419372495419147E+02    0.645159769105280034E+01    0.239413811935193422E+03
    0.124288675099336032E+02    0.253618664480689198E+02    0.239415985855787312E+03
    0.249374073514536896E+02    0.123844455260330601E+02    0.239424762278792258E+03
    0.127746358124026891E+02    0.249661903233782780E+02    0.239431420761879309E+03
    0.252810938596858321E+02    0.253523969676070706E+02    0.239473557373418572E+03
    0.248762721035379180E+02    0.250698369828834409E+02    0.239496353880418781E+03
    0.621060883103212547E+01    0.311620622017313238E+02    0.239497627115283166E+03
    0.614717528062915886E+01    0.650816471518118700E+01    0.239530050207561686E+03
    0.126520216301756587E+02    0.128144708056772778E+02    0.239539243150193670E+03
    0.249161727425662320E+02    0.252788568810978660E+02    0.239573378631648410E+03
    0.236287994397687856E+00    0.124561744176834033E+02    0.239585831606673793E+03
    0.251238667298130487E+02    0.259868949603310306E+00    0.239601229047226582E+03
    0.124338546032057096E+02    0.253559133599393896E+02    0.239617046071330037E+03
    0.622371986540499922E+01    0.191017120829834113E+02    0.239626691629205283E+03
    0.123106034619574132E+02    0.251667251821778564E+02    0.239653384922692965E+03
    0.311687182264620937E+02    0.189216906923760639E+02    0.239667195208904019E+03
    0.249098615692195118E+02    0.128844841061912407E+00    0.239671254936276341E+03
    0.189351881188607472E+02    0.604098982859323197E+01    0.239683832953874344E+03
    0.127475139787734495E+02    0.127474971581493808E+02    0.239705090873376633E+03
    0.239239850902038642E+00    0.126568948081663031E+02    0.239712018945130637E+03
    0.188926521228465809E+02    0.191007182062077483E+02    0.239735052651550660E+03
    0.651239727917509104E+01    0.639427884214041065E+01    0.239740256601477739E+03
    0.251563331699074304E+02    0.253846305919353803E+02    0.239781411672275738E+03
    0.124647271224269964E+02    0.249029716900269165E+02    0.239827471322667719E+03
    0.614170378421034346E+01    0.186423016566574233E+02    0.239836480724455015E+03
    0.190996404889998779E+02    0.188510285271563482E+02    0.239854228098342134E+03
    0.249431811634291307E+02    0.252961058040034175E+02    0.239854400179570007E+03
    0.253575448769298433E+02    0.250229659434192904E+02    0.239854625727682844E+03
    0.249442240054893745E+02    0.249687660447775208E+02    0.239864100121068589E+03
    0.151666119914911135E+00    0.123684879758545581E+02    0.239877187004722202E+03
    0.606346345158403643E+01    0.640066739049452238E+01    0.239880228643462516E+03
    0.253499541319104154E+02    0.119102545928158013E+00    0.239915869351757152E+03
    0.188361780049358316E+02    0.653037280913757812E+01    0.239917434460095762E+03
    0.186863802701156061E+02    0.646816307949382097E+01    0.239943059339835912E+03
    0.190914611095772493E+02    0.629674700712652680E+01    0.240046353350476778E+03
    0.618044843013162915E+01    0.190687696471309422E+02    0.240053051099097416E+03
    0.893702813368789789E-01    0.123415749433823159E+02    0.240057089054590449E+03
    0.187541488391774536E+02    0.190715584534035756E+02    0.240063903744623900E+03
    0.631485321168522606E+01    0.652186678470325987E+01    0.240083073386494931E+03
    0.311756960459634556E+02    0.188625362644716432E+02    0.240087503545508810E+03
    0.628957062223018948E+01    0.311754423239190039E+02    0.240087760375899762E+03
    0.123444843531477790E+02    0.252235065749238565E+02    0.240109529465562900E+03
    0.604966675026257494E+01    0.189021606998455418E+02    0.240117154874512892E+03
    0.190831199213061957E+02    0.623138239998631072E+01    0.240120262400663933E+03
    0.251652730929135444E+02    0.236771544327877392E+00    0.240125731927972993E+03
    0.249032773252849076E+02    0.251986981792723022E+02    0.240132197477655382E+03
    0.312995043420504118E+02    0.190555239635237328E+02    0.240185027110785626E+03
    0.629745481016088871E+01    0.604761660307613180E+01    0.240196721851502133E+03
    0.124001531045201929E+02    0.123991821604201000E+02    0.240205702658371706E+03
    0.631868828870681654E+01    0.651455464352444480E+01    0.240242197705005623E+03
    0.123383969761966572E+02    0.251854334924214527E+02    0.240244709497812778E+03
    0.123768680260204338E+02    0.252696425730072924E+02    0.240251684085543388E+03
    0.252492934325935181E+02    0.202119955878039187E+00    0.240262018436412717E+03
    0.123882340062964698E+02    0.150548847313831197E+00    0.240264670696118316E+03
    0.249318094871845339E+02    0.252493976325109735E+02    0.240284751796347990E+03
    0.253348353560325066E+02    0.250195993687154967E+02    0.240301619598286010E+03
    0.250302113086249953E+02    0.123587642005768359E+02    0.240302845781513923E+03
    0.252004613106309634E+02    0.253539526728921203E+02    0.240306511515370175E+03
    0.253186610732184150E+02    0.127039713932274978E+02    0.240309326118065115E+03
    0.637104133400292572E+01    0.186365131052455482E+02    0.240327794163030973E+03
    0.187258123312481111E+02    0.186554514725377558E+02    0.240334593976722715E+03
    0.187310327529176064E+02    0.186538868128718462E+02    0.240367222148865835E+03
    0.642060244746476982E+01    0.312330799265784442E+02    0.240368503424856385E+03
    0.188723838944497224E+02    0.190758146904497394E+02    0.240396136075557138E+03
    0.251103901639646132E+02    0.123414120185534095E+02    0.240426592684967517E+03
    0.200004707737142018E+00    0.250287290609359196E+02    0.240442597159376561E+03
    0.618667961712861825E+01    0.648674574759401157E+01    0.240445918587866032E+03
    0.127911628920527072E+02    0.251218105343354807E+02    0.240449298356849027E+03
    0.117928182911486060E+00    0.123746519869742890E+02    0.240450805654511356E+03
