####################################################
#  1   00000       NN   NN   GGGG   CCCCC   2222   555555      44    1  
# 111 00   00      NNN  NN  GG  GG CC    C 222222  55         444   111 
#  11 00   00      NN N NN GG      CC          222 555555   44  4    11 
#  11 00   00 ...  NN  NNN GG   GG CC    C  2222      5555 44444444  11 
# 111  00000  ...  NN   NN  GGGGGG  CCCCC  2222222 555555     444   111 
####################################################
#        PPPPPP  LL      RRRRRR   CCCCC  
#        PP   PP LL      RR   RR CC    C 
#        PPPPPP  LL      RRRRRR  CC      
#        PP      LL      RR  RR  CC    C 
#        PP      LLLLLLL RR   RR  CCCCC  
####################################################
RefCode,Citation,Band,mu_0,e_R,e_S,e_T,Category,Ncef,Zcorr,zeroP,Rank,Year,Date,Comments,Author,ADS_date,JD
2001ApJ...548..564W,Willick & Batra 2001,W(VI),30.32,0.08,,,1,34,False,LMC,1,2000,2024,No metallicity correction applied.,Valencia et al.2024,2001-02-00,2451941.5
2001ApJ...553...47F,Freedman et al.2001,W(VI),30.25,0.05,,,1,29,False,LMC,1,2001,2024,There are no specific comments on the publication.,Valencia et al.2024,2001-05-00,2452030.5
2001ApJ...553...47F,Freedman et al.2001,W(VI),30.25,0.05,,,1,29,True,LMC,1,2001,2024,There are no specific comments on the publication.,Valencia et al.2024,2001-05-00,2452030.5
2002A&A...389...19P,"Paturel, G. et al.2002",W(VI),30.33,0.06,,,1,88,False,GC,1,2002,2024,"Data from Paturel et al. 2002 used, but calibrated with HIPPARCOS.",Valencia et al.2024,2002-07-00,2452456.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.35,0.07,,,1,29,False,LMC,1,2003,2024,"Metallicity correction calculated, but no error added.",Valencia et al.2024,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.43,0.07,,,1,29,False,GC,1,2003,2024,They calculate metallicity correction but do not add error.,Valencia et al.2024,2003-12-00,2452974.5
2006ApJS..165..108S,Saha et al.2006,W(VI),30.5,0.06,0.08,0.1,2,26,True,LMC,1,2006,2024,They delve into the HST CTE correction.,Valencia et al.2024,2006-07-00,2453917.5
