RefCode,Citation,Band,mu_0,e_R,Rank,Year,Date,Comments,Author,ADS_date,JD
2002A&A...383..125K,"Karachentsev, I. D. et al.2002",I(VI),27.52,0.28,1,2002,2024,There are no specific comments on the publication.,Valencia et al.2024,2002-01-00,2452275.5
2005ApJ...627..739T,Thuan & Izotov 2005,I(VI),27.67,0.1,1,2005,2024,There are no specific comments on the publication.,Valencia et al.2024,2005-07-00,2453552.5
2008ARep...52...19T,Tikhonov & Galazutdinova 2008,I(VI),27.48,0.17,1,2008,2024,There are no specific comments on the publication.,Valencia et al.2024,2008-01-00,2454466.5
2009AJ....138..332J,Jacobs et al.2009,F814W(F606W F814W),27.57,0.03,1,2009,2024,"Valor de mu_0, sigma_ran no aparecen en la publiacion por tabla truncada.",Valencia et al.2024,2009-08-00,2455044.5
2009ApJS..183...67D,Dalcanton et al.2009,F814W(F606W F814W),27.54,0.03,1,2009,2024,There are no specific comments on the publication.,Valencia et al.2024,2009-07-00,2455013.5
