RefCode,Citation,Band,mu_0,e_R,Rank,Year,Date,Comments,Author,ADS_date,JD
2009ApJ...697..996M,Mould & Sakai 2009,F606W F814W,26.82,0.1,1,2009,2026,There are no specific comments on the publication.,Quintero-Salazar et al.2024,2009-06-00,2454983.5
2013ApJ...773...13L,Lee & Jang 2013,F555W F814W,30.12,0.03,1,2013,2026,As in NED: Syst. +/- 0.12,Quintero-Salazar et al.2024,2013-08-00,2456505.5
2017ApJ...836...74J,Jang & Lee 2017,F814W(F555W F814W),30.18,0.038,1,2017,2026,Calibrator with LMC+N4258.,Quintero-Salazar et al.2026,2017-02-00,2457785.5
2018ApJS..235...23S,Sabbi et al.2018,I(VI),30.14,0.54,1,2018,2026,They mention that their calculations are conservative.,Quintero-Salazar et al.2026,2018-03-00,2458178.5
