RefCode,Citation,Band,mu_0,e_R,Rank,Year,Date,Comments,Author,ADS_date,JD
2000ApJ...529..745F,Ferrarese et al.2000,I(BVI),23.39,0.16,1,2000,2024,There are no specific comments on the publication.,Valencia et al.2024,2000-02-00,2451575.5
2005A&A...429..837C,"Cioni, M.-R. & Habing, H. J. 2005",I(JK),23.34,0.12,2,2005,2024,There are no specific comments on the publication.,Valencia et al.2024,2005-01-00,2453371.5
2011AJ....141..194G,Gorski et al.2011,K(JK),23.26,0.07,2,2011,2024,Data from Gieren et al. 2006.,Valencia et al.2024,2011-06-00,2455713.5
2011AJ....141..194G,Gorski et al.2011,J(JK),23.31,0.05,2,2011,2024,Data from Gieren et al. 2006.,Valencia et al.2024,2011-06-00,2455713.5
2012A&A...540A..49M,"McCall, M. L. et al.2012",I(VI),23.32,0.1,2,2012,2024,"It is not known whether the observations were made in Spain, Mexico, Chile, or Hawaii.",Valencia et al.2024,2012-04-00,2456018.5
