RefCode,Citation,Band,mu_0,e_R,Rank,Year,Date,Comments,Author,ADS_date,JD
2017ApJ...836...74J,Jang & Lee 2017,F814W(F555W F814W),31.751,0.049,1,2017,2026,Calibrator with LMC+N4258.,Quintero-Salazar et al.2026,2017-02-00,2457785.5
