    0.276415321888673162E+02   -0.915594728208207620E+01
    0.276401493422037348E+02   -0.888636396071257906E+01
    0.274778658539365495E+02   -0.871792893623137743E+01
    0.274798465847718774E+02   -0.834379433421518080E+01
    0.276368520960185080E+02   -0.826185508688195824E+01
    0.274813804417500194E+02   -0.806045551463120624E+01
    0.276357583183086319E+02   -0.806038043610280930E+01
    0.276356186916784310E+02   -0.803486514897858228E+01
    0.276340922754981193E+02   -0.775894177531678420E+01
    0.276324044285651347E+02   -0.746026499431835255E+01
    0.276322705295603122E+02   -0.743685959803529251E+01
    0.274861729972562685E+02   -0.721108224138458098E+01
    0.276304263475296139E+02   -0.711882068521980571E+01
    0.276303440355070862E+02   -0.710481341942031719E+01
    0.276301167310267815E+02   -0.706621576603167512E+01
    0.276299326333326754E+02   -0.703504461588187624E+01
    0.276296314539066898E+02   -0.698422252301712909E+01
    0.276294919945149999E+02   -0.696076245355944234E+01
    0.276290746486318177E+02   -0.689083122077814370E+01
    0.276272680984266543E+02   -0.659288238068028321E+01
    0.276272303116227675E+02   -0.658673288773843968E+01
    0.276267544851881368E+02   -0.650958558312376212E+01
    0.276263232189536225E+02   -0.644012645817356066E+01
    0.276260994000636906E+02   -0.640425222119028525E+01
    0.274913307422350428E+02   -0.635779202728727633E+01
    0.274914623151657977E+02   -0.633684931508093463E+01
    0.276256695401185084E+02   -0.633568613635028832E+01
    0.274916913988888396E+02   -0.630048351366241377E+01
    0.274918027052284586E+02   -0.628285912335205499E+01
    0.274918747004550212E+02   -0.627147494119321802E+01
    0.276251037120729848E+02   -0.624609955312371667E+01
    0.276250412206557598E+02   -0.623625191456100936E+01
    0.274923899776848373E+02   -0.619035570741126762E+01
    0.274924640877883384E+02   -0.617874042866862538E+01
    0.276245293599895234E+02   -0.615593925071032544E+01
    0.276241033205666184E+02   -0.608956565034120878E+01
    0.274934334237394040E+02   -0.602801473128343446E+01
    0.274934734089469188E+02   -0.602184509643264843E+01
    0.276235672721274810E+02   -0.600666453461290750E+01
    0.276235463940324451E+02   -0.600344946573846450E+01
    0.276235090930735900E+02   -0.599770797108491927E+01
    0.276232463955809315E+02   -0.595736602186234876E+01
    0.274940105018897967E+02   -0.593933998494944060E+01
    0.274940531527676413E+02   -0.593281749957691851E+01
    0.276229933854432375E+02   -0.591866633161082945E+01
    0.274941933690432982E+02   -0.591140497640404838E+01
    0.274944016697247413E+02   -0.587968124851822083E+01
    0.274944270751887885E+02   -0.587581908775310069E+01
    0.276226274860605336E+02   -0.586296773863266640E+01
    0.274945145705871994E+02   -0.586252966481910853E+01
    0.274945743855562341E+02   -0.585345498183611568E+01
    0.274946288452426018E+02   -0.584520013595211640E+01
    0.274949789875694250E+02   -0.579229439529440349E+01
    0.276219075489189905E+02   -0.575430236453032595E+01
    0.274952345512293661E+02   -0.575386268581121030E+01
    0.276217913144573615E+02   -0.573687339981915478E+01
    0.276217877572480646E+02   -0.573634051317392313E+01
    0.274954727891844826E+02   -0.571817580032844219E+01
    0.276216188731699752E+02   -0.571107538991303620E+01
    0.276214179892349136E+02   -0.568111108241543850E+01
    0.274957784495063997E+02   -0.567258634170188891E+01
    0.274962886728489160E+02   -0.559697936791972417E+01
    0.274963043814223695E+02   -0.559466139580744937E+01
    0.276208248627301458E+02   -0.559319695062681710E+01
    0.276207910843302393E+02   -0.558821535265016323E+01
    0.276207538902861742E+02   -0.558273314711364144E+01
    0.274964686402063876E+02   -0.557045823647559590E+01
    0.274965374723073666E+02   -0.556033499141468646E+01
    0.274965419608381687E+02   -0.555967524606546970E+01
    0.276205801175978323E+02   -0.555716340587934088E+01
    0.276204746374503181E+02   -0.554167745318281568E+01
    0.274966908922087612E+02   -0.553781168467970808E+01
    0.274967066305997996E+02   -0.553550431332639548E+01
    0.276201808352637705E+02   -0.549868219363798083E+01
    0.276201547200935025E+02   -0.549487037617367946E+01
    0.274970591176264705E+02   -0.548398073474740588E+01
    0.274971232929566014E+02   -0.547463180724489540E+01
    0.276199844348141497E+02   -0.547005485318294049E+01
    0.276199306145919401E+02   -0.546222597008421396E+01
    0.276198920775063925E+02   -0.545662444389500934E+01
    0.276198916386881024E+02   -0.545656068008932671E+01
    0.276197779078862062E+02   -0.544005006937834601E+01
    0.274973747250710119E+02   -0.543809772175136263E+01
    0.276196342334268898E+02   -0.541923627280684084E+01
    0.274975286539968664E+02   -0.541580516413664803E+01
    0.274975735123854790E+02   -0.540931917111983118E+01
    0.274981634993337849E+02   -0.532445779228856786E+01
    0.276189658405367808E+02   -0.532305077463468557E+01
    0.274982341935415135E+02   -0.531434475547216056E+01
    0.276187765542362129E+02   -0.529600375776130861E+01
    0.276187623933767767E+02   -0.529398373359656738E+01
    0.274984158834290326E+02   -0.528840775420107256E+01
    0.274984434709420498E+02   -0.528447636014423416E+01
    0.274984718937231492E+02   -0.528042782128174348E+01
    0.274985341361730491E+02   -0.527156869730320032E+01
    0.276185149232986902E+02   -0.525875922919381456E+01
    0.274986343844028802E+02   -0.525731941487753840E+01
    0.276184830911503418E+02   -0.525423882463138181E+01
    0.274987454374652991E+02   -0.524156213551865591E+01
    0.274987797054985457E+02   -0.523670575661818827E+01
    0.274987861208451498E+02   -0.523579689916968150E+01
    0.274988354823868875E+02   -0.522880714775496624E+01
    0.276182648332538072E+02   -0.522330923191832674E+01
    0.276182373985737790E+02   -0.521942941602289867E+01
    0.276182367059694371E+02   -0.521933149091085991E+01
    0.274990274881760470E+02   -0.520167342471140426E+01
    0.276180802638873182E+02   -0.519724177049376479E+01
    0.276180270995661310E+02   -0.518974813769639098E+01
    0.274991316549465772E+02   -0.518698941934010982E+01
    0.276177163536441981E+02   -0.514608176882314972E+01
    0.274994901637926574E+02   -0.513664827482336328E+01
    0.276174729025044670E+02   -0.511203159067232971E+01
    0.274998240584372766E+02   -0.509003732195134617E+01
    0.274998493126034518E+02   -0.508652264233377149E+01
    0.274998786757526759E+02   -0.508243800631083342E+01
    0.274999888819755860E+02   -0.506712571135842182E+01
    0.276170837412020198E+02   -0.505789341108753732E+01
    0.275000758665390244E+02   -0.505506020700684466E+01
    0.276169931888580322E+02   -0.504534768690244384E+01
    0.275001478195190430E+02   -0.504509326137717107E+01
    0.276169478289051256E+02   -0.503907052144416934E+01
    0.275002459476512513E+02   -0.503152030064770805E+01
    0.275002660677728770E+02   -0.502874012936058623E+01
    0.276168053786315753E+02   -0.501938914863919639E+01
    0.275003345931912762E+02   -0.501927857638158947E+01
    0.276167297158732055E+02   -0.500895489926074333E+01
    0.276166951069569464E+02   -0.500418668893979479E+01
    0.276166205083193894E+02   -0.499391858519985377E+01
    0.276165948236329939E+02   -0.499038627711574367E+01
    0.275005766059679644E+02   -0.498595203674518217E+01
    0.276165564410063809E+02   -0.498511058761368986E+01
    0.275006096116579215E+02   -0.498141771953724355E+01
    0.275006112525848891E+02   -0.498119235657141513E+01
    0.276164595976415796E+02   -0.497181498919278564E+01
    0.275007361622643813E+02   -0.496405613760252251E+01
    0.275007519363110866E+02   -0.496189474303780109E+01
    0.275007619814593554E+02   -0.496051864201825055E+01
    0.276163596587031037E+02   -0.495811770065774660E+01
    0.276163481064559022E+02   -0.495653591521020687E+01
    0.275009628965993649E+02   -0.493304517125315822E+01
    0.275009941990085096E+02   -0.492877343990803229E+01
    0.276160648752436551E+02   -0.491785354890605753E+01
    0.276160195243044768E+02   -0.491167738937611809E+01
    0.275011225310566516E+02   -0.491128468169620902E+01
    0.275011614523066470E+02   -0.490598830746893011E+01
    0.275011776128844012E+02   -0.490379024293078913E+01
    0.275013210102576551E+02   -0.488431330334437863E+01
    0.276158079846044302E+02   -0.488293304450109034E+01
    0.275013768581775651E+02   -0.487674094665650948E+01
    0.275015023046821021E+02   -0.485975874148557896E+01
    0.276155668380076378E+02   -0.485029500434755612E+01
    0.276155282817903256E+02   -0.484508938158664293E+01
    0.276153519798803799E+02   -0.482133106432714165E+01
    0.276153351586026261E+02   -0.481906809004432901E+01
    0.276151826357939250E+02   -0.479857972772526509E+01
    0.275019683306103886E+02   -0.479699748727394137E+01
    0.276151610044073799E+02   -0.479567845067532605E+01
    0.275020975467181579E+02   -0.477968665429492923E+01
    0.275021255520463228E+02   -0.477594005111643849E+01
    0.276149367464926705E+02   -0.476566552897776941E+01
    0.276148745241683002E+02   -0.475735930017651221E+01
    0.276148604062694432E+02   -0.475547594004557261E+01
    0.276147975780272930E+02   -0.474710023598674002E+01
    0.275024165523127202E+02   -0.473711949689288758E+01
    0.276146838958203986E+02   -0.473196890644593360E+01
    0.275025594380427485E+02   -0.471813144357582370E+01
    0.275025723399883404E+02   -0.471641928824133849E+01
    0.276145385216940511E+02   -0.471266393820426899E+01
    0.276145282557301783E+02   -0.471130256179727791E+01
    0.276145039056622146E+02   -0.470807448149109753E+01
    0.276144721543333063E+02   -0.470386732897372450E+01
    0.276143848955275644E+02   -0.469231756210886264E+01
    0.276143155946963361E+02   -0.468315760675618797E+01
    0.275028961947738111E+02   -0.467357128604500449E+01
    0.275028996718120027E+02   -0.467311260073105394E+01
    0.275030619424180358E+02   -0.465173798813287753E+01
    0.276140509391301237E+02   -0.464828102247940222E+01
    0.276140440796655504E+02   -0.464737928175136261E+01
    0.276139994704291780E+02   -0.464151770095643101E+01
    0.276139865017561270E+02   -0.463981452319369403E+01
    0.275031668263019711E+02   -0.463795566874242304E+01
    0.275031867932714604E+02   -0.463533485265308531E+01
    0.275032435233642403E+02   -0.462789375303528061E+01
    0.276138940436000695E+02   -0.462768352861305932E+01
    0.275032913882799228E+02   -0.462162140109750741E+01
    0.276138295006744769E+02   -0.461922716439311731E+01
    0.275033364636089672E+02   -0.461571956782046922E+01
    0.276137757818334322E+02   -0.461219649019645583E+01
    0.275033784500447709E+02   -0.461022650248514587E+01
    0.275033798662810298E+02   -0.461004128979923156E+01
    0.276137046957377770E+02   -0.460290331647459006E+01
    0.275034581283489388E+02   -0.459981371341961776E+01
    0.275035085864289286E+02   -0.459322736015167443E+01
    0.276134329842122384E+02   -0.456749248446858225E+01
    0.275038078105315371E+02   -0.455429325021419551E+01
    0.275038213167527239E+02   -0.455254086702506289E+01
    0.275038748135484425E+02   -0.454560409871925408E+01
    0.275038875763354618E+02   -0.454395018850857291E+01
    0.276132286123817607E+02   -0.454097298272220140E+01
    0.276132275874910249E+02   -0.454084024124116858E+01
    0.275039855190989364E+02   -0.453127078080037382E+01
    0.275040738889898115E+02   -0.451985015841288451E+01
    0.275041078933550196E+02   -0.451546048079739837E+01
    0.275041565498070355E+02   -0.450918410718313112E+01
    0.276128700270025789E+02   -0.449468174154717648E+01
    0.275042840081343627E+02   -0.449276938692812866E+01
    0.276128329958105354E+02   -0.448991859210249977E+01
    0.276128065496210553E+02   -0.448651893109560174E+01
    0.275043562537866855E+02   -0.448348232468019603E+01
    0.275043670807862775E+02   -0.448209159695302795E+01
    0.275043781649950141E+02   -0.448066811846801638E+01
    0.275044049421373629E+02   -0.447723049175076859E+01
    0.276127102291849340E+02   -0.447415093689497745E+01
