    0.399993014335632324E+02   -0.175816091939663514E+06   -0.921034037030929298E+01    1
    0.399983310699462891E+02   -0.175786630883787177E+06   -0.921044037030957341E+01    1
    0.399969255924224854E+02   -0.175743963780698687E+06   -0.921054037030962824E+01    1
    0.399955070018768311E+02   -0.175700903847506386E+06   -0.921064037030957117E+01    1
    0.399931645393371582E+02   -0.175629812229073170E+06   -0.921074037030951231E+01    1
    0.399914455413818359E+02   -0.175577651348347805E+06   -0.921084037030956004E+01    1
    0.399874484539031982E+02   -0.175456394589652336E+06   -0.921094037030982626E+01    1
    0.399830412864685059E+02   -0.175322746082936268E+06   -0.921104037030986689E+01    1
    0.399830389022827148E+02   -0.175322673795658717E+06   -0.921114037030979382E+01    1
    0.399805450439453125E+02   -0.175247069463599677E+06   -0.921124037030971543E+01    1
    0.399792635440826416E+02   -0.175208225587110908E+06   -0.921134037030974362E+01    1
    0.399780476093292236E+02   -0.175171373052359588E+06   -0.921144037030999030E+01    1
    0.399747657775878906E+02   -0.175071926687486703E+06   -0.921154037031001316E+01    1
    0.399734699726104736E+02   -0.175032668862297869E+06   -0.921164037030991878E+01    1
    0.399726355075836182E+02   -0.175007390164292447E+06   -0.921174037030982440E+01    1
    0.399722528457641602E+02   -0.174995798686151189E+06   -0.921184037030983660E+01    1
    0.399721419811248779E+02   -0.174992440479158831E+06   -0.921194037030951485E+01    1
    0.399709105491638184E+02   -0.174955141271446366E+06   -0.921204037030952705E+01    1
    0.399682617187500000E+02   -0.174874923534723872E+06   -0.921214037030998156E+01    1
    0.399672722816467285E+02   -0.174844963932393264E+06   -0.921224037030988363E+01    1
    0.399650144577026367E+02   -0.174776607896285132E+06   -0.921234037030934161E+01    1
    0.399623548984527588E+02   -0.174696106392843940E+06   -0.921244037030902518E+01    1
    0.399609935283660889E+02   -0.174654906613136001E+06   -0.921254037030904627E+01    1
    0.399605691432952881E+02   -0.174642064242642286E+06   -0.921264037030951854E+01    1
    0.399579381942749023E+02   -0.174562459297393827E+06   -0.921274037030999970E+01    1
    0.399565351009368896E+02   -0.174520013150682644E+06   -0.921284037030948610E+01    1
    0.399557900428771973E+02   -0.174497475875937205E+06   -0.921294037030920698E+01    1
    0.399545097351074219E+02   -0.174458751222112012E+06   -0.921304037030927248E+01    1
    0.399538648128509521E+02   -0.174439246296855854E+06   -0.921314037030924204E+01    1
    0.399426984786987305E+02   -0.174101706361304008E+06   -0.921324037030922760E+01    1
    0.399420726299285889E+02   -0.174082797655301722E+06   -0.921334037030934105E+01    1
    0.399411952495574951E+02   -0.174056291179171734E+06   -0.921344037030969787E+01    1
    0.399387419223785400E+02   -0.173982184597052692E+06   -0.921354037030985573E+01    1
    0.399376606941223145E+02   -0.173949529417098005E+06   -0.921364037030992655E+01    1
    0.399350643157958984E+02   -0.173871126297386858E+06   -0.921374037030946802E+01    1
    0.399344742298126221E+02   -0.173853309871277685E+06   -0.921384037030914982E+01    1
    0.399343919754028320E+02   -0.173850826441949088E+06   -0.921394037030964519E+01    1
    0.399338269233703613E+02   -0.173833766841664357E+06   -0.921404037030995227E+01    1
    0.399331438541412354E+02   -0.173813145277858275E+06   -0.921414037030962874E+01    1
    0.399309527873992920E+02   -0.173747006177941599E+06   -0.921424037030934606E+01    1
    0.399307715892791748E+02   -0.173741537131396966E+06   -0.921434037030921971E+01    1
    0.399307465553283691E+02   -0.173740781546207698E+06   -0.921444037030936336E+01    1
    0.399302577972412109E+02   -0.173726029974068486E+06   -0.921454037030933470E+01    1
    0.399292480945587158E+02   -0.173695557368078327E+06   -0.921464037030924921E+01    1
    0.399265539646148682E+02   -0.173614262196205294E+06   -0.921474037030921878E+01    1
    0.399262285232543945E+02   -0.173604443315355631E+06   -0.921484037030936243E+01    1
    0.399160254001617432E+02   -0.173296746030464885E+06   -0.921494037030979385E+01    1
    0.399108541011810303E+02   -0.173140898522929550E+06   -0.921504037030951295E+01    1
    0.399103426933288574E+02   -0.173125490027054504E+06   -0.921514037030919297E+01    1
    0.399098861217498779E+02   -0.173111734303533332E+06   -0.921524037030950538E+01    1
