    0.201762104034423828E+02    0.752373933792114258E+00    0.639047920703887939E+00   -0.462063677090961300E+07   -0.460515351937698814E+01    1
    0.212632489204406738E+02    0.673819184303283691E+00    0.830663979053497314E+00   -0.419260368833097024E+07   -0.461515351937698259E+01    1
    0.235148870944976807E+02    0.593981742858886719E+00    0.821921139955520630E+00   -0.334284062481014337E+07   -0.462515351937698149E+01    1
    0.233976018428802490E+02    0.819815397262573242E+00    0.698109656572341919E+00   -0.308659163865550328E+07   -0.463515351937698661E+01    1
    0.243246448040008545E+02    0.703553557395935059E+00    0.537149757146835327E+00   -0.296245072431428451E+07   -0.464515351937698728E+01    1
    0.232198059558868408E+02    0.104873478412628174E+01    0.977644294500350952E+00   -0.273323677712679328E+07   -0.465515351937698174E+01    1
    0.261971557140350342E+02    0.569174885749816895E+00    0.782917141914367676E+00   -0.236114376186726615E+07   -0.466515351937698153E+01    1
    0.267833805084228516E+02    0.534051656723022461E+00    0.585414141416549683E+00   -0.225744378040366992E+07   -0.467515351937698398E+01    1
    0.224104142189025879E+02    0.168535351753234863E+01    0.511270821094512939E+00   -0.222194212851851899E+07   -0.468515351937698377E+01    1
    0.229679179191589355E+02    0.150719642639160156E+01    0.982188731431961060E+00   -0.218459981221907027E+07   -0.469515351937698444E+01    1
    0.249243009090423584E+02    0.116735935211181641E+01    0.875310182571411133E+00   -0.204645358373637684E+07   -0.470515351937698423E+01    1
    0.200104212760925293E+02    0.247471392154693604E+01    0.508545994758605957E+00   -0.192066202647323115E+07   -0.471515351937698135E+01    1
    0.283966338634490967E+02    0.599167346954345703E+00    0.811037480831146240E+00   -0.162370648456340563E+07   -0.472515351937698025E+01    1
    0.208232605457305908E+02    0.262192845344543457E+01    0.697620362043380737E+00   -0.157597248846902279E+07   -0.473515351937698448E+01    1
    0.202163505554199219E+02    0.298973917961120605E+01    0.659291774034500122E+00   -0.140468652970233932E+07   -0.474515351937698782E+01    1
    0.292238163948059082E+02    0.858032703399658203E+00    0.709113776683807373E+00   -0.121728128474558820E+07   -0.475515351937698494E+01    1
    0.263998317718505859E+02    0.178162992000579834E+01    0.747263729572296143E+00   -0.112792275135091133E+07   -0.476515351937698117E+01    1
    0.316385543346405029E+02    0.172060728073120117E-01    0.851116925477981567E+00   -0.109382476570177544E+07   -0.477515351937698451E+01    1
    0.308111190795898438E+02    0.608487725257873535E+00    0.975590139627456665E+00   -0.971377625875531812E+06   -0.478515351937698341E+01    1
    0.268813943862915039E+02    0.194739878177642822E+01    0.582272052764892578E+00   -0.952901555197464069E+06   -0.479515351937697876E+01    1
    0.258061480522155762E+02    0.222419857978820801E+01    0.689680159091949463E+00   -0.951485119841909851E+06   -0.480515351937698032E+01    1
    0.220804250240325928E+02    0.343734443187713623E+01    0.532426416873931885E+00   -0.873928697875383077E+06   -0.481515351937698277E+01    1
    0.210852253437042236E+02    0.376786530017852783E+01    0.847380071878433228E+00   -0.823842541125554708E+06   -0.482515351937698345E+01    1
    0.260970401763916016E+02    0.236271798610687256E+01    0.807247579097747803E+00   -0.815248593629109440E+06   -0.483515351937698323E+01    1
    0.232971012592315674E+02    0.349637269973754883E+01    0.550612270832061768E+00   -0.698789212438938906E+06   -0.484515351937698480E+01    1
