No.,(m-M),err(m-M),Distance,Method,Reference,Notes,SN Name,Redshift,H0,LMCModulus
3,27.13,0.15,2.7,TRGB,2002AJ....124..811D,,,,,
4,27.16,0.16,2.7,TRGB,2014A&A...566A..71L,,,,,
5,27.33,0.03,2.92,TRGB,2006AJ....132..729T,,,,,
6,27.34,0.08,2.93,TRGB,2013AJ....146...86T,,,,74.4,
7,27.34,0.16,2.94,TRGB,2002AJ....123.1307M,,,,,
8,27.35,0.04,2.95,TRGB,2009AJ....138..332J,I,,,,
9,27.39,0.1,3.01,TRGB,2012A&A...540A..49M,,,,,
10,27.41,0.03,3.04,TRGB,2009ApJS..183...67D,I,,,,
