    0.399974346160888672E+02   -0.275735987240717397E+06   -0.921034037030929298E+01    1
    0.399901211261749268E+02   -0.275435174572613963E+06   -0.921044037030957341E+01    1
    0.399880325794219971E+02   -0.275349300260345859E+06   -0.921054037030962824E+01    1
    0.399824321269989014E+02   -0.275119093791833497E+06   -0.921064037030957117E+01    1
    0.399805450439453125E+02   -0.275041546971172967E+06   -0.921074037030951231E+01    1
    0.399801254272460938E+02   -0.275024304943806725E+06   -0.921084037030956004E+01    1
    0.399786853790283203E+02   -0.274965137550796790E+06   -0.921094037030982626E+01    1
    0.399786305427551270E+02   -0.274962884613625065E+06   -0.921104037030986689E+01    1
    0.399718868732452393E+02   -0.274685892680620949E+06   -0.921114037030979382E+01    1
    0.399695754051208496E+02   -0.274590982721333974E+06   -0.921124037030971543E+01    1
    0.399688971042633057E+02   -0.274563134484114300E+06   -0.921134037030974362E+01    1
    0.399682259559631348E+02   -0.274535581291385228E+06   -0.921144037030999030E+01    1
    0.399647843837738037E+02   -0.274394313374029996E+06   -0.921154037031001316E+01    1
    0.399642443656921387E+02   -0.274372150284357369E+06   -0.921164037030991878E+01    1
    0.399626624584197998E+02   -0.274307231771493156E+06   -0.921174037030982440E+01    1
    0.399626302719116211E+02   -0.274305910977188032E+06   -0.921184037030983660E+01    1
    0.399587213993072510E+02   -0.274145531489111308E+06   -0.921194037030951485E+01    1
    0.399550509452819824E+02   -0.273994976915808627E+06   -0.921204037030952705E+01    1
    0.399549984931945801E+02   -0.273992825737349747E+06   -0.921214037030998156E+01    1
    0.399534153938293457E+02   -0.273927903233993682E+06   -0.921224037030988363E+01    1
    0.399527716636657715E+02   -0.273901506223281147E+06   -0.921234037030934161E+01    1
    0.399527025222778320E+02   -0.273898671064442082E+06   -0.921244037030902518E+01    1
    0.399502718448638916E+02   -0.273799009891992842E+06   -0.921254037030904627E+01    1
    0.399493134021759033E+02   -0.273759717386931996E+06   -0.921264037030951854E+01    1
    0.399462485313415527E+02   -0.273634088263593847E+06   -0.921274037030999970E+01    1
    0.399417972564697266E+02   -0.273451681754400197E+06   -0.921284037030948610E+01    1
    0.399392330646514893E+02   -0.273346632661590993E+06   -0.921294037030920698E+01    1
    0.399375081062316895E+02   -0.273275976402590517E+06   -0.921304037030927248E+01    1
    0.399370384216308594E+02   -0.273256739169054781E+06   -0.921314037030924204E+01    1
    0.399311995506286621E+02   -0.273017648568685225E+06   -0.921324037030922760E+01    1
    0.399299395084381104E+02   -0.272966065978867002E+06   -0.921334037030934105E+01    1
    0.399291610717773438E+02   -0.272934201402709179E+06   -0.921344037030969787E+01    1
    0.399289095401763916E+02   -0.272923905589636182E+06   -0.921354037030985573E+01    1
    0.399285578727722168E+02   -0.272909511295016739E+06   -0.921364037030992655E+01    1
    0.399255335330963135E+02   -0.272785736031098233E+06   -0.921374037030946802E+01    1
    0.399245703220367432E+02   -0.272746321187370108E+06   -0.921384037030914982E+01    1
    0.399193263053894043E+02   -0.272531784636933065E+06   -0.921394037030964519E+01    1
    0.399182105064392090E+02   -0.272486147377890593E+06   -0.921404037030995227E+01    1
    0.399120950698852539E+02   -0.272236087961488462E+06   -0.921414037030962874E+01    1
    0.399110519886016846E+02   -0.272193447961217666E+06   -0.921424037030934606E+01    1
    0.399097990989685059E+02   -0.272142235644243017E+06   -0.921434037030921971E+01    1
    0.399079036712646484E+02   -0.272064768509512069E+06   -0.921444037030936336E+01    1
    0.399059188365936279E+02   -0.271983659084590618E+06   -0.921454037030933470E+01    1
    0.399049234390258789E+02   -0.271942987138984550E+06   -0.921464037030924921E+01    1
    0.399035251140594482E+02   -0.271885856716493727E+06   -0.921474037030921878E+01    1
    0.399025022983551025E+02   -0.271844072023872752E+06   -0.921484037030936243E+01    1
    0.399015247821807861E+02   -0.271804140936283336E+06   -0.921494037030979385E+01    1
    0.399014806747436523E+02   -0.271802339236853470E+06   -0.921504037030951295E+01    1
    0.398998892307281494E+02   -0.271737335968349478E+06   -0.921514037030919297E+01    1
    0.398984348773956299E+02   -0.271677939030644484E+06   -0.921524037030950538E+01    1
    0.398980677127838135E+02   -0.271662944764592161E+06   -0.921534037030945363E+01    1
    0.398970746994018555E+02   -0.271622394163407094E+06   -0.921544037030915142E+01    1
    0.398970377445220947E+02   -0.271620885135823744E+06   -0.921554037030927198E+01    1
    0.398958265781402588E+02   -0.271571430293750076E+06   -0.921564037030937300E+01    1
    0.398893392086029053E+02   -0.271306612011103367E+06   -0.921574037030957349E+01    1
    0.398886656761169434E+02   -0.271279125416585943E+06   -0.921584037030942937E+01    1
    0.398883521556854248E+02   -0.271266331246641406E+06   -0.921594037030905611E+01    1
    0.398880505561828613E+02   -0.271254023831758415E+06   -0.921604037030913048E+01    1
    0.398879325389862061E+02   -0.271249207962806744E+06   -0.921614037030920841E+01    1
    0.398878419399261475E+02   -0.271245510961103253E+06   -0.921624037030940890E+01    1
    0.398862099647521973E+02   -0.271178920600090001E+06   -0.921634037030984743E+01    1
    0.398824834823608398E+02   -0.271026897579892364E+06   -0.921644037030952390E+01    1
    0.398824274539947510E+02   -0.271024612210341380E+06   -0.921654037030911333E+01    1
    0.398817026615142822E+02   -0.270995049149380880E+06   -0.921664037030929251E+01    1
    0.398796713352203369E+02   -0.270912203373422439E+06   -0.921674037030961912E+01    1
    0.398789811134338379E+02   -0.270884056195157696E+06   -0.921684037030965264E+01    1
    0.398772215843200684E+02   -0.270812309381906816E+06   -0.921694037030950852E+01    1
    0.398674380779266357E+02   -0.270413549030563328E+06   -0.921704037030930756E+01    1
    0.398645269870758057E+02   -0.270294954256471014E+06   -0.921714037030916522E+01    1
    0.398632669448852539E+02   -0.270243629531426530E+06   -0.921724037030919874E+01    1
    0.398604571819305420E+02   -0.270129198285681545E+06   -0.921734037030952713E+01    1
    0.398589634895324707E+02   -0.270068375587966002E+06   -0.921744037030970986E+01    1
    0.398567938804626465E+02   -0.269980041967923054E+06   -0.921754037030930462E+01    1
    0.398561954498291016E+02   -0.269955679962213442E+06   -0.921764037030954952E+01    1
    0.398522055149078369E+02   -0.269793278510774777E+06   -0.921774037031000049E+01    1
    0.398501396179199219E+02   -0.269709209956453997E+06   -0.921784037030966097E+01    1
    0.398438155651092529E+02   -0.269451943619225174E+06   -0.921794037030920776E+01    1
    0.398419201374053955E+02   -0.269374860370758048E+06   -0.921804037030931767E+01    1
    0.398414647579193115E+02   -0.269356342642048316E+06   -0.921814037030955014E+01    1
    0.398411917686462402E+02   -0.269345242005127657E+06   -0.921824037030946641E+01    1
    0.398398292064666748E+02   -0.269289839189509396E+06   -0.921834037030918374E+01    1
    0.398382711410522461E+02   -0.269226494047311484E+06   -0.921844037030938246E+01    1
    0.398359942436218262E+02   -0.269133937271026953E+06   -0.921854037030962026E+01    1
    0.398353517055511475E+02   -0.269107820724583813E+06   -0.921864037030945660E+01    1
    0.398343229293823242E+02   -0.269066007816866564E+06   -0.921874037030957361E+01    1
    0.398334193229675293E+02   -0.269029284906804853E+06   -0.921884037030952719E+01    1
    0.398255014419555664E+02   -0.268707606392702903E+06   -0.921894037030943991E+01    1
    0.398242962360382080E+02   -0.268658659554878715E+06   -0.921904037030942902E+01    1
    0.398234391212463379E+02   -0.268623852399874420E+06   -0.921914037030961708E+01    1
    0.398222064971923828E+02   -0.268573799888191919E+06   -0.921924037030956356E+01    1
    0.398179566860198975E+02   -0.268401265816236963E+06   -0.921934037030938747E+01    1
    0.398167240619659424E+02   -0.268351234047189413E+06   -0.921944037030976737E+01    1
    0.398161661624908447E+02   -0.268328590640317008E+06   -0.921954037030970852E+01    1
    0.398110210895538330E+02   -0.268119813142411644E+06   -0.921964037030932637E+01    1
    0.398088002204895020E+02   -0.268029719509365619E+06   -0.921974037030930305E+01    1
    0.398083353042602539E+02   -0.268010861244888918E+06   -0.921984037030919978E+01    1
    0.398076367378234863E+02   -0.267982526741025620E+06   -0.921994037030913738E+01    1
    0.398048293590545654E+02   -0.267868671954748395E+06   -0.922004037030923662E+01    1
    0.398033583164215088E+02   -0.267809022672801802E+06   -0.922014037030961653E+01    1
    0.397992253303527832E+02   -0.267641469839408237E+06   -0.922024037030984189E+01    1
    0.397958528995513916E+02   -0.267504789053087996E+06   -0.922034037030946863E+01    1
    0.397928869724273682E+02   -0.267384612250072649E+06   -0.922044037030918062E+01    1
    0.397927188873291016E+02   -0.267377802395662875E+06   -0.922054037030910045E+01    1
    0.397887730598449707E+02   -0.267217964768796053E+06   -0.922064037030934891E+01    1
    0.397882080078125000E+02   -0.267195079546139576E+06   -0.922074037030948546E+01    1
    0.397859680652618408E+02   -0.267104369076241914E+06   -0.922084037030963444E+01    1
    0.397837483882904053E+02   -0.267014494489215373E+06   -0.922094037030991487E+01    1
    0.397800898551940918E+02   -0.266866393709423661E+06   -0.922104037030988977E+01    1
    0.397782874107360840E+02   -0.266793444208808534E+06   -0.922114037030968170E+01    1
    0.397769343852996826E+02   -0.266738690388713672E+06   -0.922124037030941146E+01    1
    0.397758638858795166E+02   -0.266695373726805265E+06   -0.922134037030919984E+01    1
    0.397756075859069824E+02   -0.266685003332987835E+06   -0.922144037030917296E+01    1
    0.397727668285369873E+02   -0.266570074284446775E+06   -0.922154037030945162E+01    1
    0.397700750827789307E+02   -0.266461196681590518E+06   -0.922164037030959705E+01    1
    0.397692728042602539E+02   -0.266428749864685175E+06   -0.922174037030973182E+01    1
    0.397644770145416260E+02   -0.266234833349323657E+06   -0.922184037030998027E+01    1
    0.397641170024871826E+02   -0.266220279203806364E+06   -0.922194037030990188E+01    1
    0.397625255584716797E+02   -0.266155946936098335E+06   -0.922204037030962098E+01    1
    0.397590529918670654E+02   -0.266015599470555957E+06   -0.922214037030926015E+01    1
