id redshift galex.FUV galex.FUV_err galex.NUV galex.NUV_err sloan.sdss.u sloan.sdss.u_err sloan.sdss.g sloan.sdss.g_err sloan.sdss.r sloan.sdss.r_err sloan.sdss.i sloan.sdss.i_err sloan.sdss.z sloan.sdss.z_err ukirt.wfcam.Y ukirt.wfcam.Y_err ukirt.wfcam.J ukirt.wfcam.J_err ukirt.wfcam.H ukirt.wfcam.H_err ukirt.wfcam.K ukirt.wfcam.K_err wise.W1 wise.W1_err wise.W2 wise.W2_err wise.W3 wise.W3_err wise.W4 wise.W4_err
_33_ 0.1085989 0.0817975846784354 0.0100989328533753 0.1246380483604045 0.00822232472827 0.126643385692261 0.0009345994461594 0.1893177663896331 0.0004778842150285 0.2061664982191059 0.000607942681178 0.2964196822332217 0.0008751753753974 0.2345836643558278 0.0024968555843066 0.2102034342948843 0.0034848811689691 0.2119783305123955 0.0044905029323834 0.2296012096470757 0.0054982338691759 0.2395682337948626 0.0034625259631268 0.1967509906791844 0.0083358606853164 0.1391202209806945 0.0143510604788944 1.3461794359754546 0.1847416933943358 12.13282738710825 nan
_34_ 0.1115934 0.0436707127397052 0.0050915788515625 0.0631583011912274 0.003815215313366 0.0827084807343132 0.0006886880915515 0.1195036360155083 0.0003385620162814 0.1344751205245282 0.0004353851336688 0.1910747133383444 0.0006349385216858 0.1498318110724801 0.0017625328496478 nan nan nan nan nan nan nan nan 0.1065409094912582 0.0065745633128639 0.0759609563070261 0.0125932732066286 0.6974338993033053 0.1991317248791549 6.503728184119096 nan
_35_ 0.07218827 0.0671509005534163 0.0015632238981589 0.0679970413693161 0.00102785216394 0.0692836451484479 0.0008017964954506 0.1019960170801718 0.0004115113962301 0.0598912297231892 0.0004387950135798 0.1176169003224547 0.0006610008118445 0.0643686412483291 0.0019814982385251 0.0649589799974833 0.0034701069329095 0.0530019445161832 0.0057115415436232 0.0623697216136694 0.0056295742294489 0.1062745691941501 0.0035162847070238 0.2387354667959506 0.0087953396322132 0.36223504398962 0.0180160635376575 1.6065813687862105 0.2042008200735221 4.1111387408931295 nan
_36_ 0.04208103 0.1430556908137009 0.0019451614657473 0.1386807130196863 0.0014025275784077 0.1621343105600745 0.0009167014390036 0.3482654076403121 0.000649614223666 0.1450801155976453 0.0005049538854036 0.1796627861991321 0.0007011977121457 0.1313909464804804 0.0020655765795318 nan nan nan nan nan nan nan nan 0.4741512472189452 0.0131012836238248 0.8321285341697621 0.022992561975908 7.875951635351036 0.2103665728328142 28.259346040434533 nan
_37_ 0.05037655 nan nan nan nan 0.0686265983451207 0.0010906197512571 0.1474268632860417 0.0005881630063221 0.1676451321041857 0.0007500738258561 0.2397888130405496 0.0010943729159732 0.26081453520416 0.0034997585956012 0.1660502752044586 0.0029058210582003 0.1693134389485828 0.0034307556663958 0.2046322934945991 0.0045233594173587 0.1801479543193157 0.0058072839428107 0.1797696346312475 0.0069541057864757 0.1545220236127693 0.0115279232499058 1.0240071275219151 0.1612778769165305 5.114014300126359 nan
_38_ 0.08406011 0.0564064112954718 0.0010400704092303 0.0830698777177405 0.0004017106890374 0.1527493085701415 0.001303416130705 0.2777452873128408 0.0007447168095411 0.3067662257288898 0.0009181583869454 0.452748487657932 0.0013063252255104 0.4109318710976946 0.0037670615004121 nan nan nan nan nan nan nan nan 0.3132684022705321 0.0106756418262536 0.294164424417861 0.0149014497502935 2.1712157136058425 0.1799787285552803 14.38673310274128 nan
_39_ 0.02944152 nan nan nan nan 0.5448589447889525 0.0036838240132841 0.9646786890380672 0.0022672238176702 0.8062583193084186 0.0025294470187158 0.7721931848562241 0.0033980762404714 0.8755830040183458 0.0125335868635758 nan nan nan nan nan nan nan nan 0.4672148072084176 0.0133399430455476 0.4770790852347722 0.0180156493882864 5.892543902614493 0.2170893399995694 39.84391222731679 nan
_40_ 0.09109308 nan nan nan nan 0.1265459663075374 0.0011751329607999 0.2086345400852145 0.0006288643730634 0.1968639537675539 0.0007308233618752 0.3704701907839423 0.0011758894847057 0.2587531873522155 0.0031293484124057 0.2166902759846966 0.0031932660670584 0.202997846540796 0.0035523904824683 0.2014531638594631 0.0046386305895138 0.241006817964683 0.0057713626651731 0.216928646448339 0.008591342813045 0.2410961679661752 0.0133234671243356 5.374066742804379 0.2029376370166601 33.355084007909504 nan
_41_ 0.03107055 nan nan nan nan 0.2642420498075311 0.0029375963622455 0.5474687244704773 0.0017321380010128 0.4300520784673836 0.0018732444167606 0.436867887145899 0.0024209394718617 0.4191850141442113 0.0077233531491501 nan nan nan nan nan nan nan nan 0.2569904072069791 0.0085210879966128 0.3906522902868113 0.0147519665236948 4.883183215655167 0.1933958548650792 29.837478121735057 nan
_42_ 0.01063635 nan nan nan nan 0.9688801697316536 0.0023663951235829 1.7323164530754258 0.0017829043678381 2.2449931220884944 0.0023297614102218 2.018888062693153 0.0026284236288355 2.241554875893036 0.0062560946801788 nan nan nan nan nan nan nan nan 0.7169958785229554 0.0297169935228656 0.6225728835363806 0.02637689805627 8.447004869395592 0.3189791437478174 48.21276921645188 nan
_43_ 0.07592382 0.1960157032521743 0.0018305957365145 0.2433809706388821 0.0013331593818874 0.2609885393021457 0.0017938557843472 0.4169393910758604 0.000995646883109 0.2907883606149654 0.0009662629553401 0.5783951813153562 0.0016329173499911 0.3360992559437915 0.0037582736118681 nan nan nan nan nan nan nan nan 0.331067951353181 0.0109772935768249 0.8005530311629867 0.0235947723291613 9.356270493655664 0.2326709777064543 55.97088174320501 nan
_44_ 0.09838755 0.0935861109119277 0.0077285822854082 0.095731997324228 0.0042190544352049 0.1358254598099186 0.0009890459459685 0.2238095321703701 0.0005214562416044 0.2314510107264304 0.0006110017838848 0.3526387222937634 0.0009263135382996 0.289224983439283 0.0022327842417679 nan nan nan nan nan nan nan nan 0.2708423635924231 0.008980380390319 0.3279368050306236 0.014800007155813 3.6366605030006895 0.211017756853247 28.54711141511716 nan
