No.,(m-M),err(m-M),Distance,Method,Reference,Notes,SN Name,Redshift,H0,LMCModulus
1,28.15,0.18,4.3,Cepheids,2004AJ....127.2322T,"11, gri",,,,
2,28.22,0.32,4.41,TRGB,2018ApJS..235...23S,,,,,
3,28.32,,4.61,TRGB,2003A&A...398..467K,,,,,
4,28.32,0.32,4.61,TRGB,2018ApJS..235...23S,,,,,
5,28.39,0.1,4.76,TRGB,2013AJ....146...86T,,,,74.4,
6,28.42,0.02,4.83,TRGB,2009AJ....138..332J,I,,,,
