No.,(m-M),err(m-M),Distance,Method,Reference,Notes,SN Name,Redshift,H0,LMCModulus
2,27.89,0.03,3.79,TRGB,2009ApJS..183...67D,I,,,,
3,27.89,0.03,3.79,TRGB,2009ApJS..183...67D,I,,,,
4,27.93,0.03,3.86,TRGB,2009ApJS..183...67D,I,,,,
5,27.95,0.08,3.89,TRGB,2013AJ....146...86T,,,,74.4,
6,27.96,0.03,3.91,TRGB,2009AJ....138..332J,I,,,,
7,28.02,0.22,4.02,TRGB,2003A&A...398..479K,I,,,,
